gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
8969-c,1453329118236,base,0,7,0,0,director,"move down one square"
8969-c,1453329170879,base,0,7,1,0,director,"start at the last square in the second row"
8969-c,1453329185810,base,0,7,1,0,director,"move down one square"
8969-c,1453329211483,base,0,7,2,0,director,"start at the third square of the first row and move down one square"
8969-c,1453329243305,base,1,7,3,0,director,"start at the first square in the first row and move down one square"
8969-c,1453329271412,exp,0,1,0,0,director,"start at the second square of the first row and move right one square"
8969-c,1453329304461,exp,1,1,1,0,director,"start at the thrid square of the last row and move one square to the right"
8969-c,1453329334466,exp,0,1,2,0,director,"start at the fourth square of the second row and move down one square"
8969-c,1453329362616,exp,0,1,3,0,director,"start at the second square of the last row and move up one square"
8969-c,1453329389587,exp,0,8,0,0,director,"start at the first square of the second row and move up one square"
8969-c,1453329420662,exp,1,8,1,0,director,"start at the fourth square of the third row and move up one square"
8969-c,1453329452162,exp,0,8,2,0,director,"start at the third square of the last row and move up one square"
8969-c,1453329476388,exp,0,8,3,0,director,"start at the second square of the last row and move left one square"
8969-c,1453329501689,base,0,4,0,0,director,"start at the second square of the last row and move up one square"
8969-c,1453329524105,base,1,4,1,0,director,"start at the fourth square of the third row and move down one square"
8969-c,1453329552202,base,0,4,2,0,director,"start at the first square of teh second row and move right one square"
8969-c,1453329582449,base,0,4,3,0,director,"start at fourth square of the second row and move left one square"
8969-c,1453329623583,exp,0,3,0,0,director,"start at the first square of the second square and move right one square"
8969-c,1453329634317,exp,0,3,0,0,director,"row"
8969-c,1453329654402,exp,0,3,1,0,director,"start at the third square of the third row and move down one square"
8969-c,1453329673951,exp,0,3,2,0,director,"start at fourth square of third row and move left one square"
8969-c,1453329707908,exp,1,3,3,0,director,"start at the third square of the first row and move down one square"
8969-c,1453329749980,exp,0,6,0,0,director,"start at the fourth square of the third row and move up one square"
8969-c,1453329774892,exp,0,6,1,0,director,"start at the third square of the third row and move right one square"
8969-c,1453329809104,exp,1,6,2,0,director,"start at the second square of the last row and move up one square"
8969-c,1453329831858,exp,0,6,3,0,director,"start at the third square of the last row and move left one square"
8969-c,1453329860704,base,0,2,0,0,director,"start at the first square of the last row and move right one square"
8969-c,1453329884430,base,0,2,1,0,director,"start at the third square of the first row and move left one square"
8969-c,1453329911529,base,1,2,2,0,director,"start at the fourth square of the third row and move left one square"
8969-c,1453329937727,base,0,2,3,0,director,"start at the first square of the second row and move right one square"
8969-c,1453329957981,base,0,5,0,0,director,"start at the third square of the top row and move down one square"
8969-c,1453329977750,base,1,5,1,0,director,"start at the third square of the last row and move left on square"
8969-c,1453329996673,base,0,5,2,0,director,"start at the last square of the third row and move left one square"
8969-c,1453330018918,base,0,5,3,0,director,"start at the second square of the first row and move right one square"
