gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
7690-9,1453327903980,base,0,4,0,0,director,"move carrot up one space"
7690-9,1453327927068,base,1,4,1,0,director,"measuring cup down one"
7690-9,1453327948572,base,0,4,2,0,director,"plastic water bottle right one"
7690-9,1453327964587,base,0,4,3,0,director,"chair left one"
7690-9,1453327974667,exp,0,8,0,0,director,"comb up one"
7690-9,1453327981866,exp,1,8,1,0,director,"mouse up one"
7690-9,1453327992602,exp,0,8,2,0,director,"frying pan up one"
7690-9,1453328002410,exp,0,8,3,0,director,"piano left one"
7690-9,1453328016906,exp,0,2,0,0,director,"binoculars right one"
7690-9,1453328026906,exp,0,2,1,0,director,"wrench left one"
7690-9,1453328039705,exp,1,2,2,0,director,"B box left one"
7690-9,1453328051372,exp,0,2,3,0,director,"coffee cup right one"
7690-9,1453328061033,base,0,7,0,0,director,"magnet down one"
7690-9,1453328069208,base,0,7,1,0,director,"hand cuffs down one"
7690-9,1453328076265,base,0,7,2,0,director,"bear down one"
7690-9,1453328085530,base,1,7,3,0,director,"red candle down one"
7690-9,1453328094681,base,0,1,0,0,director,"airplane right one"
7690-9,1453328103817,base,1,1,1,0,director,"sun glasses right one"
7690-9,1453328113560,base,0,1,2,0,director,"barrel down one"
7690-9,1453328120856,base,0,1,3,0,director,"sax up one"
7690-9,1453328128904,exp,0,6,0,0,director,"banana up one"
7690-9,1453328136535,exp,0,6,1,0,director,"dollar right one"
7690-9,1453328146183,exp,1,6,2,0,director,"erasure up one"
7690-9,1453328162071,exp,0,6,3,0,director,"feather left one"
7690-9,1453328172599,base,0,5,0,0,director,"basketball down one"
7690-9,1453328181018,base,1,5,1,0,director,"brush left one"
7690-9,1453328193078,base,0,5,2,0,director,"headphones left one"
7690-9,1453328201606,base,0,5,3,0,director,"book right one"
7690-9,1453328209750,exp,0,3,0,0,director,"scissors right one"
7690-9,1453328216633,exp,0,3,1,0,director,"knife down one"
7690-9,1453328224679,exp,0,3,2,0,director,"soap left one"
7690-9,1453328231846,exp,1,3,3,0,director,"tape down one"
