gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
1408-9,1453326843976,base,0,2,0,1,director,"binoculars one space right"
1408-9,1453326862472,base,0,2,1,0,director,"crescent wrench one space L"
1408-9,1453326880743,base,1,2,2,0,director,"B block one space L"
1408-9,1453326894334,base,0,2,3,0,director,"coffee mug one R"
1408-9,1453326909562,exp,0,5,0,0,director,"basketball one down"
1408-9,1453326922009,exp,1,5,1,0,director,"hairbrush one L"
1408-9,1453326939048,exp,1,5,1,1,director,"hairbrush one left"
1408-9,1453326963767,exp,0,5,2,0,director,"earmuffs one L"
1408-9,1453326974951,exp,0,5,3,0,director,"book 1 R"
1408-9,1453326986551,base,0,6,0,0,director,"banana 1 up"
1408-9,1453326997982,base,0,6,1,0,director,"$ 1 R"
1408-9,1453327010390,base,1,6,2,0,director,"Expo 1 up"
1408-9,1453327022051,base,0,6,3,0,director,"feather 1 L"
1408-9,1453327031869,exp,0,7,0,0,director,"magnet 1 D"
1408-9,1453327041156,exp,0,7,1,0,director,"cuffs 1 D"
1408-9,1453327048580,exp,0,7,2,0,director,"bear 1 D"
1408-9,1453327056613,exp,1,7,3,0,director,"candle 1 D"
1408-9,1453327067076,base,0,8,0,0,director,"comb 1 U"
1408-9,1453327075549,base,1,8,1,0,director,"mouse 1 U"
1408-9,1453327082645,base,0,8,2,0,director,"pan 1 U"
1408-9,1453327091029,base,0,8,3,0,director,"piano 1 L"
1408-9,1453327099501,exp,0,3,0,0,director,"scissors 1 R"
1408-9,1453327107029,exp,0,3,1,0,director,"knife 1 D"
1408-9,1453327116701,exp,0,3,2,0,director,"sponge 1 L"
1408-9,1453327125708,exp,1,3,3,0,director,"cassette 1 D"
1408-9,1453327136496,base,0,4,0,0,director,"carrot i U"
1408-9,1453327144757,base,1,4,1,0,director,"pyrex 1 D"
1408-9,1453327154157,base,0,4,2,0,director,"bottle 1 R"
1408-9,1453327162437,base,0,4,3,0,director,"chair 1 L"
1408-9,1453327169882,exp,0,1,0,0,director,"plane R"
