gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
4726-f,1453331210448,exp,0,2,0,0,director,"Hi"
4726-f,1453331219886,exp,0,2,0,0,matcher,"Hey there"
4726-f,1453331236789,exp,0,2,0,0,director,"Okay to begin, please move the last object on the next block that is on the right"
4726-f,1453331274716,exp,0,2,0,0,matcher,"Which direction?"
4726-f,1453331277227,exp,0,2,0,0,director,"Just simply to the next block "
4726-f,1453331323342,exp,0,2,1,1,director,"Okay now"
4726-f,1453331344562,exp,1,2,2,1,director,"B block to the left"
4726-f,1453331361393,exp,0,2,3,0,matcher,"Good"
4726-f,1453331367896,exp,0,2,3,0,director,"The mug to the next block"
4726-f,1453331371963,exp,0,2,3,0,director,"right next to it"
4726-f,1453331388272,base,0,3,0,0,director,"Scissors to the next block right next to it as well"
4726-f,1453331424765,base,0,3,1,0,director,"Knife to the block that is down"
4726-f,1453331441076,base,0,3,2,0,director,"Soap to the left block right next to it"
4726-f,1453331457568,base,1,3,3,0,director,"Tape to the block that is down"
4726-f,1453331472167,exp,0,5,0,0,director,"Ball to the block that is down"
4726-f,1453331496677,exp,1,5,1,0,director,"Brush to the block next to it on the LEFT"
4726-f,1453331530269,exp,0,5,2,0,director,"headphones to the block next to it left again"
4726-f,1453331545889,exp,0,5,3,0,director,"Book on the block next to it"
4726-f,1453331571311,base,0,7,0,0,director,"horse ring or whatever that is lol"
4726-f,1453331580708,base,0,7,0,0,director,"towards the down block "
4726-f,1453331611832,base,0,7,1,0,director,"cuff rings to the block down to it "
4726-f,1453331638400,base,0,7,2,0,director,"Bear right down to the block "
4726-f,1453331656876,base,0,7,2,0,director,"directly to the block down "
4726-f,1453331672014,base,1,7,3,0,director,"Candle same thing"
4726-f,1453331684873,base,0,6,0,0,director,"Banana upwards to the block "
4726-f,1453331697614,base,0,6,1,0,director,"money next block on the RIGHT"
4726-f,1453331715775,base,1,6,2,0,director,"EXPO block upwards to the block "
4726-f,1453331730743,base,0,6,3,0,director,"feather to the next block on THE LEFT"
4726-f,1453331746079,exp,0,1,0,0,director,"airplane to the next block on the RIGHT "
4726-f,1453331759956,exp,1,1,1,0,director,"Shades on the right next block "
4726-f,1453331776627,exp,0,1,2,0,director,"the drum thing right down below it "
4726-f,1453331794527,exp,0,1,3,0,director,"the instrument upwards to it"
4726-f,1453331805157,base,0,4,0,0,director,"carrot upwards to it "
4726-f,1453331820252,base,1,4,1,0,director,"measuring cup with the holder right down to it "
4726-f,1453331837068,base,0,4,2,0,director,"bottle right next to it on the right "
4726-f,1453331857960,base,0,4,3,0,director,"chair on the next block to the left"
4726-f,1453331872150,exp,0,8,0,0,director,"comb right upwards to the block "
4726-f,1453331884300,exp,1,8,1,0,director,"mouse upwards to the block "
4726-f,1453331905287,exp,0,8,2,0,director,"pan upwards to it"
4726-f,1453331917882,exp,0,8,3,0,director,"piano next block on the lef t"
