gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
5710-4,1426092500285,exp,0,5,0,0,director,"Move the basketball one space down"
5710-4,1426092512647,exp,1,5,1,0,director,"move the brush one space to the left"
5710-4,1426092527767,exp,1,5,1,1,director,"move the brush one space to the left"
5710-4,1426092541356,exp,1,5,1,2,matcher,"blocked"
5710-4,1426092563030,exp,1,5,1,2,director,"move the brush one space to the left"
5710-4,1426092585014,exp,0,5,2,0,director,"move the headphones one space to the left"
5710-4,1426092592621,exp,0,5,3,0,director,"move the book one space to the right"
5710-4,1426092600719,base,0,2,0,0,director,"move the binoculars one space to the right"
5710-4,1426092614963,base,0,2,1,0,director,"move wrench one space left"
5710-4,1426092623720,base,1,2,2,0,director,"move the bottom block one space to the left"
5710-4,1426092637320,base,0,2,3,0,director,"move coffee mug one space to right"
5710-4,1426092644236,exp,0,7,0,0,director,"move the magnet down by one space"
5710-4,1426092658443,exp,0,7,1,0,director,"move handcuffs one space down"
5710-4,1426092666399,exp,0,7,2,0,director,"move panda one space down"
5710-4,1426092671273,exp,1,7,3,0,director,"move the small candle down by one space"
5710-4,1426092678670,exp,1,7,3,1,director,"move the small candle down by one space"
5710-4,1426092684994,exp,0,4,0,0,director,"move the carrot up one space"
5710-4,1426092693535,exp,1,4,1,0,director,"move the large measuring cup down one space"
5710-4,1426092704738,exp,0,4,2,0,director,"move water bottle one space right"
5710-4,1426092718744,exp,0,4,3,1,director,"move chair one space left"
5710-4,1426092730269,base,0,1,0,0,director,"move plane one space right"
5710-4,1426092736018,base,1,1,1,0,director,"move the glasses one space to the right"
5710-4,1426092748237,base,0,1,2,0,director,"move the barrel down by one space"
5710-4,1426092757962,base,0,1,3,0,director,"move saxaphone one space u"
5710-4,1426092759888,base,0,1,3,0,director,"p"
5710-4,1426092765863,exp,0,6,0,0,director,"move the banana up by one space"
5710-4,1426092776766,exp,0,6,1,0,director,"move dollar to the right one space"
5710-4,1426092782513,exp,1,6,2,0,director,"move the eraser up by one space"
5710-4,1426092787737,exp,1,6,2,1,director,"move the eraser up by one space"
5710-4,1426092795454,exp,1,6,2,2,director,"move the eraser up by one space"
5710-4,1426092802514,exp,1,6,2,3,director,"move the eraser up by one space"
5710-4,1426092810397,exp,1,6,2,3,matcher,"won't go"
5710-4,1426092819967,exp,0,6,3,0,director,"move feather left one space"
5710-4,1426092821281,exp,0,6,3,0,matcher,"nm"
5710-4,1426092847355,base,0,8,0,0,director,"move comb up one space"
5710-4,1426092853447,base,1,8,1,0,director,"move the mouse up by one space"
5710-4,1426092863361,base,0,8,2,0,director,"move pan up one space"
5710-4,1426092875250,base,0,8,3,0,director,"move piano to the left one space"
5710-4,1426092887546,base,0,3,0,0,director,"move scissor right one space"
5710-4,1426092893093,base,0,3,1,0,director,"move the knife down one space"
5710-4,1426092905121,base,0,3,2,0,director,"move soap left one space"
5710-4,1426092910693,base,1,3,3,0,director,"move the tape down by one space"
3814-8,1426092532826,exp,0,6,0,0,director,"move the banana up by one space"
3814-8,1426092546662,exp,0,6,1,0,director,"move dollar right one"
