iterationName	gameid	trialNum	serverTime	targetDistance	distractorDistance	localTime	rawMouseX	rawMouseY	eventType
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454436713	846	none	1578454438689	894	909	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454436736	843	none	1578454438712	889	919	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454436752	839	none	1578454438729	887	927	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454436767	834	none	1578454438746	884	937	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454436787	826	none	1578454438762	884	949	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454436803	814	none	1578454438779	884	967	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454436817	799	none	1578454438796	884	990	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454436837	780	none	1578454438812	887	1017	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454436852	757	none	1578454438829	887	1055	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454436867	734	none	1578454438846	887	1096	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454436884	713	none	1578454438862	887	1134	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454436902	699	none	1578454438879	887	1164	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454436923	685	none	1578454438896	887	1194	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454436934	667	none	1578454438912	887	1237	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454436958	655	none	1578454438932	887	1267	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454436981	645	none	1578454438945	887	1298	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454436987	639	none	1578454438962	884	1328	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454437003	632	none	1578454438979	884	1356	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454437025	628	none	1578454438997	884	1376	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454437041	627	none	1578454439013	882	1393	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454437052	625	none	1578454439030	882	1406	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454437069	623	none	1578454439046	882	1414	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454437085	625	none	1578454439063	879	1429	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454437102	624	none	1578454439080	879	1436	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454437123	623	none	1578454439096	879	1444	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454437142	625	none	1578454439112	877	1446	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454437151	624	none	1578454439129	877	1452	updateMouse
pilot1	1238-96b2fc7a-8201-4e2c-b900-33d9d0f428d4	1	1578454437189	627	none	1578454439161	874	1454	updateMouse
