iterationName	gameid	trialNum	serverTime	targetDistance	distractorDistance	localTime	rawMouseX	rawMouseY	eventType
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453974665	590	855	1578453975054	910	900	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453974683	591	854	1578453975074	909	899	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453974709	593	852	1578453975097	907	899	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453974716	593	851	1578453975110	907	897	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453974737	597	848	1578453975130	903	897	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453974754	599	844	1578453975147	901	893	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453974765	599	842	1578453975157	901	891	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453974782	600	841	1578453975167	900	890	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453974787	604	837	1578453975177	896	888	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453974793	606	834	1578453975187	894	886	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453974806	608	831	1578453975197	892	884	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453975986	606	833	1578453976379	894	884	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976008	602	835	1578453976397	898	884	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976016	599	838	1578453976407	901	884	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976025	591	843	1578453976417	909	884	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976035	580	850	1578453976427	920	882	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976046	570	857	1578453976437	930	882	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976053	559	865	1578453976447	941	882	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976063	546	876	1578453976457	954	884	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976074	533	887	1578453976467	967	886	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976086	520	898	1578453976477	980	888	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976094	506	910	1578453976487	994	890	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976104	493	922	1578453976497	1007	893	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976125	477	937	1578453976507	1023	897	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976131	460	952	1578453976517	1040	900	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976136	440	970	1578453976527	1060	904	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976146	422	987	1578453976537	1078	908	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976153	402	1005	1578453976547	1098	911	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976165	379	1024	1578453976558	1121	913	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976184	338	1058	1578453976577	1162	915	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976193	315	1077	1578453976587	1185	915	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976203	293	1095	1578453976597	1207	915	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976213	271	1113	1578453976607	1229	913	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976228	248	1130	1578453976617	1252	910	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976234	227	1146	1578453976627	1273	906	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976246	206	1162	1578453976637	1294	902	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976264	187	1176	1578453976647	1313	899	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976270	171	1188	1578453976657	1329	895	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976276	157	1198	1578453976667	1343	891	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976287	144	1208	1578453976677	1356	888	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976298	128	1221	1578453976693	1373	884	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453976323	119	1227	1578453976711	1382	880	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453979868	119	1227	1578453980254	1382	880	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453979874	130	1218	1578453980267	1371	882	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453979885	140	1210	1578453980278	1360	884	updateMouse
pilot1	6130-4208b5d0-c796-4707-b0d4-f6dfd870c214	1	1578453979906	173	1184	1578453980298	1327	891	updateMouse
