iterationName	gameid	time	distractorX	distractorY	targetX	targetY	mouseX	mouseY	eventType
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503774966	300	900	300	300	908	910	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503775000	300	900	300	300	904	910	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503775027	300	900	300	300	900	914	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503775040	300	900	300	300	900	918	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503775055	300	900	300	300	896	922	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503775066	300	900	300	300	896	926	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503775080	300	900	300	300	892	929	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503775100	300	900	300	300	885	933	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503775111	300	900	300	300	873	945	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503775135	300	900	300	300	850	960	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503775144	300	900	300	300	831	975	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503775163	300	900	300	300	812	983	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503775181	300	900	300	300	793	998	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503775197	300	900	300	300	777	1006	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503775210	300	900	300	300	762	1010	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503775233	300	900	300	300	735	1018	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503775247	300	900	300	300	701	1025	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503775266	300	900	300	300	682	1029	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503775285	300	900	300	300	674	1033	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503775295	300	900	300	300	670	1033	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503779889	300	900	300	300	670	1029	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503779901	300	900	300	300	670	1021	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503779915	300	900	300	300	659	995	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503779933	300	900	300	300	647	949	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503779951	300	900	300	300	628	903	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503779960	300	900	300	300	598	834	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503779985	300	900	300	300	563	738	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503779997	300	900	300	300	529	673	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503780017	300	900	300	300	506	616	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503780035	300	900	300	300	479	554	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503780046	300	900	300	300	456	508	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503780062	300	900	300	300	433	474	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503780085	300	900	300	300	418	443	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503780101	300	900	300	300	406	420	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503780110	300	900	300	300	395	401	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503780137	300	900	300	300	376	374	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503780142	300	900	300	300	364	359	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503780160	300	900	300	300	356	351	updateMouse
pilot0	4843-b0524771-fa28-4eac-ada9-c8ef81e36793	1521503780185	300	900	300	300	353	344	updateMouse
