iterationName	gameid	time	distractorX	distractorY	targetX	targetY	mouseX	mouseY	eventType
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505326510	1500	900	900	300	905	919	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505326546	1500	900	900	300	903	919	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505326556	1500	900	900	300	901	919	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505326660	1500	900	900	300	896	919	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505326666	1500	900	900	300	894	919	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505326682	1500	900	900	300	890	919	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505326701	1500	900	900	300	888	919	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505326717	1500	900	900	300	881	919	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505326733	1500	900	900	300	877	919	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505326748	1500	900	900	300	870	919	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505326766	1500	900	900	300	864	919	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505326785	1500	900	900	300	853	919	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505326799	1500	900	900	300	842	921	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505326818	1500	900	900	300	833	928	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505326831	1500	900	900	300	829	930	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505326898	1500	900	900	300	826	926	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505326915	1500	900	900	300	822	904	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505326933	1500	900	900	300	811	871	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505326949	1500	900	900	300	800	830	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505326966	1500	900	900	300	796	782	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505326981	1500	900	900	300	796	727	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505327000	1500	900	900	300	805	637	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505327017	1500	900	900	300	809	581	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505327037	1500	900	900	300	813	526	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505327049	1500	900	900	300	818	476	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505327066	1500	900	900	300	818	436	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505327082	1500	900	900	300	818	408	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505327097	1500	900	900	300	818	386	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505327116	1500	900	900	300	820	364	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505327132	1500	900	900	300	820	349	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505327149	1500	900	900	300	822	336	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505327165	1500	900	900	300	824	325	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505327186	1500	900	900	300	824	314	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505327197	1500	900	900	300	824	310	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505327215	1500	900	900	300	824	305	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505328349	1500	900	900	300	822	305	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505328366	1500	900	900	300	818	305	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505328380	1500	900	900	300	811	308	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505328397	1500	900	900	300	805	308	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505328414	1500	900	900	300	796	312	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505328433	1500	900	900	300	785	319	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505328448	1500	900	900	300	778	321	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505328467	1500	900	900	300	767	323	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505328481	1500	900	900	300	757	325	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505328499	1500	900	900	300	750	327	updateMouse
pilot0	0101-0b659560-f05a-471a-89ac-60469e9c867f	1521505328515	1500	900	900	300	741	332	updateMouse
