gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
3247-a,1453321943926,base,0,8,0,0,director,"move comb up"
3247-a,1453321951033,base,1,8,1,0,director,"move mouse up"
3247-a,1453321970473,base,1,8,1,1,director,"move mouse up"
3247-a,1453321980184,base,0,8,2,0,director,"move pan up"
3247-a,1453321992614,base,0,8,3,0,director,"move piano left"
3247-a,1453322002599,exp,0,2,0,0,director,"move binocs right"
3247-a,1453322013079,exp,0,2,1,0,director,"wrench left"
3247-a,1453322022422,exp,1,2,2,0,director,"block left"
3247-a,1453322032990,exp,0,2,3,0,director,"cup right"
3247-a,1453322040995,exp,0,2,3,0,matcher,"unable to do so"
3247-a,1453322048907,exp,0,2,3,0,director,"cup down"
3247-a,1453322056490,exp,0,2,3,0,matcher,"unable to move cup"
3247-a,1453322069507,exp,0,2,3,0,director,"move what is right of cup right"
3247-a,1453322082363,exp,0,4,0,0,director,"carrot up"
3247-a,1453322117882,exp,1,4,1,0,director,"large cup down, if something in the way movei t first"
3247-a,1453322167814,exp,0,4,2,0,director,"plastic bottle right, if posible"
3247-a,1453322177870,exp,0,4,3,0,director,"chair left if possible"
3247-a,1453322187718,base,0,6,0,0,director,"banana up"
3247-a,1453322205013,base,0,6,1,0,director,"dollar right"
3247-a,1453322224651,base,1,6,2,0,director,"eraser up"
3247-a,1453322231501,base,0,6,3,0,director,"feather left"
3247-a,1453322253281,exp,0,5,0,0,director,"basketball down"
3247-a,1453322268984,exp,1,5,1,0,director,"brush left"
3247-a,1453322283561,exp,0,5,2,0,director,"headset left"
3247-a,1453322304710,exp,0,5,3,0,director,"book right"
3247-a,1453322341268,base,0,3,0,0,director,"sissors right"
3247-a,1453322361323,base,0,3,1,0,director,"knife down"
3247-a,1453322373468,base,0,3,2,0,director,"soap left"
3247-a,1453322383076,base,1,3,3,0,director,"tape down"
3247-a,1453322406121,exp,0,7,0,0,director,"magnent down"
3247-a,1453322418369,exp,0,7,1,0,director,"hand cuffs down"
3247-a,1453322438857,exp,0,7,2,0,director,"panda down"
3247-a,1453322450742,exp,1,7,3,0,director,"candle down"
3247-a,1453322460167,base,0,1,0,0,director,"plane right"
3247-a,1453322480845,base,1,1,1,0,director,"glasses right"
3247-a,1453322488365,base,0,1,2,0,director,"barrel down"
3247-a,1453322494060,base,0,1,3,0,director,"sax up"
