gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
0226-8,1453325574451,base,0,1,0,0,director,"Move the plane one square right"
0226-8,1453325585862,base,1,1,1,0,director,"Move the sunglasses 1 right"
0226-8,1453325603221,base,0,1,2,0,director,"Move the barrel down one"
0226-8,1453325620944,base,0,1,3,0,director,"Move the instrument (saxaphone?) up one"
0226-8,1453325634676,exp,0,7,0,0,director,"Move the red horseshoe magnet down one"
0226-8,1453325647848,exp,0,7,1,0,director,"Move the silver pair of handcuffs down one"
0226-8,1453325659003,exp,0,7,2,0,director,"Move the panda stuffed bear down one"
0226-8,1453325670809,exp,1,7,3,0,director,"Move the red candlestick down one"
0226-8,1453325680413,base,0,6,0,0,director,"Move the yellow banana up one"
0226-8,1453325690758,base,0,6,1,0,director,"Move the $1 bill right one"
0226-8,1453325699765,base,1,6,2,0,director,"Move the expo eraser up one"
0226-8,1453325710795,base,0,6,3,0,director,"Move the whitish feather left one"
0226-8,1453325723377,exp,0,4,0,0,director,"Move the orange carrot up one"
0226-8,1453325740447,exp,1,4,1,0,director,"Move the pyrex measuring cup down one (the one with the handle)"
0226-8,1453325761376,exp,0,4,2,0,director,"Move the blue water bottle left one"
0226-8,1453325780945,exp,0,4,2,0,director,"It's a plastic bottle if that helps"
0226-8,1453325782689,exp,0,4,2,0,matcher,"left would be off of grid"
0226-8,1453325788253,exp,0,4,2,0,director,"Er, right"
0226-8,1453325789393,exp,0,4,2,0,director,"Sorry!"
0226-8,1453325800684,exp,0,4,3,0,director,"Move the brown wood chair left one"
0226-8,1453325801934,exp,0,4,3,0,matcher,"no problem"
0226-8,1453325826132,exp,0,2,0,0,director,"Move the"
0226-8,1453325833191,exp,0,2,0,0,director,"binoculars one right"
0226-8,1453325845396,exp,0,2,1,0,director,"move the wrench thing one left"
0226-8,1453325858279,exp,1,2,2,0,director,"move the blue B block 1 left"
0226-8,1453325868746,exp,0,2,3,0,director,"Move the coffee cup one right"
0226-8,1453325878323,base,0,3,0,0,director,"move the scissors one right"
0226-8,1453325889283,base,0,3,1,0,director,"move the sharp knife one down"
0226-8,1453325902692,base,0,3,2,0,director,"move the blue soap one left"
0226-8,1453325914469,base,1,3,3,0,director,"move the casette tape one down"
0226-8,1453325922302,exp,0,5,0,0,director,"move the basketball one down"
0226-8,1453325931883,exp,1,5,1,0,director,"round hairbrush one left"
0226-8,1453325944189,exp,0,5,2,0,director,"read headphones one left"
0226-8,1453325952330,exp,0,5,3,0,director,"red book one right"
0226-8,1453325960584,base,0,8,0,0,director,"brown comb one up"
0226-8,1453325969423,base,1,8,1,0,director,"grey mouse one up"
0226-8,1453325978806,base,0,8,2,0,director,"cast iron pan one up"
0226-8,1453325986961,base,0,8,3,0,director,"piano one left"
