gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
5712-f,1453323633304,exp,0,1,0,0,director,"move the airplane one block to the right"
5712-f,1453323658571,exp,1,1,1,0,director,"move the sunglasses one block to the right"
5712-f,1453323686028,exp,0,1,2,0,director,"move the barrel down one block to the block directly beneath it"
5712-f,1453323708941,exp,0,1,3,0,director,"move the saxophone one block up to the block directly above it"
5712-f,1453323732722,base,0,3,0,0,director,"move the scissors one block to the right"
5712-f,1453323756245,base,0,3,1,0,director,"move the knife one block down, to the block directly beneath it"
5712-f,1453323778900,base,0,3,2,0,director,"move the soap one block to the left"
5712-f,1453323806158,base,1,3,3,0,director,"move the cassette tape one block down to the block directly beneath it"
5712-f,1453323838757,base,0,5,0,0,director,"move the basketball one block down to the block directly beneath it"
5712-f,1453323860245,base,1,5,1,0,director,"move the brush one block to the left"
5712-f,1453323874833,base,0,5,2,0,director,"move the headphones one block to the left"
5712-f,1453323909818,base,0,5,3,0,director,"move the book one block to the right"
5712-f,1453323934938,exp,0,8,0,0,director,"move the comb one block up to the block directly above it"
5712-f,1453323957274,exp,1,8,1,0,director,"move the computer mouse one block up to the block directly above it"
5712-f,1453323975552,exp,0,8,2,0,director,"move the skillet up one block to the block directly above it"
5712-f,1453323996156,exp,0,8,3,0,director,"move the piano one block to the left"
5712-f,1453324018955,base,0,7,0,0,director,"move the magnet one block down to the block directly beneath it"
5712-f,1453324035033,base,0,7,1,0,director,"move the handcuffs one block down to the block directly beneath it"
5712-f,1453324048833,base,0,7,2,0,director,"move the teddybear one block down to the block directly beneath it"
5712-f,1453324064726,base,1,7,3,0,director,"move the candle one block down to the block directly beneath it"
5712-f,1453324080064,base,0,6,0,0,director,"move the banana one block up to the block directly above it"
5712-f,1453324092871,base,0,6,1,0,director,"move teh dollar one block to the right"
5712-f,1453324109478,base,1,6,2,0,director,"move the eraser one block up to the block directly above it"
5712-f,1453324126598,base,0,6,3,0,director,"move the feather one block to the left"
5712-f,1453324140551,exp,0,2,0,0,director,"move the binoculars one block to theright"
5712-f,1453324158197,exp,0,2,1,0,director,"move the wrench one block to the left"
5712-f,1453324181341,exp,1,2,2,0,director,"move the block with the blue writing one block to the left"
5712-f,1453324202022,exp,0,2,3,0,director,"move the coffee cup one block to the right"
5712-f,1453324217862,exp,0,4,0,0,director,"move the carrot one block up to the block directly above it"
5712-f,1453324231845,exp,1,4,1,0,director,"move the measuring cup one block down to the block directly beneath it"
5712-f,1453324247716,exp,0,4,2,0,director,"move the bottle one block to the right"
5712-f,1453324279425,exp,0,4,3,0,director,"move the chair one block to the left"
