iterationName	gameid	trialNum	serverTime	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	intendedName	clickedName	correct	condition	responseRT	eventType
planned_sample	8823-1bd68d46-09c1-44aa-ab57-07071a85e24b	1	1522360007751	far	irrelevant	1	3	[spotted_blue_square,striped_blue_circle,spotted_red_star,striped_red_triangle]	[1,1,3,1]	[3,2,2,1]	striped_red_triangle	striped_red_triangle	true	within	2685	clickedObj
planned_sample	8823-1bd68d46-09c1-44aa-ab57-07071a85e24b	2	1522360030290	close	irrelevant	2	4	[striped_green_circle,striped_black_triangle,wavy_black_star,checked_green_circle,striped_green_triangle]	[2,3,3,1,2]	[1,2,3,2,3]	striped_green_triangle	striped_green_triangle	true	within	10807	clickedObj
planned_sample	8823-1bd68d46-09c1-44aa-ab57-07071a85e24b	3	1522360050662	close	none	0	4	[striped_blue_circle,spotted_blue_square,spotted_blue_triangle,wavy_red_triangle,spotted_blue_circle]	[3,2,1,1,1]	[1,1,1,2,3]	spotted_blue_circle	spotted_blue_circle	true	within	2821	clickedObj
planned_sample	8823-1bd68d46-09c1-44aa-ab57-07071a85e24b	4	1522360069682	close	none	0	3	[spotted_green_square,wavy_black_circle,wavy_green_triangle,striped_green_square]	[3,1,1,3]	[2,3,2,3]	striped_green_square	striped_green_square	true	within	8230	clickedObj
planned_sample	8823-1bd68d46-09c1-44aa-ab57-07071a85e24b	5	1522360085093	far	none	0	2	[checked_blue_circle,striped_black_triangle,striped_green_square]	[1,3,3]	[3,2,3]	striped_green_square	striped_green_square	true	within	5972	clickedObj
planned_sample	8823-1bd68d46-09c1-44aa-ab57-07071a85e24b	6	1522360094716	close	irrelevant	1	3	[spotted_black_triangle,checked_black_circle,striped_green_triangle,spotted_green_circle]	[1,1,3,1]	[2,3,1,1]	spotted_green_circle	spotted_green_circle	true	within	2390	clickedObj
planned_sample	8823-1bd68d46-09c1-44aa-ab57-07071a85e24b	7	1522360105633	far	none	0	4	[wavy_black_square,spotted_red_square,checked_red_star,striped_black_circle,spotted_black_triangle]	[2,1,1,2,1]	[3,2,1,1,3]	spotted_black_triangle	spotted_black_triangle	true	within	3088	clickedObj
planned_sample	8823-1bd68d46-09c1-44aa-ab57-07071a85e24b	8	1522360115162	far	irrelevant	1	2	[striped_green_square,spotted_black_square,spotted_red_star]	[3,1,2]	[3,3,3]	spotted_red_star	spotted_red_star	true	within	2719	clickedObj
planned_sample	8823-1bd68d46-09c1-44aa-ab57-07071a85e24b	9	1522360126371	far	none	0	4	[striped_red_circle,striped_green_circle,checked_red_star,checked_blue_star,checked_red_square]	[2,3,1,1,3]	[1,1,1,2,3]	checked_red_square	checked_red_square	true	within	3291	clickedObj
planned_sample	8823-1bd68d46-09c1-44aa-ab57-07071a85e24b	10	1522360136726	far	irrelevant	2	3	[checked_black_triangle,spotted_red_circle,striped_red_circle,striped_red_square]	[1,3,3,1]	[2,3,2,3]	striped_red_square	striped_red_square	true	within	3483	clickedObj
