iterationName	gameid	trialNum	serverTime	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	intendedName	clickedName	correct	condition	responseRT	eventType
planned_sample	7504-37a51b2e-e866-4d02-a186-946cfd3d9dba	1	1522360471532	close	irrelevant	2	4	[spotted_red_square,spotted_blue_circle,striped_blue_square,spotted_black_star,wavy_red_circle]	[1,3,2,3,2]	[2,1,1,2,3]	wavy_red_circle	wavy_red_circle	true	within	3288	clickedObj
planned_sample	7504-37a51b2e-e866-4d02-a186-946cfd3d9dba	2	1522360497802	close	none	0	4	[spotted_red_circle,checked_blue_star,checked_green_triangle,wavy_red_circle,spotted_green_triangle]	[3,2,1,1,1]	[2,1,2,1,3]	spotted_green_triangle	spotted_green_triangle	true	within	2434	clickedObj
planned_sample	7504-37a51b2e-e866-4d02-a186-946cfd3d9dba	3	1522360519818	far	none	0	4	[checked_green_star,spotted_red_triangle,spotted_blue_square,checked_blue_square,wavy_green_circle]	[2,3,2,1,3]	[1,2,3,1,1]	wavy_green_circle	wavy_green_circle	true	within	2169	clickedObj
planned_sample	7504-37a51b2e-e866-4d02-a186-946cfd3d9dba	4	1522360539801	far	irrelevant	1	3	[striped_red_circle,spotted_green_circle,wavy_blue_star,spotted_blue_triangle]	[2,1,3,2]	[3,1,2,1]	spotted_blue_triangle	spotted_blue_triangle	true	within	2348	clickedObj
planned_sample	7504-37a51b2e-e866-4d02-a186-946cfd3d9dba	5	1522360566872	close	irrelevant	1	3	[striped_blue_square,wavy_red_triangle,checked_green_circle,checked_red_square]	[3,3,2,1]	[3,1,1,1]	checked_red_square	checked_red_square	true	within	2498	clickedObj
planned_sample	7504-37a51b2e-e866-4d02-a186-946cfd3d9dba	6	1522360591749	close	none	0	2	[wavy_black_square,checked_blue_circle,checked_black_square]	[3,3,1]	[2,1,1]	checked_black_square	checked_black_square	true	within	2052	clickedObj
planned_sample	7504-37a51b2e-e866-4d02-a186-946cfd3d9dba	7	1522360607328	far	none	0	4	[spotted_red_circle,wavy_green_circle,checked_black_circle,wavy_blue_circle,wavy_black_star]	[3,1,3,2,1]	[3,2,1,3,3]	wavy_black_star	wavy_black_star	true	within	1647	clickedObj
planned_sample	7504-37a51b2e-e866-4d02-a186-946cfd3d9dba	8	1522360630858	far	irrelevant	1	2	[checked_green_square,striped_red_circle,striped_black_triangle]	[1,2,3]	[3,3,2]	striped_black_triangle	striped_black_triangle	true	within	1937	clickedObj
planned_sample	7504-37a51b2e-e866-4d02-a186-946cfd3d9dba	9	1522360645925	far	irrelevant	1	2	[wavy_black_circle,wavy_blue_circle,striped_black_star]	[1,3,3]	[1,1,3]	striped_black_star	striped_black_star	true	within	1636	clickedObj
planned_sample	7504-37a51b2e-e866-4d02-a186-946cfd3d9dba	10	1522360667263	far	irrelevant	1	3	[wavy_red_circle,spotted_red_square,striped_black_star,checked_red_triangle]	[2,3,1,1]	[3,2,1,3]	checked_red_triangle	checked_red_triangle	true	within	2410	clickedObj
