iterationName	gameid	serverTime	condition	trialNum	instructionNum	targetObject	attemptNum	trialType	objectSet	critical	sender	contents	typingRT	eventType
planned_sample	7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d	1522790712608	unscripted	1	0	comb	0	base	8	false	director	move the comb up	7097	chatMessage
planned_sample	7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d	1522790731686	unscripted	1	1	computerMouse	0	base	8	true	director	move the mouse up	4223	chatMessage
planned_sample	7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d	1522790747837	unscripted	1	2	castIronPan	0	base	8	false	director	move the pan up	4678	chatMessage
planned_sample	7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d	1522790764185	unscripted	1	3	piano	0	base	8	false	director	move the piano left	5559	chatMessage
planned_sample	7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d	1522790785441	unscripted	2	0	banana	0	exp	6	false	director	move the banana up	4871	chatMessage
planned_sample	7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d	1522790799745	unscripted	2	1	dollar	0	exp	6	false	director	move the dollar right	4744	chatMessage
planned_sample	7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d	1522790814826	unscripted	2	2	boardEraser	0	exp	6	true	director	move the eraser up	4591	chatMessage
planned_sample	7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d	1522790834752	unscripted	2	2	boardEraser	1	exp	6	true	director	move the chalkboard eraser up	7568	chatMessage
planned_sample	7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d	1522790858236	unscripted	2	3	feather	0	exp	6	false	director	move the white feather left	10137	chatMessage
planned_sample	7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d	1522790874239	unscripted	3	0	basketball	0	exp	5	false	director	move the basketball down	5527	chatMessage
planned_sample	7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d	1522790894505	unscripted	3	1	roundBrush	0	exp	5	true	director	move the hairbrush left	6111	chatMessage
planned_sample	7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d	1522790913446	unscripted	3	1	roundBrush	1	exp	5	true	director	move the brown hairbrush left	6751	chatMessage
planned_sample	7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d	1522790932813	unscripted	3	2	headphones	0	exp	5	false	director	move the red headphones left	5728	chatMessage
