context	occlusions	numObjsOccluded	numDistractors	iterationName	gameid	trialNum	serverTime	intendedName	text	role	typingRT	eventType
close	irrelevant	2	3	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	1	1522368912050	striped_green_square	Green outline ovee square	speaker	12084	chatMessage
far	irrelevant	2	4	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	2	1522368945106	wavy_green_star	Geen outline over star	speaker	13636	chatMessage
far	irrelevant	2	4	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	2	1522368987226	wavy_green_star	Wavy lines inside star	speaker	12295	chatMessage
far	irrelevant	1	4	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	3	1522369011903	wavy_red_triangle	Red outline iver triangle. Wavy lines in triangle	speaker	11772	chatMessage
close	irrelevant	1	3	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	4	1522369025940	striped_black_triangle	Over*	speaker	3510	chatMessage
close	irrelevant	1	3	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	4	1522369085483	striped_black_triangle	Black outline over triangle up and down lines inside	speaker	33114	chatMessage
far	none	0	3	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	5	1522369123723	checked_black_triangle	Black outlined triangle. Checkered inside	speaker	13004	chatMessage
far	none	0	3	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	6	1522369155681	wavy_green_circle	Green ouline circle wavy lines inside	speaker	10950	chatMessage
close	none	0	2	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	7	1522369181523	striped_green_square	Green outline square up abd down lines inside	speaker	10520	chatMessage
close	none	0	3	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	8	1522369203760	checked_black_star	Black outline star checkered inside	speaker	8960	chatMessage
close	irrelevant	1	2	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	9	1522369229999	striped_blue_square	Blue outline square up and down lines inside	speaker	11172	chatMessage
far	none	0	2	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	10	1522369262703	spotted_black_circle	Black outline circle polka dot inside	speaker	11663	chatMessage
close	irrelevant	2	3	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	11	1522369300872	wavy_green_square	Green outline square wavy inside	speaker	18335	chatMessage
close	none	0	2	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	12	1522369322848	checked_red_star	Red outline star checkered in	speaker	10794	chatMessage
close	none	0	2	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	13	1522369345793	wavy_green_square	Green outline square wavy in	speaker	9865	chatMessage
far	none	0	3	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	14	1522369370943	striped_black_square	Black out square up n down in	speaker	10022	chatMessage
far	irrelevant	1	2	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	15	1522369390486	checked_green_square	Green out square chexkered in	speaker	7085	chatMessage
far	irrelevant	2	3	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	16	1522369419308	spotted_black_circle	Black out circle dot in	speaker	12645	chatMessage
far	irrelevant	1	2	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	17	1522369470181	striped_black_circle	Black out circle up and down lines in	speaker	10413	chatMessage
far	none	0	4	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	18	1522369494023	striped_blue_square	Blue out square up and down inside	speaker	11566	chatMessage
close	irrelevant	2	4	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	19	1522369517527	wavy_blue_star	Blue out star wavy line in	speaker	8142	chatMessage
close	none	0	2	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	20	1522369540817	striped_red_circle	Red out circle up and down in	speaker	10432	chatMessage
far	irrelevant	1	2	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	21	1522369559847	striped_green_circle	Green out circle up and down in	speaker	8494	chatMessage
far	none	0	4	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	22	1522369577872	wavy_black_star	Black out star wavy line in	speaker	6208	chatMessage
close	none	0	4	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	23	1522369601995	wavy_blue_square	Blue out square wavy in	speaker	8020	chatMessage
close	irrelevant	1	3	planned_sample	1087-9a341f43-b2f9-4f35-bab4-bf169e3e0e2a	24	1522369625823	striped_green_triangle	Green out triangle up n down in	speaker	7614	chatMessage
