context	occlusions	numObjsOccluded	numDistractors	iterationName	gameid	trialNum	serverTime	intendedName	text	role	typingRT	eventType
far	irrelevant	2	4	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	1	1578453573808	wavy_black_star	black star	listener		chatMessage
far	irrelevant	2	3	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	2	1578453581144	spotted_green_triangle	triangle	listener		chatMessage
close	irrelevant	1	3	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	3	1578453588770	wavy_red_star	red star	listener		chatMessage
far	irrelevant	1	2	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	4	1578453594373	wavy_blue_star	star	listener		chatMessage
close	irrelevant	1	2	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	5	1578453599667	wavy_green_star	the green star	listener		chatMessage
far	irrelevant	2	4	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	6	1578453608438	wavy_green_circle	circle	listener		chatMessage
far	irrelevant	1	4	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	7	1578453614127	checked_black_triangle	triangle	listener		chatMessage
far	irrelevant	1	3	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	8	1578453622046	spotted_black_square	square	listener		chatMessage
close	critical	1	2	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	9	1578453627418	wavy_green_square	square	listener		chatMessage
close	critical	1	2	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	10	1578453633722	wavy_green_star	the star	listener		chatMessage
far	irrelevant	1	2	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	11	1578453638687	checked_blue_triangle	the blue triangle	listener		chatMessage
close	irrelevant	2	4	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	12	1578453644027	wavy_red_circle	the red circle	listener		chatMessage
close	irrelevant	1	4	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	13	1578453650390	checked_green_square	green square	listener		chatMessage
close	irrelevant	2	3	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	14	1578453655885	checked_blue_circle	blue circle	listener		chatMessage
far	irrelevant	1	2	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	15	1578453661366	wavy_black_star	the star	listener		chatMessage
far	irrelevant	1	2	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	16	1578453666310	spotted_red_triangle	the triangle	listener		chatMessage
far	irrelevant	1	2	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	17	1578453671579	checked_green_square	square	listener		chatMessage
far	irrelevant	2	3	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	18	1578453677314	wavy_red_circle	the circle	listener		chatMessage
close	critical	1	3	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	19	1578453699790	spotted_black_square	square	listener		chatMessage
close	critical	2	4	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	20	1578453706598	wavy_green_circle	the circle	listener		chatMessage
far	irrelevant	1	2	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	21	1578453712762	checked_green_circle	the circle	listener		chatMessage
close	irrelevant	2	4	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	22	1578453718145	striped_red_circle	red circle	listener		chatMessage
close	critical	1	2	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	23	1578453724254	spotted_green_triangle	the triangle	listener		chatMessage
close	critical	1	2	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	24	1578453729666	checked_black_star	the star	listener		chatMessage
far	irrelevant	1	2	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	25	1578453734652	spotted_black_square	square	listener		chatMessage
close	irrelevant	1	3	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	26	1578453740214	striped_red_circle	red circle	listener		chatMessage
far	irrelevant	2	4	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	27	1578453745744	striped_blue_star	star	listener		chatMessage
far	irrelevant	1	4	pilot1	1911-b2db2967-5670-4a25-bc6c-a9ca5d0ce56d	28	1578453751276	wavy_green_square	square	listener		chatMessage
