context	occlusions	numObjsOccluded	numDistractors	iterationName	gameid	trialNum	serverTime	intendedName	text	role	typingRT	eventType
close	none	0	4	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	1	1522370866096	spotted_green_circle	the object is round with dots	speaker	12772	chatMessage
far	none	0	2	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	2	1522370910615	checked_black_star	the object is square with checkers	speaker	14238	chatMessage
close	none	0	3	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	3	1522370954608	striped_red_circle	the object is round with wavy lines	speaker	31625	chatMessage
close	none	0	3	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	3	1522370974340	striped_red_circle	the object is lines	speaker	17088	chatMessage
close	irrelevant	1	3	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	4	1522371000976	striped_red_triangle	the object is triangle with lines	speaker	19373	chatMessage
close	irrelevant	2	3	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	5	1522371035570	striped_blue_circle	the object is round with lines	speaker	31233	chatMessage
far	irrelevant	2	3	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	6	1522371076665	wavy_black_star	the object has five points with wavy lines	speaker	38154	chatMessage
far	none	0	4	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	7	1522371102846	checked_black_circle	the object is square with lines	speaker	9995	chatMessage
far	irrelevant	1	3	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	8	1522371132699	wavy_black_circle	the object has five points with lines	speaker	25794	chatMessage
close	irrelevant	2	4	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	9	1522371158706	spotted_blue_square	the object is square with dots	speaker	22211	chatMessage
close	irrelevant	1	2	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	10	1522371187562	wavy_black_star	the object has five pointts with wavy lines	speaker	24252	chatMessage
close	none	0	4	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	11	1522371219479	spotted_green_star	the object has five points with dots	speaker	28751	chatMessage
far	irrelevant	1	2	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	12	1522371252550	spotted_black_star	the object has five points with dots	speaker	29786	chatMessage
far	none	0	2	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	13	1522371272943	wavy_blue_star	the object is round with lines	speaker	13784	chatMessage
far	none	0	3	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	14	1522371295894	wavy_black_circle	the object is round with wavy lines	speaker	19940	chatMessage
close	none	0	4	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	15	1522371318550	spotted_red_circle	the object is square with lines	speaker	18385	chatMessage
far	irrelevant	1	2	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	16	1522371347342	spotted_blue_star	the object has five opoints with dots	speaker	20523	chatMessage
close	irrelevant	2	3	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	17	1522371370191	striped_black_circle	the object is round with straight lines	speaker	15729	chatMessage
close	none	0	4	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	18	1522371394437	spotted_green_square	the object is square with dots	speaker	21260	chatMessage
far	none	0	4	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	19	1522371418568	spotted_red_square	the object is square with dots	speaker	21618	chatMessage
close	irrelevant	2	4	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	20	1522371440046	checked_green_square	the object is square with checkers	speaker	8690	chatMessage
far	irrelevant	1	2	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	21	1522371465533	spotted_red_star	the object has five with dots	speaker	21952	chatMessage
far	none	0	2	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	22	1522371501120	checked_blue_star	the object has five points with checkers	speaker	16600	chatMessage
far	irrelevant	2	4	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	23	1522371526774	striped_red_triangle	the object is triangle with straight lines	speaker	17009	chatMessage
close	none	0	2	planned_sample	7580-e1cd16aa-d561-47cf-bd1f-e725ec66998e	24	1522371550716	checked_green_triangle	the object is triangle with checkers	speaker	20161	chatMessage
