iterationName	gameid	serverTime	condition	trialNum	instructionNum	targetObject	attemptNum	trialType	objectSet	critical	sender	contents	typingRT	eventType
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522812846503	scripted	1	0	basketball	0	exp	5	false	director	Please Move the Basket Ball Down One Space	12759	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522812904602	scripted	1	1	roundBrush	0	exp	5	true	director	move the brush one space to the left	70858	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522812929765	scripted	1	1	roundBrush	1	exp	5	true	director	Please move the brush, one space to the left	9244	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522812960457	scripted	1	1	roundBrush	2	exp	5	true	director	Please move the Brush/Comb one space to the left	12392	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522812992026	scripted	1	2	headphones	0	exp	5	false	director	Please move the headphones, one space to the left	10488	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522813015597	scripted	1	3	book	0	exp	5	false	director	move the book one space to the right	34059	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522813032047	scripted	2	0	banana	0	base	6	false	director	move the banana up by one space	50479	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522813060422	scripted	2	1	dollar	0	base	6	false	director	Please move the "one dollar" bill one space to the right	14060	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522813078657	scripted	2	2	boardEraser	0	base	6	true	director	move the eraser up by one space	32298	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522813119268	scripted	2	3	feather	0	base	6	false	director	Please move the feather one space to the left	9719	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522813142822	scripted	3	0	airplane	0	base	1	false	director	Please move the airplane one space to the right	10372	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522813170535	scripted	3	1	sunGlasses	0	base	1	true	director	move the glasses one space to the right	38085	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522813211098	scripted	3	2	barrel	0	base	1	false	director	move the barrel down by one space	78648	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522813250596	scripted	3	3	saxophone	0	base	1	false	director	Please move the saxophone one space up 	12224	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522813286571	scripted	4	0	comb	0	exp	8	false	director	Please move the comb one space up	6128	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522813318194	scripted	4	1	computerMouse	0	exp	8	true	director	move the mouse up by one space	37747	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522813346343	scripted	4	1	computerMouse	1	exp	8	true	director	Please move the computer mouse one space up	10283	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522813417270	scripted	4	1	computerMouse	2	exp	8	true	director	Please move the gray/silver two button computer mouse one (1) space up/north	25935	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522813457240	scripted	4	2	castIronPan	0	exp	8	false	director	Please move the black frying pan with handle (1) space up/north	17942	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522813548073	scripted	4	3	piano	0	exp	8	false	director	Please move the open Piano one (1) space to the left/west	14862	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522813625413	scripted	4	3	piano	1	exp	8	false	director	Please move the Piano with sheet music on it, one(1) space to the left/west	28893	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522813704027	scripted	5	0	scissors	0	exp	3	false	director	Please move the scissors one(1) space to the right/east	13996	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522813715796	scripted	5	1	knife	0	exp	3	false	director	move the knife down one space	25766	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522813778468	scripted	5	2	barOfSoap	0	exp	3	false	director	Please move the bar of soap one(1) space to the left/west	18323	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522813796313	scripted	5	3	cassetteTape	0	exp	3	true	director	move the tape down by one space	36165	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522813809085	scripted	6	0	carrot	0	base	4	false	director	move the carrot up one space	48941	chatMessage
planned_sample	0980-86201282-6873-4820-a41b-ea9f286c8aa2	1522813821298	scripted	6	1	mediumMeasuringCup	0	base	4	true	director	move the large measuring cup down one space	61155	chatMessage
