context	occlusions	numObjsOccluded	numDistractors	iterationName	gameid	trialNum	serverTime	intendedName	text	role	typingRT	eventType
far	none	0	2	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	1	1522373041422	wavy_red_square	Square with gray and white squigly lines	speaker	16715	chatMessage
far	irrelevant	1	2	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	2	1522373082294	checked_green_star	Checkered star with green border	speaker	13776	chatMessage
far	none	0	3	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	3	1522373115005	checked_green_square	Checkered square with green border	speaker	15139	chatMessage
close	none	0	2	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	4	1522373138581	spotted_red_circle	Circle with polka dots and red border	speaker	10847	chatMessage
close	none	0	3	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	5	1522373162812	spotted_black_triangle	Triangle with polka dots and black border	speaker	11638	chatMessage
close	irrelevant	1	3	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	6	1522373192867	wavy_blue_star	Star with blue border and gray and white squigly lines	speaker	16347	chatMessage
close	irrelevant	2	3	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	7	1522373218409	spotted_red_circle	Circle with polka dots and red border	speaker	11786	chatMessage
far	irrelevant	1	2	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	8	1522373241076	spotted_black_triangle	Triangle with polka dots and black border	speaker	10213	chatMessage
far	none	0	4	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	9	1522373266916	checked_red_star	Checkered star with red border	speaker	12151	chatMessage
close	irrelevant	2	3	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	10	1522373286865	spotted_red_triangle	Polka dot triangle with red border	speaker	7472	chatMessage
far	irrelevant	2	3	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	11	1522373303345	spotted_red_square	Polka dot square with red border	speaker	7233	chatMessage
far	irrelevant	2	3	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	12	1522373328570	striped_red_star	Star with vertical stripes and red border	speaker	12891	chatMessage
close	none	0	4	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	13	1522373359407	checked_green_triangle	Checkered triangle with green border	speaker	19145	chatMessage
close	irrelevant	1	3	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	14	1522373382552	spotted_black_star	polka dot star with black border	speaker	10486	chatMessage
close	none	0	2	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	15	1522373403870	spotted_blue_star	polka dot star with blue border	speaker	9480	chatMessage
far	none	0	2	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	16	1522373421483	checked_red_star	checkered star with red border	speaker	7648	chatMessage
close	irrelevant	2	4	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	17	1522373441720	spotted_black_circle	polka dot circle with black border	speaker	8695	chatMessage
close	none	0	3	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	18	1522373468571	spotted_blue_square	polka dot square with blue border	speaker	15677	chatMessage
far	irrelevant	1	3	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	19	1522373493390	wavy_green_circle	circle with squigly lines and green border	speaker	13027	chatMessage
close	irrelevant	2	4	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	20	1522373510436	checked_black_star	checkered star with black border	speaker	7210	chatMessage
close	none	0	4	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	21	1522373538618	wavy_red_square	Square with squigly lines and red border	speaker	13377	chatMessage
far	irrelevant	1	2	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	22	1522373556785	spotted_red_circle	polka dot circle with red border	speaker	9201	chatMessage
far	none	0	2	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	23	1522373579074	checked_blue_circle	checkered circle with blue border	speaker	10107	chatMessage
far	none	0	3	planned_sample	6032-6f8a671d-23bc-4e8d-bf67-7fb3f791065a	24	1522373598215	checked_red_star	checkered star with red border	speaker	7737	chatMessage
