context	occlusions	numObjsOccluded	numDistractors	iterationName	gameid	trialNum	serverTime	intendedName	text	role	typingRT	eventType
far	irrelevant	1	2	planned_sample	3876-b404ee0b-2797-4939-9cbd-cd80fa504b94	1	1522359434718	spotted_black_star	Black star	speaker	1394	chatMessage
