context	occlusions	numObjsOccluded	numDistractors	iterationName	gameid	trialNum	serverTime	intendedName	text	role	typingRT	eventType
close	irrelevant	1	2	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	1	1578457022114	striped_black_square	black square	listener		chatMessage
far	irrelevant	1	2	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	2	1578457036768	spotted_red_star	the star	listener		chatMessage
far	irrelevant	1	4	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	3	1578457045138	striped_black_star	the star	listener		chatMessage
far	irrelevant	2	3	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	4	1578457053223	striped_red_star	the red star	listener		chatMessage
far	irrelevant	2	3	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	5	1578457059313	checked_blue_square	blue square	listener		chatMessage
far	irrelevant	1	2	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	6	1578457066065	checked_blue_circle	blue circle	listener		chatMessage
close	critical	2	4	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	7	1578457072942	wavy_green_square	square	listener		chatMessage
close	irrelevant	2	4	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	8	1578457084221	striped_green_star	the green star	listener		chatMessage
far	irrelevant	1	4	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	9	1578457092980	checked_red_square	square	listener		chatMessage
close	critical	1	2	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	10	1578457100781	spotted_red_square	square	listener		chatMessage
far	irrelevant	1	4	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	11	1578457108880	checked_blue_star	blue star	listener		chatMessage
close	irrelevant	2	4	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	12	1578457115260	spotted_green_star	green star	listener		chatMessage
far	irrelevant	1	2	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	13	1578457122071	striped_red_star	star	listener		chatMessage
close	critical	2	3	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	14	1578457128672	wavy_black_star	the star	listener		chatMessage
far	irrelevant	1	2	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	15	1578457136458	spotted_red_square	red square	listener		chatMessage
close	critical	2	3	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	16	1578457144494	striped_red_square	square	listener		chatMessage
close	irrelevant	1	4	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	17	1578457153689	wavy_blue_square	blue square	listener		chatMessage
close	irrelevant	2	3	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	18	1578457164766	spotted_blue_star	the blue star	listener		chatMessage
far	irrelevant	1	4	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	19	1578457171856	spotted_blue_triangle	triangle	listener		chatMessage
far	irrelevant	1	4	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	20	1578457178755	spotted_blue_square	the square	listener		chatMessage
far	irrelevant	1	4	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	21	1578457186929	striped_blue_triangle	triangle	listener		chatMessage
close	irrelevant	1	2	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	22	1578457193193	wavy_black_triangle	black triangle	listener		chatMessage
close	critical	2	4	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	23	1578457199072	spotted_blue_triangle	triangle	listener		chatMessage
close	irrelevant	1	4	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	24	1578457205094	wavy_blue_square	the blue square	listener		chatMessage
close	critical	2	3	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	25	1578457214708	striped_blue_square	the square	listener		chatMessage
far	irrelevant	1	2	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	26	1578457221631	checked_green_square	square	listener		chatMessage
far	irrelevant	2	3	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	27	1578457227910	wavy_black_star	black star	listener		chatMessage
far	irrelevant	1	3	pilot1	1891-f7d7e117-4979-42d7-9a71-92d05cd26d4a	28	1578457234683	checked_red_star	the red star	listener		chatMessage
