context	occlusions	numObjsOccluded	numDistractors	iterationName	gameid	trialNum	serverTime	intendedName	text	role	typingRT	eventType
far	irrelevant	2	3	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	1	1578458655560	spotted_blue_triangle	blue triangle	listener		chatMessage
far	irrelevant	1	2	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	2	1578458663848	striped_blue_circle	circle	listener		chatMessage
close	irrelevant	1	4	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	3	1578458672435	wavy_red_star	red star	listener		chatMessage
far	irrelevant	1	4	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	4	1578458677566	spotted_black_square	the black square	listener		chatMessage
far	irrelevant	2	4	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	5	1578458682822	striped_black_triangle	triangle	listener		chatMessage
far	irrelevant	2	4	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	6	1578458688785	checked_blue_square	the square	listener		chatMessage
far	irrelevant	2	4	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	7	1578458695116	checked_red_triangle	red triangle	listener		chatMessage
close	critical	2	3	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	8	1578458701334	striped_black_square	the square	listener		chatMessage
far	irrelevant	2	3	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	9	1578458707401	striped_green_star	the green star	listener		chatMessage
close	critical	1	4	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	10	1578458712795	striped_green_star	star	listener		chatMessage
close	irrelevant	1	2	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	11	1578458718229	wavy_black_circle	black circle	listener		chatMessage
close	irrelevant	1	2	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	12	1578458723232	wavy_black_circle	the black circle	listener		chatMessage
far	irrelevant	2	4	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	13	1578458729069	wavy_green_star	green star	listener		chatMessage
close	critical	1	2	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	14	1578458734174	wavy_black_circle	the circle	listener		chatMessage
far	irrelevant	2	4	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	15	1578458741642	spotted_black_star	star	listener		chatMessage
close	irrelevant	1	4	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	16	1578458749602	spotted_green_star	the green star	listener		chatMessage
close	critical	2	3	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	17	1578458758364	wavy_red_circle	the circle	listener		chatMessage
far	irrelevant	1	2	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	18	1578458763225	wavy_red_star	the red star	listener		chatMessage
close	irrelevant	1	4	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	19	1578458768493	striped_red_circle	the red circle	listener		chatMessage
far	irrelevant	1	4	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	20	1578458774035	checked_red_square	square	listener		chatMessage
close	critical	1	4	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	21	1578458779563	spotted_black_circle	circle	listener		chatMessage
far	irrelevant	1	4	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	22	1578458785164	wavy_blue_triangle	the triangle	listener		chatMessage
close	irrelevant	1	2	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	23	1578458792323	spotted_blue_triangle	the blue triangle	listener		chatMessage
close	irrelevant	1	3	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	24	1578458800582	striped_black_triangle	the black triangle	listener		chatMessage
far	irrelevant	2	3	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	25	1578458808164	checked_green_square	the square	listener		chatMessage
close	critical	1	4	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	26	1578458813583	wavy_blue_star	star	listener		chatMessage
far	irrelevant	2	4	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	27	1578458818727	striped_black_triangle	the triangle	listener		chatMessage
far	irrelevant	1	4	pilot1	0044-aa5b0257-077d-427d-8c12-08db4f69106f	28	1578458824299	striped_blue_circle	blue circle	listener		chatMessage
