,attemptNum,condition,contents,critical,eventType,gameid,instructionNum,iterationName,objectSet,sender,serverTime,targetObject,trialNum,trialType,typingRT
1214,0,scripted,move the dollar to the right,False,chatMessage,1580-4762ca9e-da2d-4bb3-bc84-2d913edcee4f,1,planned_sample,6,director,1522815045017.0,dollar,5,exp,6240
1215,0,scripted,move the eraser up by one space,True,chatMessage,1580-4762ca9e-da2d-4bb3-bc84-2d913edcee4f,2,planned_sample,6,director,1522815063056.0,boardEraser,5,exp,24279
1216,0,scripted,move the feather to the left,False,chatMessage,1580-4762ca9e-da2d-4bb3-bc84-2d913edcee4f,3,planned_sample,6,director,1522815088322.0,feather,5,exp,7438
1217,0,scripted,move the ball down one block,False,chatMessage,1580-4762ca9e-da2d-4bb3-bc84-2d913edcee4f,0,planned_sample,5,director,1522815118185.0,basketball,6,base,7175
1218,0,scripted,move the brush one space to the left,True,chatMessage,1580-4762ca9e-da2d-4bb3-bc84-2d913edcee4f,1,planned_sample,5,director,1522815137437.0,roundBrush,6,base,26404
1219,0,scripted,move the headphones to the left,False,chatMessage,1580-4762ca9e-da2d-4bb3-bc84-2d913edcee4f,2,planned_sample,5,director,1522815180300.0,headphones,6,base,6258
1220,0,scripted,move the book one space to the right,False,chatMessage,1580-4762ca9e-da2d-4bb3-bc84-2d913edcee4f,3,planned_sample,5,director,1522815208590.0,book,6,base,34549
1221,0,scripted,move the plane to the right,False,chatMessage,1580-4762ca9e-da2d-4bb3-bc84-2d913edcee4f,0,planned_sample,1,director,1522815258561.0,airplane,7,exp,8984
1222,0,scripted,move the glasses one space to the right,True,chatMessage,1580-4762ca9e-da2d-4bb3-bc84-2d913edcee4f,1,planned_sample,1,director,1522815288002.0,sunGlasses,7,exp,38426
1223,0,scripted,move the barrel down by one space,False,chatMessage,1580-4762ca9e-da2d-4bb3-bc84-2d913edcee4f,2,planned_sample,1,director,1522815305513.0,barrel,7,exp,55933
1224,0,scripted,move the saxophone up one space,False,chatMessage,1580-4762ca9e-da2d-4bb3-bc84-2d913edcee4f,3,planned_sample,1,director,1522815331831.0,saxophone,7,exp,7430
1225,0,scripted,move the carrot up one space,False,chatMessage,1580-4762ca9e-da2d-4bb3-bc84-2d913edcee4f,0,planned_sample,4,director,1522815353944.0,carrot,8,base,29546
1226,0,scripted,move the large measuring cup down one space,True,chatMessage,1580-4762ca9e-da2d-4bb3-bc84-2d913edcee4f,1,planned_sample,4,director,1522815369838.0,mediumMeasuringCup,8,base,45437
1227,1,scripted,move the large cup down one,True,chatMessage,1580-4762ca9e-da2d-4bb3-bc84-2d913edcee4f,1,planned_sample,4,director,1522815392776.0,mediumMeasuringCup,8,base,7572
1228,0,scripted,move the bottle to the right,False,chatMessage,1580-4762ca9e-da2d-4bb3-bc84-2d913edcee4f,2,planned_sample,4,director,1522815422940.0,waterBottle,8,base,6172
1229,0,scripted,move the chair to the left,False,chatMessage,1580-4762ca9e-da2d-4bb3-bc84-2d913edcee4f,3,planned_sample,4,director,1522815460422.0,chair,8,base,4949
1230,0,scripted,move the banana up by one space,False,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,0,planned_sample,6,director,1522805338382.0,banana,1,base,NaN
1231,0,scripted,move the dollar bill right by one space,False,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,1,planned_sample,6,director,1522805378759.0,dollar,1,base,11301
1232,0,scripted,move the eraser up by one space,True,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,2,planned_sample,6,director,1522805394199.0,boardEraser,1,base,26744
1233,0,scripted,move the feather left by one space,False,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,3,planned_sample,6,director,1522805418389.0,feather,1,base,11112
1234,0,scripted,move the magnet down by one space,False,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,0,planned_sample,7,director,1522805432648.0,magnet,2,exp,25370
1235,0,scripted,move the handcuffs down by one space,False,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,1,planned_sample,7,director,1522805449313.0,handcuffs,2,exp,5289
1236,0,scripted,move the panda down by one space,False,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,2,planned_sample,7,director,1522805469676.0,pandaToy,2,exp,6382
1237,0,scripted,move the small candle down by one space,True,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,3,planned_sample,7,director,1522805480618.0,mediumCandle,2,exp,17324
1238,0,scripted,move the model airplane right by one space,False,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,0,planned_sample,1,director,1522805504133.0,airplane,3,base,6707
1239,0,scripted,move the glasses one space to the right,True,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,1,planned_sample,1,director,1522805518879.0,sunGlasses,3,base,21452
1240,0,scripted,move the barrel down by one space,False,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,2,planned_sample,1,director,1522805531915.0,barrel,3,base,34487
1241,0,scripted,move the trumpet up by one space,False,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,3,planned_sample,1,director,1522805548559.0,saxophone,3,base,7985
1242,0,scripted,move the comb up by one space,False,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,0,planned_sample,8,director,1522805567787.0,comb,4,base,6825
1243,0,scripted,move the mouse up by one space,True,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,1,planned_sample,8,director,1522805577962.0,computerMouse,4,base,17007
1244,0,scripted,move the pan up by one space,False,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,2,planned_sample,8,director,1522805591303.0,castIronPan,4,base,4158
1245,0,scripted,move the piano left by one space,False,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,3,planned_sample,8,director,1522805604404.0,piano,4,base,4662
1246,0,scripted,move the basketball down by one space,False,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,0,planned_sample,5,director,1522805619495.0,basketball,5,exp,5963
1247,0,scripted,move the brush one space to the left,True,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,1,planned_sample,5,director,1522805632235.0,roundBrush,5,exp,18702
1248,0,scripted,move the headphones one space to the left,False,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,2,planned_sample,5,director,1522805653887.0,headphones,5,exp,4910
1249,0,scripted,move the book one space to the right,False,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,3,planned_sample,5,director,1522805664759.0,book,5,exp,15754
1250,0,scripted,move the binoculars one space to the right,False,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,0,planned_sample,2,director,1522805674911.0,binoculars,6,exp,25932
1251,0,scripted,move the spoon one space to the left,False,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,1,planned_sample,2,director,1522805692245.0,wrench,6,exp,4523
1252,0,scripted,move the bottom block one space to the left,True,chatMessage,1585-1a4947c1-4ec5-4537-b571-23fff63fd505,2,planned_sample,2,director,1522805716678.0,middleBlock,6,exp,28952
1253,0,unscripted,Move the comb up one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,0,planned_sample,8,director,1522813060601.0,comb,1,exp,26320
1254,0,unscripted,Move the silver mouse up one square~~~,True,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,1,planned_sample,8,director,1522813098744.0,computerMouse,1,exp,16998
1255,0,unscripted,Move the cast iron skillet up one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,2,planned_sample,8,director,1522813143499.0,castIronPan,1,exp,11772
1256,0,unscripted,Move the baby grand piano to the LEFT one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,3,planned_sample,8,director,1522813189587.0,piano,1,exp,20550
1257,0,unscripted,Move the black binoculars to the RIGHT one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,0,planned_sample,2,director,1522813236242.0,binoculars,2,base,18792
1258,0,unscripted,Move the silver wrench to the LEFT one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,1,planned_sample,2,director,1522813270127.0,wrench,2,base,18528
1259,0,unscripted,Move the block with a blue B on it to the LEFT one square~~~,True,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,2,planned_sample,2,director,1522813304226.0,middleBlock,2,base,18188
1260,0,unscripted,Move the white coffee cup to the RIGHT one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,3,planned_sample,2,director,1522813335211.0,coffeeMug,2,base,14116
1261,0,unscripted,Move the basketball DOWN one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,0,planned_sample,5,director,1522813389415.0,basketball,3,base,13290
1262,0,unscripted,Move the hair brush LEFT one square~~~,True,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,1,planned_sample,5,director,1522813427531.0,roundBrush,3,base,17664
1263,0,unscripted,Move the headphones LEFT one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,2,planned_sample,5,director,1522813455664.0,headphones,3,base,8816
1264,0,unscripted,Move the red book RIGHT one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,3,planned_sample,5,director,1522813478218.0,book,3,base,9988
1265,0,unscripted,Move the black scissors RIGHT one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,0,planned_sample,3,director,1522813520179.0,scissors,4,exp,16140
1266,0,unscripted,Move the knife DOWN one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,1,planned_sample,3,director,1522813568536.0,knife,4,exp,10714
1267,0,unscripted,Move the soap LEFT one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,2,planned_sample,3,director,1522813588737.0,barOfSoap,4,exp,7824
1268,0,unscripted,Move the cassette tape DOWN one square~~~,True,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,3,planned_sample,3,director,1522813617474.0,cassetteTape,4,exp,15336
1269,0,unscripted,Move the orange carrot UP one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,0,planned_sample,4,director,1522813652836.0,carrot,5,exp,14294
1270,0,unscripted,Move the Pyrex measuring cup DOWN one square~~~,True,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,1,planned_sample,4,director,1522813682834.0,mediumMeasuringCup,5,exp,11084
1271,0,unscripted,Move the water bottle RIGHT one square,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,2,planned_sample,4,director,1522813715136.0,waterBottle,5,exp,14632
1272,0,unscripted,Move the wooden chair LEFT one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,3,planned_sample,4,director,1522813741930.0,chair,5,exp,14212
1273,0,unscripted,Move the red magnet DOWN one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,0,planned_sample,7,director,1522813781953.0,magnet,6,base,17424
1274,0,unscripted,Move the handcuffs DOWN one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,1,planned_sample,7,director,1522813804129.0,handcuffs,6,base,8946
1275,0,unscripted,Move the stuffed panda DOWN one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,2,planned_sample,7,director,1522813830699.0,pandaToy,6,base,9308
1276,0,unscripted,Move the red candle DOWN one square~~~,True,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,3,planned_sample,7,director,1522813857979.0,mediumCandle,6,base,8546
1277,0,unscripted,Move the yellow banana UP one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,0,planned_sample,6,director,1522813900132.0,banana,7,base,14270
1278,0,unscripted,Move the dollar bill to the RIGHT one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,1,planned_sample,6,director,1522813929141.0,dollar,7,base,9888
1279,0,unscripted,Move the EXPO dry eraser UP one square~~~,True,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,2,planned_sample,6,director,1522813964797.0,boardEraser,7,base,14174
1280,0,unscripted,Move the white feather LEFT one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,3,planned_sample,6,director,1522813989417.0,feather,7,base,8808
1281,0,unscripted,Move the red airplane RIGHT one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,0,planned_sample,1,director,1522814049615.0,airplane,8,exp,12696
1282,0,unscripted,Move the sunglasses RIGHT one square~~~,True,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,1,planned_sample,1,director,1522814078768.0,sunGlasses,8,exp,11086
1283,0,unscripted,Move the wooden barrel DOWN one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,2,planned_sample,1,director,1522814104033.0,barrel,8,exp,9504
1284,0,unscripted,Move the saxophone UP one square~~~,False,chatMessage,1590-9eeaa5f0-c5a2-49bb-8227-d95a13fb8ea3,3,planned_sample,1,director,1522814132276.0,saxophone,8,exp,12690
1285,0,scripted,Move the brown object up one square,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,0,planned_sample,8,director,1522824589171.0,comb,1,base,20450
1286,0,scripted,move the mouse up by one space,True,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,1,planned_sample,8,director,1522824618919.0,computerMouse,1,base,50198
1287,0,scripted,move the round kitchen item up by one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,2,planned_sample,8,director,1522824671100.0,castIronPan,1,base,14062
1288,0,scripted,Move the large musical instrument left by one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,3,planned_sample,8,director,1522824724036.0,piano,1,base,19830
1289,1,scripted,move the piano left one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,3,planned_sample,8,director,1522824746172.0,piano,1,base,5506
1290,0,scripted,move the carrot up one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,0,planned_sample,4,director,1522824764587.0,carrot,2,exp,23909
1291,0,scripted,move the large measuring cup down one space,True,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,1,planned_sample,4,director,1522824783839.0,mediumMeasuringCup,2,exp,43173
1292,0,scripted,Move the water bottle right one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,2,planned_sample,4,director,1522824816782.0,waterBottle,2,exp,6410
1293,0,scripted,move the chair left one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,3,planned_sample,4,director,1522824897363.0,chair,2,exp,4850
1294,0,scripted,move the scissors left one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,0,planned_sample,3,director,1522824936964.0,scissors,3,exp,5945
1295,1,scripted,move the scissors right one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,0,planned_sample,3,director,1522824988184.0,scissors,3,exp,12427
1296,0,scripted,move the knife down one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,1,planned_sample,3,director,1522825009181.0,knife,3,exp,33425
1297,0,scripted,move the soap left one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,2,planned_sample,3,director,1522825023498.0,barOfSoap,3,exp,5171
1298,0,scripted,move the tape down by one space,True,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,3,planned_sample,3,director,1522825061091.0,cassetteTape,3,exp,42762
1299,0,scripted,move the magnet down by one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,0,planned_sample,7,director,1522825078555.0,magnet,4,base,60226
1300,0,scripted,move the handcuffs down one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,1,planned_sample,7,director,1522825111006.0,handcuffs,4,base,6882
1301,1,scripted,move the handcuffs down by one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,1,planned_sample,7,director,1522825132887.0,handcuffs,4,base,6378
1302,2,scripted,move the silver handcuffs down by one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,1,planned_sample,7,director,1522825161451.0,handcuffs,4,base,8218
1303,0,scripted,move the panda stuffed animal down one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,2,planned_sample,7,director,1522825189682.0,pandaToy,4,base,9826
1304,0,scripted,move the small candle down by one space,True,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,3,planned_sample,7,director,1522825204904.0,mediumCandle,4,base,25045
1305,0,scripted,move the red backed airplane right one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,0,planned_sample,1,director,1522825237611.0,airplane,5,base,11130
1306,0,scripted,move the glasses one space to the right,True,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,1,planned_sample,1,director,1522825259143.0,sunGlasses,5,base,32660
1307,0,scripted,move the barrel down by one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,2,planned_sample,1,director,1522825281380.0,barrel,5,base,54902
1308,0,scripted,move the silver saxophone up one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,3,planned_sample,1,director,1522825329517.0,saxophone,5,base,14676
1309,0,scripted,move the basketball down one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,0,planned_sample,5,director,1522825355802.0,basketball,6,exp,5970
1310,0,scripted,move the brush one space to the left,True,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,1,planned_sample,5,director,1522825367738.0,roundBrush,6,exp,17906
1311,1,scripted,move the round brush left one space,True,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,1,planned_sample,5,director,1522825403653.0,roundBrush,6,exp,6394
1312,0,scripted,move the red headphones left one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,2,planned_sample,5,director,1522825450220.0,headphones,6,exp,8971
1313,0,scripted,move the book one space to the right,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,3,planned_sample,5,director,1522825461132.0,book,6,exp,19876
1314,0,scripted,move the banana up by one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,0,planned_sample,6,director,1522825470700.0,banana,7,exp,29440
1315,0,scripted,move the dollar bill right one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,1,planned_sample,6,director,1522825515728.0,dollar,7,exp,7570
1316,0,scripted,move the eraser up by one space,True,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,2,planned_sample,6,director,1522825529269.0,boardEraser,7,exp,21108
1317,0,scripted,move the feather left one space,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,3,planned_sample,6,director,1522825557153.0,feather,7,exp,6041
1318,0,scripted,move the binoculars one space to the right,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,0,planned_sample,2,director,1522825578485.0,binoculars,8,base,27376
1319,1,scripted,move the black binoculars one space right,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,0,planned_sample,2,director,1522825607512.0,binoculars,8,base,8289
1320,0,scripted,move the silver wrench one space left,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,1,planned_sample,2,director,1522825635063.0,wrench,8,base,8082
1321,0,scripted,move the bottom block one space to the left,True,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,2,planned_sample,2,director,1522825652844.0,middleBlock,8,base,25861
1322,1,scripted,move the block with the B left one space,True,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,2,planned_sample,2,director,1522825683518.0,middleBlock,8,base,9010
1323,0,scripted,move the large white mug one space right,False,chatMessage,1597-73e41f61-cc59-4bc5-9604-b4d8fcde5330,3,planned_sample,2,director,1522825712264.0,coffeeMug,8,base,6705
1324,0,unscripted,move binoculars one square over,False,chatMessage,1611-d2a531f8-8bae-4223-bf25-032ebc660b66,0,planned_sample,2,director,1522792434521.0,binoculars,1,exp,6362
1325,0,unscripted,move wrench one square left,False,chatMessage,1611-d2a531f8-8bae-4223-bf25-032ebc660b66,1,planned_sample,2,director,1522792482161.0,wrench,1,exp,8064
1326,0,unscripted,move block toy one square left,True,chatMessage,1611-d2a531f8-8bae-4223-bf25-032ebc660b66,2,planned_sample,2,director,1522792515168.0,middleBlock,1,exp,13437
1327,1,unscripted,B block toy,True,chatMessage,1611-d2a531f8-8bae-4223-bf25-032ebc660b66,2,planned_sample,2,director,1522792556575.0,middleBlock,1,exp,6134
1328,0,unscripted,move mug one square right,False,chatMessage,1611-d2a531f8-8bae-4223-bf25-032ebc660b66,3,planned_sample,2,director,1522792582826.0,coffeeMug,1,exp,7183
1329,0,unscripted,move banana one square up,False,chatMessage,1611-d2a531f8-8bae-4223-bf25-032ebc660b66,0,planned_sample,6,director,1522792607399.0,banana,2,base,5340
1330,0,unscripted,move dollar one square right,False,chatMessage,1611-d2a531f8-8bae-4223-bf25-032ebc660b66,1,planned_sample,6,director,1522792629881.0,dollar,2,base,7176
1331,0,unscripted,move eraser one square up,True,chatMessage,1611-d2a531f8-8bae-4223-bf25-032ebc660b66,2,planned_sample,6,director,1522792659688.0,boardEraser,2,base,9309
1332,0,unscripted,move feather one square left,False,chatMessage,1611-d2a531f8-8bae-4223-bf25-032ebc660b66,3,planned_sample,6,director,1522792680368.0,feather,2,base,5233
1333,0,unscripted,Move the magnet down one space,False,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,0,planned_sample,7,director,1522825628698.0,magnet,1,exp,9378
1334,0,unscripted,Move the handcuffs down one space,False,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,1,planned_sample,7,director,1522825748817.0,handcuffs,1,exp,12663
1335,0,unscripted,Move the panda down one space,False,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,2,planned_sample,7,director,1522825772178.0,pandaToy,1,exp,5842
1336,0,unscripted,Move the candle down one space,True,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,3,planned_sample,7,director,1522825800419.0,mediumCandle,1,exp,4719
1337,0,unscripted,Move the plane to the right one space,False,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,0,planned_sample,1,director,1522825829498.0,airplane,2,base,14020
1338,0,unscripted,Move the sunglasses to the right one space,True,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,1,planned_sample,1,director,1522825855258.0,sunGlasses,2,base,8835
1339,0,unscripted,Move the barrel down one space,False,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,2,planned_sample,1,director,1522825875618.0,barrel,2,base,5063
1340,0,unscripted,Move the saxophone up one space,False,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,3,planned_sample,1,director,1522825897617.0,saxophone,2,base,5751
1341,0,unscripted,Move the comb up one space,False,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,0,planned_sample,8,director,1522825927218.0,comb,3,exp,9320
1342,0,unscripted,Move the computer mouse up one space,True,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,1,planned_sample,8,director,1522825954418.0,computerMouse,3,exp,9325
1343,0,unscripted,Move the cast iron skillet up one space,False,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,2,planned_sample,8,director,1522825977978.0,castIronPan,3,exp,7543
1344,0,unscripted,Move the piano to the left one space,False,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,3,planned_sample,8,director,1522826011658.0,piano,3,exp,8610
1345,0,unscripted,Move the basketball down one space,False,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,0,planned_sample,5,director,1522826037058.0,basketball,4,base,6392
1346,0,unscripted,Move the hairbrush to the left one space,True,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,1,planned_sample,5,director,1522826060337.0,roundBrush,4,base,7213
1347,0,unscripted,Move the headphones to the left one space,False,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,2,planned_sample,5,director,1522826083338.0,headphones,4,base,6842
1348,0,unscripted,Move the red book to the right one space,False,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,3,planned_sample,5,director,1522826117018.0,book,4,base,13842
1349,0,unscripted,Move the binoculars to the right one space,False,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,0,planned_sample,2,director,1522826145618.0,binoculars,5,exp,10476
1350,0,unscripted,Move the wrench to the left one space,False,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,1,planned_sample,2,director,1522826309998.0,wrench,5,exp,7377
1351,0,unscripted,Move the toy block to the left one space,True,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,2,planned_sample,2,director,1522826336297.0,middleBlock,5,exp,9197
1352,0,unscripted,Move the coffee cup to the right one space,False,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,3,planned_sample,2,director,1522826370458.0,coffeeMug,5,exp,21409
1353,0,unscripted,Move the scissors to the right one space,False,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,0,planned_sample,3,director,1522826395617.0,scissors,6,base,6436
1354,0,unscripted,Move the knife down one space,False,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,1,planned_sample,3,director,1522826417457.0,knife,6,base,5656
1355,0,unscripted,Move the bar of soap to the left one space,False,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,2,planned_sample,3,director,1522826440823.0,barOfSoap,6,base,6046
1356,0,unscripted,Move the cassette tape down one space,True,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,3,planned_sample,3,director,1522826469544.0,cassetteTape,6,base,8966
1357,0,unscripted,Move the carrot up one space,False,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,0,planned_sample,4,director,1522826488697.0,carrot,7,base,5032
1358,0,unscripted,Move the Pyrex measuring cup down one space,True,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,1,planned_sample,4,director,1522826523131.0,mediumMeasuringCup,7,base,12013
1359,1,unscripted,"Move the Pyrex measuring cup that is currently below the wooden chair, down one space",True,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,1,planned_sample,4,director,1522826607137.0,mediumMeasuringCup,7,base,29721
1360,0,unscripted,Move the plastic water bottle to the right one space,False,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,2,planned_sample,4,director,1522826640634.0,waterBottle,7,base,9929
1361,0,unscripted,Move the wooden chair to the left one space,False,chatMessage,1625-e9aca54a-0b20-416d-82ec-a29cfaa8f991,3,planned_sample,4,director,1522826666377.0,chair,7,base,8568
