iterationName	gameid	serverTime	condition	trialNum	instructionNum	targetObject	attemptNum	trialType	objectSet	critical	sender	contents	typingRT	eventType
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522823964958	scripted	1	0	comb	0	base	8	false	director	move the comb up	5470	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522823994353	scripted	1	1	computerMouse	0	base	8	true	director	move the mouse up by one space	34878	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824021949	scripted	1	2	castIronPan	0	base	8	false	director	move pan up	4204	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824041867	scripted	1	3	piano	0	base	8	false	director	move piano left	5049	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824056702	scripted	2	0	magnet	0	exp	7	false	director	move the magnet down by one space	19884	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824083926	scripted	2	1	handcuffs	0	exp	7	false	director	move cuff down	5194	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824098358	scripted	2	2	pandaToy	0	exp	7	false	director	move panda down	4402	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824108492	scripted	2	3	mediumCandle	0	exp	7	true	director	move the small candle down by one space	14538	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824134338	scripted	2	3	mediumCandle	1	exp	7	true	director	move candle down 	4521	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824160597	scripted	3	0	banana	0	base	6	false	director	move the banana up by one space	30780	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824180379	scripted	3	1	dollar	0	base	6	false	director	move dollar bill right	6181	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824223092	scripted	3	2	boardEraser	0	base	6	true	director	move the eraser up by one space	48896	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824251516	scripted	3	3	feather	0	base	6	false	director	move feather left one space	8555	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824284339	scripted	4	0	scissors	0	exp	3	false	director	 scissors right one space	9579	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824297651	scripted	4	1	knife	0	exp	3	false	director	move the knife down one space	22891	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824327684	scripted	4	2	barOfSoap	0	exp	3	false	director	spinge left one space	4739	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824330783	scripted	4	2	barOfSoap	0	exp	3	false	director	sponge	1239	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824351712	scripted	4	3	cassetteTape	0	exp	3	true	director	move the tape down by one space	22170	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824372849	scripted	5	0	carrot	0	base	4	false	director	move the carrot up one space	43301	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824396477	scripted	5	1	mediumMeasuringCup	0	base	4	true	director	move the large measuring cup down one space	66930	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824414724	scripted	5	2	waterBottle	0	base	4	false	director	water up one space	4424	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824439618	scripted	5	2	waterBottle	1	base	4	false	director	water bottle right one space	10712	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824460135	scripted	5	3	chair	0	base	4	false	director	chair left one space	5752	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824473494	scripted	6	0	basketball	0	base	5	false	director	ball down	2653	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824495373	scripted	6	1	roundBrush	0	base	5	true	director	move the brush one space to the left	24530	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824518655	scripted	6	2	headphones	0	base	5	false	director	headphones left	6017	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824529738	scripted	6	3	book	0	base	5	false	director	move the book one space to the right	17097	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824574164	scripted	7	0	airplane	0	exp	1	false	director	plane right	6630	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824588757	scripted	7	1	sunGlasses	0	exp	1	true	director	move the glasses one space to the right	21221	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824640957	scripted	7	2	barrel	0	exp	1	false	director	move the barrel down by one space	73424	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824671008	scripted	7	3	saxophone	0	exp	1	false	director	saxophone up 	2444	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824686180	scripted	8	0	binoculars	0	exp	2	false	director	move the binoculars one space to the right	17617	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824715299	scripted	8	1	wrench	0	exp	2	false	director	 mechanic key left	1766	chatMessage
planned_sample	5259-daa2fa4b-e576-4bbd-8cc6-da44de38d900	1522824752342	scripted	8	2	middleBlock	0	exp	2	true	director	move the bottom block one space to the left	38810	chatMessage
