iterationName	gameid	serverTime	condition	trialNum	instructionNum	targetObject	attemptNum	trialType	objectSet	critical	sender	contents	typingRT	eventType
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823271311	scripted	1	0	airplane	0	base	1	false	director	move the airplane one square to the right	13879	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823306762	scripted	1	1	sunGlasses	0	base	1	true	director	move the glasses one space to the right	49332	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823330333	scripted	1	2	barrel	0	base	1	false	director	move the barrel down by one space	72904	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823360115	scripted	1	3	saxophone	0	base	1	false	director	move the saxophone up one space	15976	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823392266	scripted	2	0	magnet	0	exp	7	false	director	move the magnet down by one space	48127	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823415039	scripted	2	1	handcuffs	0	exp	7	false	director	move the handcuffs down one space	8022	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823442049	scripted	2	2	pandaToy	0	exp	7	false	director	move the teddy bear down one space	8881	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823478787	scripted	2	3	mediumCandle	0	exp	7	true	director	move the small candle down by one space	45619	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823504244	scripted	3	0	carrot	0	exp	4	false	director	move the carrot up one space	71076	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823530749	scripted	3	1	mediumMeasuringCup	0	exp	4	true	director	move the large measuring cup down one space	97583	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823571234	scripted	3	1	mediumMeasuringCup	1	exp	4	true	director	move the measuring with the handle down one space	20064	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823602266	scripted	3	2	waterBottle	0	exp	4	false	director	move the water bottle one space to the right	9781	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823654190	scripted	3	3	chair	0	exp	4	false	director	move the chair one space to the left	11089	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823683030	scripted	4	0	comb	0	base	8	false	director	move the comb one space up	6779	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823726265	scripted	4	1	computerMouse	0	base	8	true	director	move the mouse up by one space	50014	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823752243	scripted	4	2	castIronPan	0	base	8	false	director	move the skillet up one space	6914	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823783527	scripted	4	3	piano	0	base	8	false	director	move the piano one space to the left	6573	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823805763	scripted	5	0	binoculars	0	exp	2	false	director	move the binoculars one space to the right	28809	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823832857	scripted	5	1	wrench	0	exp	2	false	director	move the wrench one space to the left	6634	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823857301	scripted	5	2	middleBlock	0	exp	2	true	director	move the bottom block one space to the left	31079	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823901282	scripted	5	2	middleBlock	1	exp	2	true	director	move the block with the blue letter B one space to the left	18815	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823930272	scripted	5	3	coffeeMug	0	exp	2	false	director	move the cup one space to the right	7171	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823963564	scripted	6	0	scissors	0	base	3	false	director	move the scissors one space to the right	6895	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522823978548	scripted	6	1	knife	0	base	3	false	director	move the knife down one space	21880	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522824002603	scripted	6	2	barOfSoap	0	base	3	false	director	move the bar of soap one space to the left	10101	chatMessage
planned_sample	7986-c20fcf00-00a5-4f25-a4a4-4c51a3acac9a	1522824017962	scripted	6	3	cassetteTape	0	base	3	true	director	move the tape down by one space	25460	chatMessage
