iterationName	gameid	serverTime	condition	trialNum	instructionNum	targetObject	attemptNum	trialType	objectSet	critical	sender	contents	typingRT	eventType
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812579452	unscripted	1	0	comb	0	base	8	false	director	move the comb up	8848	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812602678	unscripted	1	1	computerMouse	0	base	8	true	director	move the mouse up	5560	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812623104	unscripted	1	2	castIronPan	0	base	8	false	director	move the pan up	4503	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812638082	unscripted	1	3	piano	0	base	8	false	director	move the piano left	5416	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812658131	unscripted	2	0	banana	0	exp	6	false	director	banana up	8072	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812670749	unscripted	2	1	dollar	0	exp	6	false	director	dollar right	4040	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812685648	unscripted	2	2	boardEraser	0	exp	6	true	director	expo up	3152	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812700834	unscripted	2	3	feather	0	exp	6	false	director	feather left	6672	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812717049	unscripted	3	0	basketball	0	base	5	false	director	ball down	4008	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812730683	unscripted	3	1	roundBrush	0	base	5	true	director	brush left	3391	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812746916	unscripted	3	2	headphones	0	base	5	false	director	headphones left	5840	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812758709	unscripted	3	3	book	0	base	5	false	director	book right	2960	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812777071	unscripted	4	0	magnet	0	exp	7	false	director	magnet down	3760	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812791672	unscripted	4	1	handcuffs	0	exp	7	false	director	hand cuffs down	4376	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812801425	unscripted	4	2	pandaToy	0	exp	7	false	director	panda down	2487	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812816058	unscripted	4	3	mediumCandle	0	exp	7	true	director	red candle down	5752	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812840789	unscripted	5	0	binoculars	0	base	2	false	director	binoculars right 	9008	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812856413	unscripted	5	1	wrench	0	base	2	false	director	wrench right	5416	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812872896	unscripted	5	1	wrench	1	base	2	false	director	wrench left, sorry~~~~~~~~~	6552	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812889242	unscripted	5	2	middleBlock	0	base	2	true	director	cube B left	6256	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812904451	unscripted	5	3	coffeeMug	0	base	2	false	director	mug right	3407	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812919620	unscripted	6	0	scissors	0	base	3	false	director	scissors right	4624	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812930613	unscripted	6	1	knife	0	base	3	false	director	knife down	3112	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812944104	unscripted	6	2	barOfSoap	0	base	3	false	director	soap left	3727	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812956096	unscripted	6	3	cassetteTape	0	base	3	true	director	cassette down	4695	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812972547	unscripted	7	0	airplane	0	exp	1	false	director	airplane right	4431	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522812987291	unscripted	7	1	sunGlasses	0	exp	1	true	director	shades right	4640	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522813010950	unscripted	7	1	sunGlasses	1	exp	1	true	director	binoculars right 	10728	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522813031602	unscripted	7	2	barrel	0	exp	1	false	director	barrel down	3743	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522813043389	unscripted	7	3	saxophone	0	exp	1	false	director	saxophone up	4623	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522813054345	unscripted	8	0	carrot	0	exp	4	false	director	carrot up	2840	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522813067230	unscripted	8	1	mediumMeasuringCup	0	exp	4	true	director	pyrex down	5144	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522813081061	unscripted	8	2	waterBottle	0	exp	4	false	director	water bottle right	5344	chatMessage
planned_sample	8402-2678755e-7482-47f0-9372-0cdd1303303c	1522813093613	unscripted	8	3	chair	0	exp	4	false	director	chair left	3376	chatMessage
