iterationName	gameid	serverTime	condition	trialNum	instructionNum	targetObject	attemptNum	trialType	objectSet	critical	targetDistance	distractorDistance	timeFromReveal	rawMouseX	rawMouseY	eventType
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737443951	unscripted	1	0	comb	0	exp	8	false	929	none	280	1185	1184	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737443985	unscripted	1	0	comb	0	exp	8	false	903	none	304	1159	1179	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737443996	unscripted	1	0	comb	0	exp	8	false	870	none	322	1128	1169	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737444023	unscripted	1	0	comb	0	exp	8	false	806	none	338	1066	1153	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737444031	unscripted	1	0	comb	0	exp	8	false	749	none	355	1009	1143	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737444044	unscripted	1	0	comb	0	exp	8	false	662	none	371	921	1132	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737444060	unscripted	1	0	comb	0	exp	8	false	582	none	389	838	1122	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737444067	unscripted	1	0	comb	0	exp	8	false	516	none	405	771	1112	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737444085	unscripted	1	0	comb	0	exp	8	false	458	none	421	714	1096	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737444108	unscripted	1	0	comb	0	exp	8	false	386	none	439	642	1081	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737444120	unscripted	1	0	comb	0	exp	8	false	312	none	455	569	1060	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737444147	unscripted	1	0	comb	0	exp	8	false	220	none	472	482	1024	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737444155	unscripted	1	0	comb	0	exp	8	false	109	none	489	378	977	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737444171	unscripted	1	0	comb	0	exp	8	false	66	none	505	342	952	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737444187	unscripted	1	0	comb	0	exp	8	false	31	none	521	306	931	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737444205	unscripted	1	0	comb	0	exp	8	false	21	none	538	285	915	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737444219	unscripted	1	0	comb	0	exp	8	false	26	none	554	275	910	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737444235	unscripted	1	0	comb	0	exp	8	false	42	none	572	259	910	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737452908	unscripted	1	1	computerMouse	0	exp	8	true	955	936	215	1190	1210	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737452933	unscripted	1	1	computerMouse	0	exp	8	true	934	953	236	1210	1215	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737452946	unscripted	1	1	computerMouse	0	exp	8	true	870	999	253	1267	1246	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737452974	unscripted	1	1	computerMouse	0	exp	8	true	793	1056	269	1335	1288	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737452986	unscripted	1	1	computerMouse	0	exp	8	true	695	1132	286	1422	1344	updateMouse
pilot1	2985-d4c5efb1-d4dd-460c-9a62-d0f07926bc86	1522737452993	unscripted	1	1	computerMouse	0	exp	8	true	575	1233	303	1531	1417	updateMouse
