iterationName	gameid	time	distractorX	distractorY	targetX	targetY	mouseX	mouseY	eventType
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505174520	300	300	900	1500	890	881	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505174935	300	300	900	1500	885	881	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505174990	300	300	900	1500	885	876	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505174995	300	300	900	1500	878	876	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505178684	300	300	900	1500	873	876	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505178686	300	300	900	1500	701	863	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505178872	300	300	900	1500	696	863	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505178932	300	300	900	1500	696	868	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505191805	300	300	900	1500	696	863	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505191807	300	300	900	1500	696	856	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505192134	300	300	900	1500	696	851	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505192163	300	300	900	1500	701	793	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505192168	300	300	900	1500	701	768	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505192274	300	300	900	1500	701	755	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505192275	300	300	900	1500	701	637	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505192366	300	300	900	1500	701	629	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505192368	300	300	900	1500	701	554	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505192371	300	300	900	1500	707	549	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505192478	300	300	900	1500	707	541	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505192481	300	300	900	1500	707	466	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505192600	300	300	900	1500	707	461	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505192604	300	300	900	1500	707	448	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505192728	300	300	900	1500	701	448	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505192730	300	300	900	1500	696	435	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505193036	300	300	900	1500	696	428	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505193040	300	300	900	1500	671	390	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505193042	300	300	900	1500	664	372	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505193126	300	300	900	1500	659	352	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505193258	300	300	900	1500	633	314	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505193347	300	300	900	1500	633	319	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505193431	300	300	900	1500	626	319	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505193461	300	300	900	1500	739	546	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505193463	300	300	900	1500	757	584	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505193465	300	300	900	1500	777	622	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505193538	300	300	900	1500	815	697	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505193541	300	300	900	1500	941	1088	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505193546	300	300	900	1500	946	1125	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505193642	300	300	900	1500	958	1158	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505193667	300	300	900	1500	984	1435	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505193749	300	300	900	1500	984	1440	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505193751	300	300	900	1500	979	1473	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505193928	300	300	900	1500	979	1478	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505193930	300	300	900	1500	890	1523	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505193938	300	300	900	1500	885	1523	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505194543	300	300	900	1500	885	1528	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505194795	300	300	900	1500	885	1528	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505217500	1500	300	900	300	913	911	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505217697	1500	300	900	300	913	911	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505219962	1500	300	900	300	913	916	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505219964	1500	300	900	300	913	916	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505219966	1500	300	900	300	921	979	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505219968	1500	300	900	300	921	979	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505220527	1500	300	900	300	933	984	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505220530	1500	300	900	300	933	984	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505220711	1500	300	900	300	938	992	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505220823	1500	300	900	300	938	992	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505220896	1500	300	900	300	946	997	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505220898	1500	300	900	300	946	997	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505220900	1500	300	900	300	958	1010	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505220902	1500	300	900	300	958	1010	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505220910	1500	300	900	300	1001	1010	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505220912	1500	300	900	300	1001	1010	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505220914	1500	300	900	300	1009	1010	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505220917	1500	300	900	300	1009	1010	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221055	1500	300	900	300	1014	1010	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221131	1500	300	900	300	1014	1010	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221134	1500	300	900	300	1089	1012	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221136	1500	300	900	300	1089	1012	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221210	1500	300	900	300	1253	924	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221212	1500	300	900	300	1253	924	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221320	1500	300	900	300	1379	785	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221322	1500	300	900	300	1379	785	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221325	1500	300	900	300	1392	760	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221327	1500	300	900	300	1392	760	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221478	1500	300	900	300	1500	546	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221480	1500	300	900	300	1500	546	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221483	1500	300	900	300	1512	458	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221487	1500	300	900	300	1512	458	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221555	1500	300	900	300	1512	450	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221558	1500	300	900	300	1512	450	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221650	1500	300	900	300	1512	433	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221652	1500	300	900	300	1512	433	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221807	1500	300	900	300	1507	433	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221883	1500	300	900	300	1507	433	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221886	1500	300	900	300	1500	433	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221887	1500	300	900	300	1500	433	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221890	1500	300	900	300	1500	425	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505221892	1500	300	900	300	1500	425	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505222391	1500	300	900	300	1495	425	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505222444	1500	300	900	300	1495	425	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505222446	1500	300	900	300	1482	425	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505222461	1500	300	900	300	1482	425	updateMouse
pilot0	9882-b9b80caf-d745-4d04-8d66-5e83dbd0f377	1521505222554	1500	300	900	300	1444	425	updateMouse
