iterationName	gameid	time	distractorX	distractorY	targetX	targetY	mouseX	mouseY	eventType
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509213818	none	none	1500	300	903	905	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509213835	none	none	1500	300	891	915	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509213850	none	none	1500	300	871	928	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509213870	none	none	1500	300	833	958	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509213885	none	none	1500	300	793	991	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509213904	none	none	1500	300	750	1024	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509213918	none	none	1500	300	707	1051	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509213934	none	none	1500	300	674	1071	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509213951	none	none	1500	300	649	1087	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509213968	none	none	1500	300	627	1094	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509213984	none	none	1500	300	616	1097	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509214001	none	none	1500	300	611	1097	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509214017	none	none	1500	300	611	1099	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509214122	none	none	1500	300	609	1099	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509214168	none	none	1500	300	604	1099	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509214185	none	none	1500	300	599	1097	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509214200	none	none	1500	300	594	1092	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509214217	none	none	1500	300	589	1087	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509214239	none	none	1500	300	584	1081	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509214251	none	none	1500	300	579	1076	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509214268	none	none	1500	300	571	1066	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509214288	none	none	1500	300	566	1056	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509214300	none	none	1500	300	564	1051	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509214320	none	none	1500	300	564	1046	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509217801	none	none	1500	300	564	1044	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509217820	none	none	1500	300	594	1009	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509217838	none	none	1500	300	644	968	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509217852	none	none	1500	300	702	938	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509217868	none	none	1500	300	775	898	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509217885	none	none	1500	300	845	858	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509217900	none	none	1500	300	891	830	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509217917	none	none	1500	300	938	800	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509217935	none	none	1500	300	1019	749	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509217951	none	none	1500	300	1105	689	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509217970	none	none	1500	300	1203	631	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218015	none	none	1500	300	1266	601	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218017	none	none	1500	300	1318	578	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218027	none	none	1500	300	1364	563	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218035	none	none	1500	300	1406	546	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218051	none	none	1500	300	1432	533	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218069	none	none	1500	300	1452	520	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218085	none	none	1500	300	1464	510	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218101	none	none	1500	300	1474	498	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218119	none	none	1500	300	1477	495	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218135	none	none	1500	300	1482	485	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218152	none	none	1500	300	1487	470	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218169	none	none	1500	300	1494	445	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218184	none	none	1500	300	1497	425	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218201	none	none	1500	300	1497	412	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218218	none	none	1500	300	1497	400	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218236	none	none	1500	300	1497	392	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218252	none	none	1500	300	1497	385	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218268	none	none	1500	300	1492	375	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218285	none	none	1500	300	1487	370	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218301	none	none	1500	300	1482	362	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218319	none	none	1500	300	1479	359	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218334	none	none	1500	300	1479	357	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218718	none	none	1500	300	1474	357	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218734	none	none	1500	300	1457	357	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218751	none	none	1500	300	1442	359	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218769	none	none	1500	300	1427	365	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218785	none	none	1500	300	1411	367	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509218801	none	none	1500	300	1406	370	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509219227	none	none	1500	300	1404	370	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509219242	none	none	1500	300	1401	372	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509219252	none	none	1500	300	1391	377	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509219275	none	none	1500	300	1376	380	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509219287	none	none	1500	300	1354	387	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509219302	none	none	1500	300	1323	397	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509219318	none	none	1500	300	1291	412	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509219336	none	none	1500	300	1248	427	updateMouse
pilot0	0608-88ff7068-4c8c-4047-85ee-efd6314be332	1521509219353	none	none	1500	300	1210	445	updateMouse
