gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
6811-a,1453322952984,exp,0,1,0,0,director,"Move the airplane one space to  the right"
6811-a,1453322973203,exp,1,1,1,0,director,"Move the sunglasses one space to the right"
6811-a,1453322988555,exp,0,1,2,0,director,"Move the barrel down one space"
6811-a,1453323013287,exp,0,1,3,0,director,"Move the saxophone up one space"
6811-a,1453323036818,base,0,8,0,0,director,"Move the haircomb up one space"
6811-a,1453323069388,base,1,8,1,0,director,"Move the mouse up one space"
6811-a,1453323088678,base,0,8,2,0,director,"Move the skillet up one space"
6811-a,1453323106556,base,0,8,3,0,director,"Move the piano one space to the left"
6811-a,1453323120148,base,0,6,0,0,director,"Move the banana up one space"
6811-a,1453323138383,base,0,6,1,0,director,"Move the dollar one space to the right"
6811-a,1453323157436,base,1,6,2,0,director,"Move the dry eraser up one  space"
6811-a,1453323177916,base,0,6,3,0,director,"Move the feather one space to the left"
6811-a,1453323195537,exp,0,2,0,0,director,"Move the binoculars one space to the right"
6811-a,1453323209771,exp,0,2,1,0,director,"Move the wrench one space to the left"
6811-a,1453323243053,exp,1,2,2,0,director,"Move the blue block one space to the left"
6811-a,1453323258350,exp,0,2,3,0,director,"Move the coffee mug one space to the right"
6811-a,1453323275042,exp,0,3,0,0,director,"Move the scissors one space to the right"
6811-a,1453323291461,exp,0,3,1,0,director,"Move the knife down one space"
6811-a,1453323321938,exp,0,3,2,0,director,"Move the soap one space to the left"
6811-a,1453323340136,exp,1,3,3,0,director,"Move the cassette down one space"
6811-a,1453323353979,base,0,5,0,0,director,"Move the basketball down one space"
6811-a,1453323386611,base,1,5,1,0,director,"Move the hairbrush left one space"
6811-a,1453323408097,base,0,5,2,0,director,"Move the headphones left one space"
6811-a,1453323444337,base,0,5,3,0,director,"Move the book right one space"
6811-a,1453323472435,base,0,7,0,0,director,"Move the magnet down one space"
6811-a,1453323485021,base,0,7,1,0,director,"Move the handcuffs down one space"
6811-a,1453323515350,base,0,7,2,0,director,"Move the Panda down one space"
6811-a,1453323531309,base,1,7,3,0,director,"Move the candle down one space"
6811-a,1453323544927,exp,0,4,0,0,director,"Move the carrot up one space"
6811-a,1453323557552,exp,1,4,1,0,director,"Move the measuring cup down one space"
6811-a,1453323580911,exp,0,4,2,0,director,"Move the water bottle one space to the right"
6811-a,1453323594098,exp,0,4,3,0,director,"Move the chair one space to the left"
