gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
7316-5,1453323271010,exp,0,8,0,0,director,"MOVE THE COMB ONE SPACE UP"
7316-5,1453323300402,exp,1,8,1,0,director,"MOVE THE MOUSE ONE SPACE UP"
7316-5,1453323336261,exp,0,8,2,0,director,"MOVE THE SKILLET ONE SPACE UP"
7316-5,1453323364974,exp,0,8,3,0,director,"MOVE THE PIANO ONE SPACE TO THE LEFT"
7316-5,1453323388296,base,0,6,0,0,director,"MOVE THE BANANA ONE SPACE UP"
7316-5,1453323420950,base,0,6,1,0,director,"MOVE THE DOLLAR ONE SPACE RIGHT"
7316-5,1453323458121,base,1,6,2,0,director,"MOVE THE ERASER ONE SPACE UP"
7316-5,1453323482305,base,0,6,3,0,director,"MOVE THE FEATHER ONE SPACE LEFT"
7316-5,1453323527566,base,0,3,0,0,director,"MOVE THE SCISSORS ONE SPACE TO THE RIGHT"
7316-5,1453323552861,base,0,3,1,0,director,"MOVE THE KNIFE ONE SPACE DOWN"
7316-5,1453323576681,base,0,3,2,0,director,"MOVE THE BARSOAP ONE SPACE LEFT"
7316-5,1453323601450,base,1,3,3,0,director,"MOVE THE CASSETTE TAPE ONE SPACE DOWN"
7316-5,1453323621817,exp,0,5,0,0,director,"MOVE THE BALL ONE SPACE DOWN"
7316-5,1453323643481,exp,1,5,1,0,director,"MOVE THE BRUSH ONE SPACE LEFT"
7316-5,1453323671627,exp,0,5,2,0,director,"MOVE THE HEADPHONES ONE SPACE LEFT"
7316-5,1453323692450,exp,0,5,3,0,director,"MOVE THE BOOK ONE SPACE RIGHT"
7316-5,1453323764732,exp,0,2,0,0,director,"MOVE THE BINOCULARS ONE SPACE RIGHT"
7316-5,1453323787556,exp,0,2,1,0,director,"MOVE THE WRENCH ONE SPACE LEFT"
7316-5,1453323806205,exp,1,2,2,0,director,"MOVE THE BLOCK ONE SPACE LEFT"
7316-5,1453323830734,exp,0,2,3,0,director,"MOVE THE COFFEE MUG ONE SPACE RIGHT"
7316-5,1453323854846,base,0,7,0,0,director,"MOVE THE MAGNET ONE SPACE DOWN"
7316-5,1453323878125,base,0,7,1,0,director,"MOVE THE HANDCUFFS ONE SPACE DOWN"
7316-5,1453323902183,base,0,7,2,0,director,"MOVE THE TEDDYBEAR ONE SPACE DOWN"
7316-5,1453323923416,base,1,7,3,0,director,"MOVE THE CANDLE ONE SPACE DOWN"
7316-5,1453323956673,base,0,1,0,0,director,"MOVE THE AIRPLANE ONE SPACE TO THE RIGHT"
7316-5,1453323994569,base,1,1,1,0,director,"MOVE THE SUNGLASSES ONE SPACE TO THE RIGHT"
7316-5,1453324023721,base,0,1,2,0,director,"MOVE THE BARRELL ONE SPACE DOWN"
7316-5,1453324053039,base,0,1,3,0,director,"MOVE THE SAXAPHONE ONE SPACE UP"
7316-5,1453324079459,exp,0,4,0,0,director,"MOVE THE CARROT ONE SPACE UP"
7316-5,1453324110379,exp,1,4,1,0,director,"MOVE THE MEASURE CUP ONE SPACE DOWN"
7316-5,1453324140404,exp,0,4,2,0,director,"MOVE THE BOTTLE OF WATER ONE SPACE LEFT"
7316-5,1453324190492,exp,0,4,2,3,matcher,"I cannot do that"
7316-5,1453324205333,exp,0,4,2,3,director,"MOVE THE WATER ONE SPACE RIGHT"
7316-5,1453324240244,exp,0,4,3,0,director,"MOVE THE CHAIR ONE SPACE LEFT"
