gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
4878-0,1453329867133,exp,0,4,0,0,director,"Okay, so move the carrot up one square"
4878-0,1453329900770,exp,1,4,1,0,director,"Take the pyrex measuring cup (with the handle) and move it down one"
4878-0,1453329927091,exp,0,4,2,0,director,"Water bottle, move to the right one square"
4878-0,1453329950148,exp,0,4,3,0,director,"And the chair, move it left one square"
4878-0,1453329972644,base,0,1,0,0,director,"The plane, move it to the right one square"
4878-0,1453329988900,base,1,1,1,0,director,"The glasses, move to the right one square"
4878-0,1453330006245,base,0,1,2,0,director,"The barrel, move it down one"
4878-0,1453330017221,base,0,1,3,0,director,"And the saxophone, move it up one"
4878-0,1453330019813,base,0,1,3,0,director,"Well done"
4878-0,1453330029981,base,0,8,0,0,director,"The comb, move it up one"
4878-0,1453330040535,base,1,8,1,0,director,"And the mouse, up one as well"
4878-0,1453330053270,base,0,8,2,0,director,"Good job"
4878-0,1453330057966,base,0,8,2,0,director,"Frying pan, up one"
4878-0,1453330070895,base,0,8,3,0,director,"Piano, left one"
4878-0,1453330077919,exp,0,6,0,0,director,"Banana, up one"
4878-0,1453330085495,exp,0,6,1,0,director,"Dollar, to the right one"
4878-0,1453330095023,exp,1,6,2,0,director,"Eraser, up one"
4878-0,1453330118312,exp,0,6,3,0,director,"Feather, to the left one square"
4878-0,1453330126648,exp,0,5,0,0,director,"Basketball, down one"
4878-0,1453330137969,exp,1,5,1,0,director,"Hairbrush, left one"
4878-0,1453330150673,exp,0,5,2,0,director,"Headphones, left one"
4878-0,1453330159041,exp,0,5,3,0,director,"Book, right onw"
4878-0,1453330168041,base,0,3,0,0,director,"Scissors, right one"
4878-0,1453330176403,base,0,3,1,0,director,"Knife, down one"
4878-0,1453330184577,base,0,3,2,0,director,"Soap, left one"
4878-0,1453330194866,base,1,3,3,0,director,"Cassette Tape, down one"
4878-0,1453330206843,base,0,2,0,0,director,"Binoculars, right one"
4878-0,1453330227931,base,0,2,1,0,director,"Wrench, left one"
4878-0,1453330243706,base,1,2,2,0,director,"Block, left one"
4878-0,1453330254694,base,0,2,3,0,director,"Coffee mug, right onw"
4878-0,1453330262924,exp,0,7,0,0,director,"Magnet, down one"
4878-0,1453330271548,exp,0,7,1,0,director,"Handcuffs, down one"
4878-0,1453330282053,exp,0,7,2,0,director,"Panda bear, down one"
4878-0,1453330288341,exp,1,7,3,0,director,"Candle, down one"
