gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
2942-9,1453322194370,exp,0,3,0,0,director,"move scissor to b2 "
2942-9,1453322226048,exp,0,3,1,0,director,"move knife to c4"
2942-9,1453322239810,exp,0,3,2,0,director,"soap to c3"
2942-9,1453322261217,exp,1,3,3,0,director,"cassette tape to c2"
2942-9,1453322272992,base,0,7,0,0,director,"magnet to b4"
2942-9,1453322296167,base,0,7,1,0,director,"jail cuffs to d3"
2942-9,1453322308121,base,0,7,2,0,director,"panda to c2"
2942-9,1453322316611,base,1,7,3,0,director,"candle to a2"
2942-9,1453322327578,base,0,1,0,0,director,"plane to c1"
2942-9,1453322345895,base,1,1,1,0,director,"sunglasses to d4"
2942-9,1453322358725,base,0,1,2,0,director,"barrel to d3"
2942-9,1453322367583,base,0,1,3,0,director,"saxaphone to b3"
2942-9,1453322381810,exp,0,4,0,0,director,"carrot to b3"
2942-9,1453322400863,exp,1,4,1,0,director,"larger measuring cup to d4"
2942-9,1453322413843,exp,0,4,2,0,director,"water bottle to b2"
2942-9,1453322424186,exp,0,4,3,0,director,"chair to c2"
2942-9,1453322441421,base,0,6,0,0,director,"banana to d2"
2942-9,1453322455310,base,0,6,1,0,director,"dollar bill to d3"
2942-9,1453322471528,base,1,6,2,0,director,"expo eraser to b3"
2942-9,1453322483221,base,0,6,3,0,director,"leaf to b4"
2942-9,1453322510504,exp,0,2,0,0,director,"binoculars to b4"
2942-9,1453322525266,exp,0,2,1,0,director,"wrench to b1"
2942-9,1453322542751,exp,1,2,2,0,director,"B.cube to c3"
2942-9,1453322555944,exp,0,2,3,0,director,"coffee mug to b2"
2942-9,1453322563824,base,0,8,0,0,director,"comb to a1"
2942-9,1453322572471,base,1,8,1,0,director,"mouse to d2"
2942-9,1453322581671,base,0,8,2,0,director,"pan to c3"
2942-9,1453322591344,base,0,8,3,0,director,"piano to a4"
2942-9,1453322605204,exp,0,5,0,0,director,"basketball to c2"
2942-9,1453322619287,exp,1,5,1,0,director,"hairbrush to b4"
2942-9,1453322635207,exp,0,5,2,0,director,"headphones to c3"
2942-9,1453322644602,exp,0,5,3,0,director,"book to c1"
