gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
6794-e,1453323544744,exp,0,3,0,0,director,"move the scissors to the right"
6794-e,1453323565006,exp,0,3,1,0,director,"move the knife down"
6794-e,1453323577262,exp,0,3,2,0,director,"move the soap to the left"
6794-e,1453323588534,exp,1,3,3,0,director,"move the cassette tape down"
6794-e,1453323613470,base,0,2,0,0,director,"move the binoculars to the right"
6794-e,1453323626549,base,0,2,1,0,director,"move the wrench to the left"
6794-e,1453323638901,base,1,2,2,0,director,"move the block to the left"
6794-e,1453323658328,base,1,2,2,1,director,"move the blue block to the left"
6794-e,1453323685246,base,0,2,3,0,director,"move the white coffee mug right"
6794-e,1453323696069,base,0,4,0,0,director,"move the carrot up"
6794-e,1453323707173,base,1,4,1,0,director,"move the measuring cup down"
6794-e,1453323718925,base,0,4,2,0,director,"move the clear water bottle right"
6794-e,1453323729791,base,0,4,3,0,director,"move the brown chair left"
6794-e,1453323741368,exp,0,1,0,0,director,"move the red plane right"
6794-e,1453323761237,exp,1,1,1,0,director,"move the sunglasses right"
6794-e,1453323771943,exp,0,1,2,0,director,"move the barrel down"
6794-e,1453323782606,exp,0,1,3,0,director,"move the silver sax up"
6794-e,1453323792094,base,0,7,0,0,director,"move the magnet down"
6794-e,1453323802685,base,0,7,1,0,director,"move the handcuffs down"
6794-e,1453323812269,base,0,7,2,0,director,"move the panda bear down"
6794-e,1453323822103,base,1,7,3,0,director,"move the red candle down"
6794-e,1453323834752,exp,0,8,0,0,director,"move the brown comb up"
6794-e,1453323846702,exp,1,8,1,0,director,"move the computer mouse up"
6794-e,1453323856421,exp,0,8,2,0,director,"move the frying pan up"
6794-e,1453323866549,exp,0,8,3,0,director,"move the piano left"
6794-e,1453323879045,base,0,5,0,0,director,"move the basketball down"
6794-e,1453323891460,base,1,5,1,0,director,"move the hairbrush left"
6794-e,1453323902126,base,0,5,2,0,director,"headphones left"
6794-e,1453323910981,base,0,5,3,0,director,"red book right"
6794-e,1453323921909,exp,0,6,0,0,director,"banana up"
6794-e,1453323930446,exp,0,6,1,0,director,"dollar bill right"
6794-e,1453323946828,exp,1,6,2,0,director,"eraser expo up"
6794-e,1453323960629,exp,0,6,3,0,director,"grey feather left"
