gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents,target?,distract?,alt?
4726-4,1.45333E+12,base,0,7,1,0,director,Move the handcuffs down one,1,1,0
4726-4,1.45333E+12,base,0,7,2,0,director,Move the Panda teddy bear down one into the black,1,1,0
4726-4,1.45333E+12,base,1,8,1,0,director,Move the mouse up one,1,1,0
4726-4,1.45333E+12,base,0,8,0,0,director,Move the comb up one,1,1,0
4726-4,1.45333E+12,base,0,8,2,0,director,Move the pan up one,1,1,0
4726-4,1.45333E+12,base,0,8,3,0,director,Move the piano to the left one,1,1,0
3558-0,1.45332E+12,exp,1,1,1,0,director,Move sunglasses to the right,1,0,0
3558-0,1.45332E+12,exp,0,1,0,0,director,Airplane to the right,1,0,0
3558-0,1.45332E+12,exp,0,1,2,0,director,Please move barrel down one,1,0,0
3558-0,1.45332E+12,exp,0,1,3,0,director,Sax up one,1,0,0
3558-0,1.45332E+12,exp,1,2,2,0,director,Move block one space to left … Blue block,1,1,0
3558-0,1.45332E+12,exp,1,2,2,0,director,Blue block,1,1,0
3558-0,1.45332E+12,exp,1,2,2,0,matcher,I can't move the yellow block,1,1,0
3558-0,1.45332E+12,exp,0,2,0,0,matcher,I'm ready,1,1,0
3558-0,1.45332E+12,exp,0,2,0,0,director,Move the binoculars to the right,1,1,0
3558-0,1.45332E+12,exp,0,2,1,0,director,Move wrench one space to the left,1,1,0
3558-0,1.45332E+12,exp,0,2,3,0,director,Move mug one space to the right,1,1,0
3558-0,1.45332E+12,base,1,3,3,0,director,Cassette down one,1,0,0
3558-0,1.45332E+12,base,0,3,0,0,director,Scissors to the right,1,0,0
3558-0,1.45332E+12,base,0,3,1,0,director,Knife down one,1,0,0
3558-0,1.45332E+12,base,0,3,2,0,director,Soap to the left,1,0,0
3558-0,1.45332E+12,exp,1,4,1,0,matcher,the one with the handle?,1,0,0
3558-0,1.45332E+12,exp,1,4,1,0,director,"Large measuring glass down one… Yes, the pyrex",1,0,0
3558-0,1.45332E+12,exp,1,4,1,0,director,"Yes, the pyrex",1,0,0
3558-0,1.45332E+12,exp,0,4,0,0,director,Carrot up one space,1,0,0
3558-0,1.45332E+12,exp,0,4,2,0,director,Move water bottle over to the right,1,0,0
3558-0,1.45332E+12,exp,0,4,3,0,director,move chair to left,1,0,0
3558-0,1.45332E+12,exp,1,5,1,0,director,Move hairbrush to the left,1,1,0
3558-0,1.45332E+12,exp,0,5,0,0,director,Pull basketball down one,1,1,0
3558-0,1.45332E+12,exp,0,5,2,0,director,Move headphones left,1,1,0
3558-0,1.45332E+12,exp,0,5,3,0,director,Book to the right,1,1,0
3558-0,1.45332E+12,base,1,6,2,0,director,Move eraser up one space,1,1,0
3558-0,1.45332E+12,base,0,6,0,0,director,Move banana one space up,1,1,0
3558-0,1.45332E+12,base,0,6,1,0,director,Move dollar one space right,1,1,0
3558-0,1.45332E+12,base,0,6,3,0,director,Move feather one space left,1,1,0
3558-0,1.45332E+12,base,1,7,3,0,director,Move candle down one,1,1,0
3558-0,1.45332E+12,base,0,7,0,0,director,Move magnet down one,1,1,0
3558-0,1.45332E+12,base,0,7,1,0,director,Move handcuffs down one,1,1,0
3558-0,1.45332E+12,base,0,7,2,0,director,Move panda down one,1,1,0
3558-0,1.45332E+12,base,1,8,1,0,director,Mouse up one space,1,1,0
3558-0,1.45332E+12,base,0,8,0,0,director,Comb up one space,1,1,0
3558-0,1.45332E+12,base,0,8,2,0,director,Move pan up one,1,1,0
3558-0,1.45332E+12,base,0,8,3,0,director,Move piano to the left,1,1,0
3247-a,1.45332E+12,base,1,1,1,0,director,glasses right,1,0,0
3247-a,1.45332E+12,base,0,1,0,0,director,plane right,1,0,0
3247-a,1.45332E+12,base,0,1,2,0,director,barrel down,1,0,0
3247-a,1.45332E+12,base,0,1,3,0,director,sax up,1,0,0
3247-a,1.45332E+12,exp,1,2,2,0,director,block left,1,1,0
3247-a,1.45332E+12,exp,0,2,0,0,director,move binocs right,1,1,0
3247-a,1.45332E+12,exp,0,2,1,0,director,wrench left,1,1,0
3247-a,1.45332E+12,exp,0,2,3,0,director,cup right,1,1,0
3247-a,1.45332E+12,exp,0,2,3,0,matcher,unable to do so,1,1,0
3247-a,1.45332E+12,exp,0,2,3,0,director,cup down,1,1,0
3247-a,1.45332E+12,exp,0,2,3,0,matcher,unable to move cup,1,1,0
3247-a,1.45332E+12,exp,0,2,3,0,director,move what is right of cup right,1,1,0
3247-a,1.45332E+12,base,1,3,3,0,director,tape down,1,1,0
3247-a,1.45332E+12,base,0,3,0,0,director,sissors right,1,1,0
3247-a,1.45332E+12,base,0,3,1,0,director,knife down,1,1,0
3247-a,1.45332E+12,base,0,3,2,0,director,soap left,1,1,0
3247-a,1.45332E+12,exp,1,4,1,0,director,"large cup down, if something in the way movei t first",1,1,0
3247-a,1.45332E+12,exp,0,4,0,0,director,carrot up,1,1,0
3247-a,1.45332E+12,exp,0,4,2,0,director,"plastic bottle right, if posible",1,1,0
3247-a,1.45332E+12,exp,0,4,3,0,director,chair left if possible,1,1,0
3247-a,1.45332E+12,exp,1,5,1,0,director,brush left,1,1,0
3247-a,1.45332E+12,exp,0,5,0,0,director,basketball down,1,1,0
3247-a,1.45332E+12,exp,0,5,2,0,director,headset left,1,1,0
3247-a,1.45332E+12,exp,0,5,3,0,director,book right,1,1,0
3247-a,1.45332E+12,base,1,6,2,0,director,eraser up,1,1,0
3247-a,1.45332E+12,base,0,6,0,0,director,banana up,1,1,0
3247-a,1.45332E+12,base,0,6,1,0,director,dollar right,1,1,0
3247-a,1.45332E+12,base,0,6,3,0,director,feather left,1,1,0
3247-a,1.45332E+12,exp,1,7,3,0,director,candle down,1,1,0
3247-a,1.45332E+12,exp,0,7,0,0,director,magnent down,1,1,0
3247-a,1.45332E+12,exp,0,7,1,0,director,hand cuffs down,1,1,0
3247-a,1.45332E+12,exp,0,7,2,0,director,panda down,1,1,0
3247-a,1.45332E+12,base,1,8,1,1,director,move mouse up,1,1,0
3247-a,1.45332E+12,base,1,8,1,0,director,move mouse up,1,1,0
3247-a,1.45332E+12,base,0,8,0,0,director,move comb up,1,1,0
3247-a,1.45332E+12,base,0,8,2,0,director,move pan up,1,1,0
3247-a,1.45332E+12,base,0,8,3,0,director,move piano left,1,1,0
2942-9,1.45332E+12,base,1,1,1,0,director,sunglasses to d4,1,0,0
2942-9,1.45332E+12,base,0,1,0,0,director,plane to c1,1,0,0
2942-9,1.45332E+12,base,0,1,2,0,director,barrel to d3,1,0,0
2942-9,1.45332E+12,base,0,1,3,0,director,saxaphone to b3,1,0,0
2942-9,1.45332E+12,exp,1,2,2,0,director,B.cube to c3,1,0,0
2942-9,1.45332E+12,exp,0,2,0,0,director,binoculars to b4,1,0,0
2942-9,1.45332E+12,exp,0,2,1,0,director,wrench to b1,1,0,0
2942-9,1.45332E+12,exp,0,2,3,0,director,coffee mug to b2,1,0,0
2942-9,1.45332E+12,exp,1,3,3,0,director,cassette tape to c2,1,0,0
2942-9,1.45332E+12,exp,0,3,0,0,director,move scissor to b2 ,1,0,0
2942-9,1.45332E+12,exp,0,3,1,0,director,move knife to c4,1,0,0
2942-9,1.45332E+12,exp,0,3,2,0,director,soap to c3,1,0,0
2942-9,1.45332E+12,exp,1,4,1,0,director,larger measuring cup to d4,1,1,0
2942-9,1.45332E+12,exp,0,4,0,0,director,carrot to b3,1,1,0
2942-9,1.45332E+12,exp,0,4,2,0,director,water bottle to b2,1,1,0
2942-9,1.45332E+12,exp,0,4,3,0,director,chair to c2,1,1,0
2942-9,1.45332E+12,exp,1,5,1,0,director,hairbrush to b4,1,1,0
2942-9,1.45332E+12,exp,0,5,0,0,director,basketball to c2,1,1,0
2942-9,1.45332E+12,exp,0,5,2,0,director,headphones to c3,1,1,0
2942-9,1.45332E+12,exp,0,5,3,0,director,book to c1,1,1,0
2942-9,1.45332E+12,base,1,6,2,0,director,expo eraser to b3,1,0,0
2942-9,1.45332E+12,base,0,6,0,0,director,banana to d2,1,0,0
2942-9,1.45332E+12,base,0,6,1,0,director,dollar bill to d3,1,0,0
2942-9,1.45332E+12,base,0,6,3,0,director,leaf to b4,1,0,0
2942-9,1.45332E+12,base,1,7,3,0,director,candle to a2,1,1,0
2942-9,1.45332E+12,base,0,7,0,0,director,magnet to b4,1,1,0
2942-9,1.45332E+12,base,0,7,1,0,director,jail cuffs to d3,1,1,0
2942-9,1.45332E+12,base,0,7,2,0,director,panda to c2,1,1,0
2942-9,1.45332E+12,base,1,8,1,0,director,mouse to d2,1,1,0
2942-9,1.45332E+12,base,0,8,0,0,director,comb to a1,1,1,0
2942-9,1.45332E+12,base,0,8,2,0,director,pan to c3,1,1,0
2942-9,1.45332E+12,base,0,8,3,0,director,piano to a4,1,1,0
2640-6,1.45333E+12,base,1,1,1,0,director,Move the sunglasses to the right,1,0,0
2640-6,1.45333E+12,base,0,1,0,0,director,Move the airplane to the right,1,0,0
2640-6,1.45333E+12,base,0,1,2,0,director,Move the barrel down,1,0,0
2640-6,1.45333E+12,base,0,1,3,0,director,Move the saxophone up,1,0,0
2640-6,1.45333E+12,exp,1,2,2,0,director,Move the toy block to the left,1,1,0
2640-6,1.45333E+12,exp,1,2,2,1,director,Move the block with the B one block to the left,1,1,0
2640-6,1.45333E+12,exp,0,2,0,0,director,Move the binoculars to the right,1,1,0
2640-6,1.45333E+12,exp,0,2,1,0,director,Move the wrench to the left,1,1,0
2640-6,1.45333E+12,exp,0,2,3,0,director,Move the coffee cup to the right one block,1,1,0
2640-6,1.45333E+12,exp,1,3,3,0,director,Move the cassette tape down,1,0,0
2640-6,1.45333E+12,exp,0,3,0,0,director,Move the scissors right,1,0,0
2640-6,1.45333E+12,exp,0,3,1,0,director,Move the knife down,1,0,0
2640-6,1.45333E+12,exp,0,3,2,0,director,Move the soap left,1,0,0
2640-6,1.45333E+12,exp,1,4,1,0,director,Move the large measuring cup down,1,1,0
2640-6,1.45333E+12,exp,1,4,1,1,director,Move the item below the large measuring cup to the left,1,1,0
2640-6,1.45333E+12,exp,1,4,1,2,director,Move the red text measuring cup down,1,1,0
2640-6,1.45333E+12,exp,0,4,0,0,director,Move the carrot up,1,1,0
2640-6,1.45333E+12,exp,0,4,2,0,director,Move the blue water bottle to the right,1,1,0
2640-6,1.45333E+12,exp,0,4,3,0,director,Move the chair to the left,1,1,0
2640-6,1.45333E+12,base,1,5,1,0,director,Move the hair brush left,1,1,0
2640-6,1.45333E+12,base,0,5,0,0,director,Move the basketball down,1,1,0
2640-6,1.45333E+12,base,0,5,2,0,director,Move the head phones left,1,1,0
2640-6,1.45333E+12,base,0,5,3,0,director,Move the book right,1,1,0
2640-6,1.45333E+12,exp,1,6,2,0,director,Move the eraser up,1,1,0
2640-6,1.45333E+12,exp,1,6,2,1,director,Move the hand eraser up one block,1,1,0
2640-6,1.45333E+12,exp,0,6,0,0,director,Move the banana up,1,1,0
2640-6,1.45333E+12,exp,0,6,1,0,director,Move the dollar bill right,1,1,0
2640-6,1.45333E+12,exp,0,6,3,0,director,Move the feather left one block,1,1,0
2640-6,1.45333E+12,base,1,7,3,0,director,Move the candle down,1,1,0
2640-6,1.45333E+12,base,0,7,0,0,director,Move the magnet down,1,1,0
2640-6,1.45333E+12,base,0,7,1,0,director,Move the hand cuffs down,1,1,0
2640-6,1.45333E+12,base,0,7,2,0,director,Move the stuffed bear down,1,1,0
2640-6,1.45333E+12,base,1,8,1,0,director,Move the mouse up,1,1,0
2640-6,1.45333E+12,base,0,8,0,0,director,Move the comb up,1,1,0
2640-6,1.45333E+12,base,0,8,2,0,director,Move the frying pan up,1,1,0
2640-6,1.45333E+12,base,0,8,3,0,director,Move the piano left,1,1,0
2377-a,1.45333E+12,base,1,1,1,0,director,sunglasses right,1,0,0
2377-a,1.45333E+12,base,0,1,0,0,director,plane right,1,0,0
2377-a,1.45333E+12,base,0,1,2,0,director,barrel down,1,0,0
2377-a,1.45333E+12,base,0,1,3,0,director,sax up,1,0,0
2377-a,1.45333E+12,exp,1,2,2,0,director,b block left,1,0,0
2377-a,1.45333E+12,exp,0,2,0,0,director,specs right,1,0,0
2377-a,1.45333E+12,exp,0,2,1,0,director,tool left,1,0,0
2377-a,1.45333E+12,exp,0,2,3,0,director,coffee cup right,1,0,0
2377-a,1.45333E+12,exp,1,3,3,0,director,cassette tape down,1,0,0
2377-a,1.45333E+12,exp,0,3,0,0,director,scissors right,1,0,0
2377-a,1.45333E+12,exp,0,3,1,0,director,knife down,1,0,0
2377-a,1.45333E+12,exp,0,3,2,0,director,soap left,1,0,0
2377-a,1.45333E+12,exp,1,4,1,0,director,measuring cup down,1,1,0
2377-a,1.45333E+12,exp,0,4,0,0,director,carrot up,1,1,0
2377-a,1.45333E+12,exp,0,4,2,0,director,bottle right,1,1,0
2377-a,1.45333E+12,exp,0,4,3,0,director,chair left,1,1,0
2377-a,1.45333E+12,base,1,5,1,0,director,brush left,1,1,0
2377-a,1.45333E+12,base,0,5,0,0,director,basketball down,1,1,0
2377-a,1.45333E+12,base,0,5,2,0,director,headphones left,1,1,0
2377-a,1.45333E+12,base,0,5,3,0,director,book right,1,1,0
2377-a,1.45333E+12,base,1,6,2,0,director,white out up,?,?,?
2377-a,1.45333E+12,base,0,6,0,0,director,banana up,?,?,?
2377-a,1.45333E+12,base,0,6,1,0,director,money right,?,?,?
2377-a,1.45333E+12,base,0,6,1,1,director,money right,?,?,?
2377-a,1.45333E+12,base,0,6,3,0,director,feather left,?,?,?
2377-a,1.45333E+12,exp,1,7,3,0,director,candlestick down,1,0,0
2377-a,1.45333E+12,exp,0,7,0,0,director,magnet down,1,0,0
2377-a,1.45333E+12,exp,0,7,1,0,director,cuffs down,1,0,0
2377-a,1.45333E+12,exp,0,7,2,0,director,bear down,1,0,0
2377-a,1.45333E+12,base,1,8,1,0,director,mouse up,1,1,0
2377-a,1.45333E+12,base,0,8,0,0,director,comb up,1,1,0
2377-a,1.45333E+12,base,0,8,2,0,director,pan up,1,1,0
2377-a,1.45333E+12,base,0,8,3,0,director,piano left,1,1,0
2255-1,1.45333E+12,exp,1,1,1,0,director,Move the sunglasses right 1 space,1,0,0
2255-1,1.45333E+12,exp,0,1,0,0,director,Move the plane right 1 space,1,0,0
2255-1,1.45333E+12,exp,0,1,2,0,director,This seems to work wether the space is black or not,1,0,0
2255-1,1.45333E+12,exp,0,1,2,0,director,Move the barrel down 1 space,1,0,0
2255-1,1.45333E+12,exp,0,1,2,0,matcher,yeah,1,0,0
2255-1,1.45333E+12,exp,0,1,3,0,director,Move the sax up 1 space,1,0,0
2255-1,1.45333E+12,base,1,2,2,0,director,Move the bluish block with a B left 1 space,1,0,0
2255-1,1.45333E+12,base,0,2,0,0,director,Move the binoculars right 1 space,1,0,0
2255-1,1.45333E+12,base,0,2,1,0,director,Move the wrench left 1 space,1,0,0
2255-1,1.45333E+12,base,0,2,3,0,director,Move the coffee mug right 1 space,1,0,0
2255-1,1.45333E+12,exp,1,3,3,0,director,Move the cassette down 1 space,1,0,0
2255-1,1.45333E+12,exp,0,3,0,0,director,"All right, well done",1,0,0
2255-1,1.45333E+12,exp,0,3,0,0,director,Move the scissors right 1 space,1,0,0
2255-1,1.45333E+12,exp,0,3,1,0,director,Good,1,0,0
2255-1,1.45333E+12,exp,0,3,1,0,director,Move the knife down 1 space,1,0,0
2255-1,1.45333E+12,exp,0,3,2,0,director,Move the bar of soap left 1 space,1,0,0
2255-1,1.45333E+12,base,1,4,1,0,director,Larger measuring cup down,1,1,0
2255-1,1.45333E+12,base,0,4,0,0,director,All right!,1,1,0
2255-1,1.45333E+12,base,0,4,0,0,director,Carrot up,1,1,0
2255-1,1.45333E+12,base,0,4,2,0,director,Bottle right,1,1,0
2255-1,1.45333E+12,base,0,4,3,0,director,Chair left,1,1,0
2255-1,1.45333E+12,base,1,5,1,0,director,Move the brush left 1 space,1,1,0
2255-1,1.45333E+12,base,0,5,0,0,director,Move the basketball down 1 space,1,1,0
2255-1,1.45333E+12,base,0,5,2,0,director,Move the headphones left 1 space,1,1,0
2255-1,1.45333E+12,base,0,5,3,0,director,Move the book right 1 space,1,1,0
2255-1,1.45333E+12,exp,1,6,2,0,director,Eraser up,1,1,0
2255-1,1.45333E+12,exp,1,6,2,1,director,Eraser up 1 space,1,1,0
2255-1,1.45333E+12,exp,1,6,2,1,director,again,1,1,0
2255-1,1.45333E+12,exp,0,6,0,0,director,Move the banana up,1,1,0
2255-1,1.45333E+12,exp,0,6,0,0,director,1 space,1,1,0
2255-1,1.45333E+12,exp,0,6,1,0,director,Move the dollar right,1,1,0
2255-1,1.45333E+12,exp,0,6,3,0,director,Feather left,1,1,0
2255-1,1.45333E+12,exp,1,7,3,0,director,Candle down,1,1,0
2255-1,1.45333E+12,exp,0,7,0,0,director,Magnet down,1,1,0
2255-1,1.45333E+12,exp,0,7,1,0,director,Cuffs down,1,1,0
2255-1,1.45333E+12,exp,0,7,2,0,director,Panda down,1,1,0
2255-1,1.45333E+12,base,1,8,1,0,director,Move the mouse up 1 space,1,1,0
2255-1,1.45333E+12,base,0,8,0,1,matcher,hello?,1,1,0
2255-1,1.45333E+12,base,0,8,0,1,director,Howdy,1,1,0
2255-1,1.45333E+12,base,0,8,0,1,director,Ready?,1,1,0
2255-1,1.45333E+12,base,0,8,0,1,matcher,yup,1,1,0
2255-1,1.45333E+12,base,0,8,0,1,director,Move the comb up 1 space,1,1,0
2255-1,1.45333E+12,base,0,8,2,0,director,Good,1,1,0
2255-1,1.45333E+12,base,0,8,2,0,director,Move the pan up 1 space,1,1,0
2255-1,1.45333E+12,base,0,8,3,0,director,Move the piano left 1 space,1,1,0
1408-9,1.45333E+12,base,1,2,2,0,director,B block one space L,1,0,0
1408-9,1.45333E+12,base,0,2,0,1,director,binoculars one space right,1,0,0
1408-9,1.45333E+12,base,0,2,1,0,director,crescent wrench one space L,1,0,0
1408-9,1.45333E+12,base,0,2,3,0,director,coffee mug one R,1,0,0
1408-9,1.45333E+12,exp,1,3,3,0,director,cassette 1 D,1,0,0
1408-9,1.45333E+12,exp,0,3,0,0,director,scissors 1 R,1,0,0
1408-9,1.45333E+12,exp,0,3,1,0,director,knife 1 D,1,0,0
1408-9,1.45333E+12,exp,0,3,2,0,director,sponge 1 L,1,0,0
1408-9,1.45333E+12,base,1,4,1,0,director,pyrex 1 D,1,0,0
1408-9,1.45333E+12,base,0,4,0,0,director,carrot i U,1,0,0
1408-9,1.45333E+12,base,0,4,2,0,director,bottle 1 R,1,0,0
1408-9,1.45333E+12,base,0,4,3,0,director,chair 1 L,1,0,0
1408-9,1.45333E+12,exp,1,5,1,0,director,hairbrush one L,1,1,0
1408-9,1.45333E+12,exp,1,5,1,1,director,hairbrush one left,1,1,0
1408-9,1.45333E+12,exp,0,5,0,0,director,basketball one down,1,1,0
1408-9,1.45333E+12,exp,0,5,2,0,director,earmuffs one L,1,1,0
1408-9,1.45333E+12,exp,0,5,3,0,director,book 1 R,1,1,0
1408-9,1.45333E+12,base,1,6,2,0,director,Expo 1 up,1,0,0
1408-9,1.45333E+12,base,0,6,0,0,director,banana 1 up,1,0,0
1408-9,1.45333E+12,base,0,6,1,0,director,$ 1 R,1,0,0
1408-9,1.45333E+12,base,0,6,3,0,director,feather 1 L,1,0,0
1408-9,1.45333E+12,exp,1,7,3,0,director,candle 1 D,1,1,0
1408-9,1.45333E+12,exp,0,7,0,0,director,magnet 1 D,1,1,0
1408-9,1.45333E+12,exp,0,7,1,0,director,cuffs 1 D,1,1,0
1408-9,1.45333E+12,exp,0,7,2,0,director,bear 1 D,1,1,0
1408-9,1.45333E+12,base,1,8,1,0,director,mouse 1 U,1,1,0
1408-9,1.45333E+12,base,0,8,0,0,director,comb 1 U,1,1,0
1408-9,1.45333E+12,base,0,8,2,0,director,pan 1 U,1,1,0
1408-9,1.45333E+12,base,0,8,3,0,director,piano 1 L,1,1,0
1383-5,1.45333E+12,exp,1,1,1,0,director,sunglasses right,1,0,0
1383-5,1.45333E+12,exp,0,1,0,0,director,plane right,1,0,0
1383-5,1.45333E+12,exp,0,1,2,0,director,barrel down,1,0,0
1383-5,1.45333E+12,exp,0,1,3,0,director,sax up,1,0,0
1383-5,1.45333E+12,base,1,2,2,0,director,letter block left 1,1,1,0
1383-5,1.45333E+12,base,0,2,0,0,director,move binoculars one to right,1,1,0
1383-5,1.45333E+12,base,0,2,1,0,director,wrench one left,1,1,0
1383-5,1.45333E+12,base,0,2,3,0,director,coffee 1 left onto black square,1,1,0
1383-5,1.45333E+12,base,0,2,3,0,director,coffee 1 right,1,1,0
1383-5,1.45333E+12,base,0,2,3,0,director,;),1,1,0
1383-5,1.45333E+12,base,1,3,3,0,director,down tape,1,1,0
1383-5,1.45333E+12,base,0,3,0,0,director,scissors right,1,1,0
1383-5,1.45333E+12,base,0,3,1,0,director,down kn ife,1,1,0
1383-5,1.45333E+12,base,0,3,2,0,director,left soap,1,1,0
1383-5,1.45333E+12,base,1,4,1,0,director,measure cup down,1,1,0
1383-5,1.45333E+12,base,0,4,0,0,director,carrot up 1,1,1,0
1383-5,1.45333E+12,base,0,4,2,0,director,water right 1,1,1,0
1383-5,1.45333E+12,base,0,4,3,0,director,chair left,1,1,0
1383-5,1.45333E+12,exp,1,5,1,0,director,comb left 1,?,?,?
1383-5,1.45333E+12,exp,1,5,1,1,director,comb left 1,?,?,?
1383-5,1.45333E+12,exp,0,5,0,0,director,ball down 1,?,?,?
1383-5,1.45333E+12,exp,0,5,2,0,director,headphones left,?,?,?
1383-5,1.45333E+12,exp,0,5,2,0,director,1,?,?,?
1383-5,1.45333E+12,exp,0,5,3,0,director,book right 1,?,?,?
1383-5,1.45333E+12,exp,1,6,2,0,director,eraser up,1,1,0
1383-5,1.45333E+12,exp,0,6,0,0,director, up,1,1,0
1383-5,1.45333E+12,exp,0,6,0,0,director,banana,1,1,0
1383-5,1.45333E+12,exp,0,6,1,0,director,dollar right,1,1,0
1383-5,1.45333E+12,exp,0,6,3,0,director,feather left,1,1,0
1383-5,1.45333E+12,exp,1,7,3,0,director,candle down 1 … red,1,0,0
1383-5,1.45333E+12,exp,1,7,3,0,director,red,1,0,0
1383-5,1.45333E+12,exp,1,7,3,0,matcher,which candle?,1,0,0
1383-5,1.45333E+12,exp,1,7,3,0,matcher,the red one?,1,0,0
1383-5,1.45333E+12,exp,0,7,0,0,director,magnet down,1,0,0
1383-5,1.45333E+12,exp,0,7,1,0,director,cuffs down,1,0,0
1383-5,1.45333E+12,exp,0,7,1,0,director,1,1,0,0
1383-5,1.45333E+12,exp,0,7,2,0,director,panda down 1,1,0,0
1383-5,1.45333E+12,base,1,8,1,0,director,mouse up 1,1,1,0
1383-5,1.45333E+12,base,0,8,0,0,director,comb up one,1,1,0
1383-5,1.45333E+12,base,0,8,2,0,director,pan up 1,1,1,0
1383-5,1.45333E+12,base,0,8,3,0,director,piano left,1,1,0
1264-4,1.45333E+12,exp,1,1,1,0,director,sunglasses right,1,0,0
1264-4,1.45333E+12,exp,0,1,0,0,director,picture of airplane right,1,0,0
1264-4,1.45333E+12,exp,0,1,2,0,director,one keg barrel down,1,0,0
1264-4,1.45333E+12,exp,0,1,3,0,director,saxaphone up,1,0,0
1264-4,1.45333E+12,base,1,2,2,0,director,block toy left,1,1,0
1264-4,1.45333E+12,base,0,2,0,0,director,binoculars right,1,1,0
1264-4,1.45333E+12,base,0,2,1,0,director,wrench left,1,1,0
1264-4,1.45333E+12,base,0,2,3,0,director,white cup right,1,1,0
1264-4,1.45333E+12,base,1,3,3,0,director,Cassette tape down,1,0,0
1264-4,1.45333E+12,base,0,3,0,0,matcher,hello,1,0,0
1264-4,1.45333E+12,base,0,3,0,0,director,Hello,1,0,0
1264-4,1.45333E+12,base,0,3,0,0,director,Move the scissor to the right,1,0,0
1264-4,1.45333E+12,base,0,3,1,0,director,Move the knife down,1,0,0
1264-4,1.45333E+12,base,0,3,2,0,director,Move the soap to the left,1,0,0
1264-4,1.45333E+12,exp,1,4,1,0,director,measurement cup down … the large one with red letters,1,1,0
1264-4,1.45333E+12,exp,1,4,1,0,director,the large one with red letters,1,1,0
1264-4,1.45333E+12,exp,1,4,1,0,matcher,which ones,1,1,0
1264-4,1.45333E+12,exp,1,4,1,0,matcher,one*,1,1,0
1264-4,1.45333E+12,exp,0,4,0,0,director,carrot up,1,1,0
1264-4,1.45333E+12,exp,0,4,2,0,director,water bottle right,1,1,0
1264-4,1.45333E+12,exp,0,4,3,0,director,chair left,1,1,0
1264-4,1.45333E+12,base,1,5,1,0,director,haircomb left,1,1,0
1264-4,1.45333E+12,base,0,5,0,0,director,basketball down,1,1,0
1264-4,1.45333E+12,base,0,5,2,0,director,red headphones left,1,1,0
1264-4,1.45333E+12,base,0,5,3,0,director,red book right,1,1,0
1264-4,1.45333E+12,exp,1,6,2,0,director,expo eraser up,1,0,0
1264-4,1.45333E+12,exp,0,6,0,0,director,banana up,1,0,0
1264-4,1.45333E+12,exp,0,6,1,0,director,one dollar bill right,1,0,0
1264-4,1.45333E+12,exp,0,6,3,0,director,one feather left,1,0,0
1264-4,1.45333E+12,base,1,7,3,0,director,red candle down,1,0,0
1264-4,1.45333E+12,base,0,7,0,0,director,magnet down,1,0,0
1264-4,1.45333E+12,base,0,7,1,0,director,handcuff down,1,0,0
1264-4,1.45333E+12,base,0,7,2,0,director,panda toy down,1,0,0
1264-4,1.45333E+12,exp,1,8,1,0,director,computer mouse up,1,0,0
1264-4,1.45333E+12,exp,0,8,0,0,director,brown haircomb up,1,0,0
1264-4,1.45333E+12,exp,0,8,2,0,director,frying pan up,1,0,0
1264-4,1.45333E+12,exp,0,8,3,0,director,piano left,1,0,0
1184-c,1.45332E+12,base,1,1,1,0,director,Glasses right one space,1,1,0
1184-c,1.45332E+12,base,0,1,0,0,director,Plane right one,1,1,0
1184-c,1.45332E+12,base,0,1,2,0,director,Barrel down one,1,1,0
1184-c,1.45332E+12,base,0,1,3,0,director,Instrument up one,1,1,0
1184-c,1.45332E+12,exp,1,2,2,0,director,block left one,1,1,0
1184-c,1.45332E+12,exp,0,2,0,0,director,binoculars right one,1,1,0
1184-c,1.45332E+12,exp,0,2,1,0,director,wrench left one,1,1,0
1184-c,1.45332E+12,exp,0,2,3,0,director,cup right one,1,1,0
1184-c,1.45332E+12,base,1,3,3,0,director,tape down one,1,1,0
1184-c,1.45332E+12,base,0,3,0,0,director,scissors left one,1,1,0
1184-c,1.45332E+12,base,0,3,1,0,director,knife down one,1,1,0
1184-c,1.45332E+12,base,0,3,2,0,director,soap left one,1,1,0
1184-c,1.45332E+12,base,1,4,1,0,director,Cup down one,1,1,0
1184-c,1.45332E+12,base,0,4,0,0,director,Carrot up one,1,1,0
1184-c,1.45332E+12,base,0,4,2,0,director,bottle right one,1,1,0
1184-c,1.45332E+12,base,0,4,3,0,director,chair left one,1,1,0
1184-c,1.45332E+12,exp,1,5,1,0,director,brush left one,1,1,0
1184-c,1.45332E+12,exp,0,5,0,0,director,ball down one,1,1,0
1184-c,1.45332E+12,exp,0,5,2,0,director,headphones left one,1,1,0
1184-c,1.45332E+12,exp,0,5,3,0,director,book right one,1,1,0
1184-c,1.45332E+12,base,1,6,2,0,director,eraser up one,1,1,0
1184-c,1.45332E+12,base,0,6,0,0,director,banana up one,1,1,0
1184-c,1.45332E+12,base,0,6,1,0,director,dollar right one,1,1,0
1184-c,1.45332E+12,base,0,6,3,0,director,feather left one,1,1,0
1184-c,1.45332E+12,exp,1,7,3,0,director,Candle down one,1,1,0
1184-c,1.45332E+12,exp,0,7,0,0,director,Move magnet down one square,1,1,0
1184-c,1.45332E+12,exp,0,7,1,0,director,Move handcuffs down one square,1,1,0
1184-c,1.45332E+12,exp,0,7,2,0,director,Panda down one,1,1,0
