gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
2377-a,1453328306309,exp,0,7,0,0,director,"magnet down"
2377-a,1453328316765,exp,0,7,1,0,director,"cuffs down"
2377-a,1453328327170,exp,0,7,2,0,director,"bear down"
2377-a,1453328345707,exp,1,7,3,0,director,"candlestick down"
2377-a,1453328356896,base,0,8,0,0,director,"comb up"
2377-a,1453328364496,base,1,8,1,0,director,"mouse up"
2377-a,1453328373504,base,0,8,2,0,director,"pan up"
2377-a,1453328383797,base,0,8,3,0,director,"piano left"
2377-a,1453328395726,base,0,1,0,0,director,"plane right"
2377-a,1453328407658,base,1,1,1,0,director,"sunglasses right"
2377-a,1453328424615,base,0,1,2,0,director,"barrel down"
2377-a,1453328433392,base,0,1,3,0,director,"sax up"
2377-a,1453328441776,exp,0,4,0,0,director,"carrot up"
2377-a,1453328452381,exp,1,4,1,0,director,"measuring cup down"
2377-a,1453328466663,exp,0,4,2,0,director,"bottle right"
2377-a,1453328475493,exp,0,4,3,0,director,"chair left"
2377-a,1453328485687,base,0,5,0,0,director,"basketball down"
2377-a,1453328494517,base,1,5,1,0,director,"brush left"
2377-a,1453328505827,base,0,5,2,0,director,"headphones left"
2377-a,1453328513235,base,0,5,3,0,director,"book right"
2377-a,1453328535474,exp,0,2,0,0,director,"specs right"
2377-a,1453328549714,exp,0,2,1,0,director,"tool left"
2377-a,1453328563621,exp,1,2,2,0,director,"b block left"
2377-a,1453328577795,exp,0,2,3,0,director,"coffee cup right"
2377-a,1453328589380,exp,0,3,0,0,director,"scissors right"
2377-a,1453328601010,exp,0,3,1,0,director,"knife down"
2377-a,1453328609713,exp,0,3,2,0,director,"soap left"
2377-a,1453328636919,exp,1,3,3,0,director,"cassette tape down"
2377-a,1453328648447,base,0,6,0,0,director,"banana up"
2377-a,1453328657015,base,0,6,1,0,director,"money right"
2377-a,1453328673327,base,0,6,1,1,director,"money right"
2377-a,1453328696079,base,1,6,2,0,director,"white out up"
2377-a,1453328705821,base,0,6,3,0,director,"feather left"
