gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
5266-a,1453321649870,base,0,8,0,0,director,"move comb up"
5266-a,1453321657461,base,1,8,1,0,director,"move mouse up"
5266-a,1453321665036,base,0,8,2,0,director,"move pan up"
5266-a,1453321672101,base,0,8,3,0,director,"move piano left"
5266-a,1453321680765,exp,0,5,0,0,director,"move basketball down"
5266-a,1453321690861,exp,0,5,0,1,director,"move basketball down 1 spot"
5266-a,1453321697381,exp,1,5,1,0,director,"move brush left"
5266-a,1453321708382,exp,1,5,1,1,director,"move brush in third box on bottom row left"
5266-a,1453321719813,exp,0,5,2,0,director,"move headphones in fourth box in third row left"
5266-a,1453321729725,exp,0,5,3,0,director,"move book with red cover right"
5266-a,1453321743622,exp,0,3,0,0,director,"move metal scissors with black handle right 1 spot"
5266-a,1453321758069,exp,0,3,1,0,director,"move metal knife with black handle down 1 spot"
5266-a,1453321766869,exp,0,3,2,0,director,"move blue soap left 1 spot"
5266-a,1453321777438,exp,1,3,3,0,director,"move clear audiocassette down 1 spot"
5266-a,1453321785165,base,0,4,0,0,director,"move carrot up"
5266-a,1453321793901,base,1,4,1,0,director,"move pyrex thing down"
5266-a,1453321804454,base,0,4,2,0,director,"move bluish clear water bottle right"
5266-a,1453321815157,base,0,4,3,0,director,"move wooden chair left"
5266-a,1453321821765,base,0,7,0,0,director,"move magnet down"
5266-a,1453321829837,base,0,7,1,0,director,"move metal handcuffs down"
5266-a,1453321836150,base,0,7,2,0,director,"move panda bear down"
5266-a,1453321841877,base,1,7,3,0,director,"move red candle down"
5266-a,1453321847813,exp,0,6,0,0,director,"move banana up"
5266-a,1453321854853,exp,0,6,1,0,director,"move dollar bill right"
5266-a,1453321859765,exp,1,6,2,0,director,"move eraser up"
5266-a,1453321867388,exp,0,6,3,0,director,"move feather left"
5266-a,1453321875510,base,0,2,0,0,director,"move binoculars right"
5266-a,1453321881478,base,0,2,1,0,director,"move wrench left"
5266-a,1453321887989,base,1,2,2,0,director,"move B left"
5266-a,1453321894487,base,0,2,3,0,director,"move white coffee cup right"
5266-a,1453321902030,exp,0,1,0,0,director,"move plane right"
5266-a,1453321908758,exp,1,1,1,0,director,"move sunglasses right"
5266-a,1453321914150,exp,0,1,2,0,director,"move barrel down"
5266-a,1453321920094,exp,0,1,3,0,director,"move sax up"
