gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
7339-5,1453165768063,base,0,4,0,0,director,"Move the carrot up"
7339-5,1453165789549,base,1,4,1,0,director,"move the pyrex cup down"
7339-5,1453165806404,base,0,4,2,0,director,"move the water bottle right"
7339-5,1453165819569,base,0,4,3,0,director,"move the chair left"
7339-5,1453165831888,exp,0,5,0,0,director,"move the basketball down"
7339-5,1453165844391,exp,1,5,1,0,director,"move the hair brush left"
7339-5,1453165874933,exp,0,5,2,0,director,"move the headphones left"
7339-5,1453165886071,exp,0,5,3,0,director,"move the book right"
7339-5,1453165897224,exp,0,8,0,0,director,"move the comb up"
7339-5,1453165909493,exp,1,8,1,0,director,"move the mouse up"
7339-5,1453165922669,exp,0,8,2,0,director,"move the pan up"
7339-5,1453165934661,exp,0,8,3,0,director,"move the piano left"
7339-5,1453165945007,base,0,3,0,0,director,"move the scissors right"
7339-5,1453165957518,base,0,3,1,0,director,"move the knife down"
7339-5,1453165970404,base,0,3,2,0,director,"move the soap left"
7339-5,1453165984684,base,1,3,3,0,director,"move the cassette down"
7339-5,1453165995687,exp,0,6,0,0,director,"move the banana up"
7339-5,1453166005422,exp,0,6,1,0,director,"move the dollar right"
7339-5,1453166017926,exp,1,6,2,0,director,"move the eraser up"
7339-5,1453166026372,exp,0,6,3,0,director,"move the feather left"
7339-5,1453166036324,exp,0,7,0,0,director,"move the magnet down"
7339-5,1453166048757,exp,0,7,1,0,director,"move the handcuffs down"
7339-5,1453166059341,exp,0,7,2,0,director,"move the panda down"
7339-5,1453166084635,exp,1,7,3,0,director,"move the RED candle down"
7339-5,1453166099070,base,0,2,0,0,director,"move the binoculars right"
7339-5,1453166113005,base,0,2,1,0,director,"move the wrench left"
7339-5,1453166132045,base,1,2,2,0,director,"move the cube with the B left"
7339-5,1453166144645,base,0,2,3,0,director,"move the coffee right"
7339-5,1453166155734,base,0,1,0,0,director,"move the airplane right"
7339-5,1453166167602,base,1,1,1,0,director,"move the sunglasses right"
7339-5,1453166179123,base,0,1,2,0,director,"move the barrel down"
7339-5,1453166191611,base,0,1,3,0,director,"move the instrument up"
