gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
8008-1,1453327230455,exp,0,1,0,0,director,"airplane to the right 1 square"
8008-1,1453327250206,exp,1,1,1,0,director,"sunglasses to the right 1 square"
8008-1,1453327269861,exp,0,1,2,0,director,"barrel down 1 square"
8008-1,1453327292015,exp,0,1,3,0,director,"sax up 1"
8008-1,1453327311732,base,0,3,0,0,director,"scissors right 1"
8008-1,1453327328954,base,0,3,1,0,director,"knife down 1"
8008-1,1453327342141,base,0,3,2,0,director,"soap left 1"
8008-1,1453327359628,base,1,3,3,0,director,"cassette down 1"
8008-1,1453327377635,base,0,2,0,0,director,"binoculars right 1"
8008-1,1453327394084,base,0,2,1,0,director,"wrench left 1"
8008-1,1453327417518,base,1,2,2,0,director,"childs blue block left 1"
8008-1,1453327432740,base,0,2,3,0,director,"coffee right 1"
8008-1,1453327485876,exp,0,8,0,0,director,"comb up 1"
8008-1,1453327501837,exp,1,8,1,0,director,"mouse up 1"
8008-1,1453327523971,exp,1,8,1,1,director,"computer mouse up 1"
8008-1,1453327539884,exp,0,8,2,0,director,"frying pan up 1"
8008-1,1453327557628,exp,0,8,3,0,director,"piano left "
8008-1,1453327580220,exp,0,5,0,0,director,"basketball down"
8008-1,1453327600771,exp,1,5,1,0,director,"hairbrush left"
8008-1,1453327622532,exp,1,5,1,1,director,"hairbrush at the bottom left"
8008-1,1453327636012,exp,0,5,2,0,director,"whoops"
8008-1,1453327640043,exp,0,5,2,0,director,"red head phones left"
8008-1,1453327655243,exp,0,5,3,0,director,"red book right"
8008-1,1453327672803,base,0,4,0,0,director,"carrot up"
8008-1,1453327694843,base,1,4,1,0,director,"big measuring cup down "
8008-1,1453327710379,base,0,4,2,0,director,"water bottle right"
8008-1,1453327725163,base,0,4,3,0,director,"chair left"
8008-1,1453327744211,exp,0,6,0,0,director,"banana up"
8008-1,1453327768979,exp,0,6,1,0,director,"$1 bill right"
8008-1,1453327785635,exp,1,6,2,0,director,"dry eraser up"
8008-1,1453327804490,exp,0,6,3,0,director,"silver feather left"
8008-1,1453327822010,base,0,7,0,0,director,"magnet down"
8008-1,1453327837533,base,0,7,1,0,director,"handcuffs down"
8008-1,1453327850234,base,0,7,2,0,director,"panda down"
8008-1,1453327864717,base,1,7,3,0,director,"red candle down"
