gameid, time, condition, critical, objectSet, instructionNum, attemptNum, targetX, targetY, distractorX, distractorY, mouseX, mouseY
9693-5,1453326643703,base,0,1,0,0,231.25,93.75,none,none,298,301
9693-5,1453326643713,base,0,1,0,0,231.25,93.75,none,none,298,296
9693-5,1453326643731,base,0,1,0,0,231.25,93.75,none,none,296,290
9693-5,1453326643757,base,0,1,0,0,231.25,93.75,none,none,295,287
9693-5,1453326643762,base,0,1,0,0,231.25,93.75,none,none,294,285
9693-5,1453326643781,base,0,1,0,0,231.25,93.75,none,none,293,283
9693-5,1453326643797,base,0,1,0,0,231.25,93.75,none,none,293,281
9693-5,1453326643815,base,0,1,0,0,231.25,93.75,none,none,291,278
9693-5,1453326643830,base,0,1,0,0,231.25,93.75,none,none,290,275
9693-5,1453326643848,base,0,1,0,0,231.25,93.75,none,none,289,266
9693-5,1453326643869,base,0,1,0,0,231.25,93.75,none,none,288,256
9693-5,1453326643883,base,0,1,0,0,231.25,93.75,none,none,286,238
9693-5,1453326643899,base,0,1,0,0,231.25,93.75,none,none,282,220
9693-5,1453326643917,base,0,1,0,0,231.25,93.75,none,none,278,195
9693-5,1453326643933,base,0,1,0,0,231.25,93.75,none,none,273,168
9693-5,1453326643946,base,0,1,0,0,231.25,93.75,none,none,269,140
9693-5,1453326643966,base,0,1,0,0,231.25,93.75,none,none,265,109
9693-5,1453326643982,base,0,1,0,0,231.25,93.75,none,none,263,82
9693-5,1453326644001,base,0,1,0,0,231.25,93.75,none,none,263,58
9693-5,1453326644018,base,0,1,0,0,231.25,93.75,none,none,263,39
9693-5,1453326644037,base,0,1,0,0,231.25,93.75,none,none,264,21
9693-5,1453326644050,base,0,1,0,0,231.25,93.75,none,none,265,8
9693-5,1453326650830,base,0,1,0,0,231.25,93.75,none,none,348,22
9693-5,1453326650846,base,0,1,0,0,231.25,93.75,none,none,331,57
9693-5,1453326650862,base,0,1,0,0,231.25,93.75,none,none,314,97
9693-5,1453326650884,base,0,1,0,0,231.25,93.75,none,none,303,131
9693-5,1453326650896,base,0,1,0,0,231.25,93.75,none,none,293,166
9693-5,1453326650914,base,0,1,0,0,231.25,93.75,none,none,287,195
9693-5,1453326650930,base,0,1,0,0,231.25,93.75,none,none,284,225
