gameid, time, condition, critical, objectSet, instructionNum, attemptNum, targetX, targetY, distractorX, distractorY, mouseX, mouseY
2942-9,1453322181009,exp,0,3,0,0,93.75,231.25,none,none,296,301
2942-9,1453322181015,exp,0,3,0,0,93.75,231.25,none,none,296,302
2942-9,1453322181070,exp,0,3,0,0,93.75,231.25,none,none,291,305
2942-9,1453322181076,exp,0,3,0,0,93.75,231.25,none,none,291,307
2942-9,1453322181351,exp,0,3,0,0,93.75,231.25,none,none,291,306
2942-9,1453322181368,exp,0,3,0,0,93.75,231.25,none,none,291,303
2942-9,1453322181379,exp,0,3,0,0,93.75,231.25,none,none,291,302
2942-9,1453322181459,exp,0,3,0,0,93.75,231.25,none,none,291,301
2942-9,1453322181602,exp,0,3,0,0,93.75,231.25,none,none,291,301
2942-9,1453322181648,exp,0,3,0,0,93.75,231.25,none,none,295,285
2942-9,1453322181669,exp,0,3,0,0,93.75,231.25,none,none,298,274
2942-9,1453322181669,exp,0,3,0,0,93.75,231.25,none,none,299,267
2942-9,1453322181674,exp,0,3,0,0,93.75,231.25,none,none,300,260
2942-9,1453322181682,exp,0,3,0,0,93.75,231.25,none,none,301,254
2942-9,1453322181691,exp,0,3,0,0,93.75,231.25,none,none,303,244
2942-9,1453322181699,exp,0,3,0,0,93.75,231.25,none,none,303,237
2942-9,1453322181706,exp,0,3,0,0,93.75,231.25,none,none,303,232
2942-9,1453322181713,exp,0,3,0,0,93.75,231.25,none,none,304,226
2942-9,1453322181722,exp,0,3,0,0,93.75,231.25,none,none,305,221
2942-9,1453322181731,exp,0,3,0,0,93.75,231.25,none,none,306,215
2942-9,1453322181737,exp,0,3,0,0,93.75,231.25,none,none,306,208
2942-9,1453322181744,exp,0,3,0,0,93.75,231.25,none,none,308,202
2942-9,1453322181786,exp,0,3,0,0,93.75,231.25,none,none,312,183
2942-9,1453322181786,exp,0,3,0,0,93.75,231.25,none,none,314,174
2942-9,1453322181793,exp,0,3,0,0,93.75,231.25,none,none,315,169
2942-9,1453322181800,exp,0,3,0,0,93.75,231.25,none,none,316,166
2942-9,1453322181814,exp,0,3,0,0,93.75,231.25,none,none,318,160
2942-9,1453322181821,exp,0,3,0,0,93.75,231.25,none,none,320,157
2942-9,1453322181830,exp,0,3,0,0,93.75,231.25,none,none,321,153
2942-9,1453322181838,exp,0,3,0,0,93.75,231.25,none,none,322,151
2942-9,1453322181846,exp,0,3,0,0,93.75,231.25,none,none,323,149
2942-9,1453322181854,exp,0,3,0,0,93.75,231.25,none,none,325,147
2942-9,1453322181867,exp,0,3,0,0,93.75,231.25,none,none,325,145
2942-9,1453322181869,exp,0,3,0,0,93.75,231.25,none,none,326,145
2942-9,1453322181876,exp,0,3,0,0,93.75,231.25,none,none,328,143
2942-9,1453322181884,exp,0,3,0,0,93.75,231.25,none,none,329,142
2942-9,1453322181892,exp,0,3,0,0,93.75,231.25,none,none,329,141
2942-9,1453322181909,exp,0,3,0,0,93.75,231.25,none,none,330,140
2942-9,1453322181925,exp,0,3,0,0,93.75,231.25,none,none,330,139
2942-9,1453322181932,exp,0,3,0,0,93.75,231.25,none,none,331,139
2942-9,1453322181938,exp,0,3,0,0,93.75,231.25,none,none,332,138
2942-9,1453322181947,exp,0,3,0,0,93.75,231.25,none,none,332,138
2942-9,1453322181963,exp,0,3,0,0,93.75,231.25,none,none,333,137
2942-9,1453322182056,exp,0,3,0,0,93.75,231.25,none,none,346,120
2942-9,1453322182063,exp,0,3,0,0,93.75,231.25,none,none,348,119
2942-9,1453322182065,exp,0,3,0,0,93.75,231.25,none,none,350,117
2942-9,1453322182071,exp,0,3,0,0,93.75,231.25,none,none,352,114
2942-9,1453322182078,exp,0,3,0,0,93.75,231.25,none,none,354,112
2942-9,1453322182086,exp,0,3,0,0,93.75,231.25,none,none,354,111
2942-9,1453322182094,exp,0,3,0,0,93.75,231.25,none,none,355,111
2942-9,1453322182497,exp,0,3,0,0,93.75,231.25,none,none,355,120
2942-9,1453322182499,exp,0,3,0,0,93.75,231.25,none,none,356,121
2942-9,1453322182506,exp,0,3,0,0,93.75,231.25,none,none,358,122
2942-9,1453322182516,exp,0,3,0,0,93.75,231.25,none,none,360,126
2942-9,1453322182765,exp,0,3,0,0,93.75,231.25,none,none,360,125
2942-9,1453322182771,exp,0,3,0,0,93.75,231.25,none,none,361,124
2942-9,1453322182786,exp,0,3,0,0,93.75,231.25,none,none,361,123
2942-9,1453322182794,exp,0,3,0,0,93.75,231.25,none,none,361,122
2942-9,1453322182813,exp,0,3,0,0,93.75,231.25,none,none,361,119
2942-9,1453322182818,exp,0,3,0,0,93.75,231.25,none,none,361,117
2942-9,1453322182826,exp,0,3,0,0,93.75,231.25,none,none,361,116
2942-9,1453322182842,exp,0,3,0,0,93.75,231.25,none,none,362,116
2942-9,1453322196463,exp,0,3,0,0,93.75,231.25,none,none,360,116
2942-9,1453322196464,exp,0,3,0,0,93.75,231.25,none,none,359,116
2942-9,1453322196471,exp,0,3,0,0,93.75,231.25,none,none,356,115
