iterationName	gameid	serverTime	condition	trialNum	instructionNum	targetObject	attemptNum	trialType	objectSet	critical	onOff	timeElapsed	eventType
planned_sample	1234-5ac8bd32-ca82-49da-813e-4109fc7dafc2	1522825202687	unscripted	1	3	mediumCandle	0	base	7	true	on	48034	mouseOverDistractor
planned_sample	1234-5ac8bd32-ca82-49da-813e-4109fc7dafc2	1522825203032	unscripted	1	3	mediumCandle	0	base	7	true	off	48374	mouseOverDistractor
planned_sample	1234-5ac8bd32-ca82-49da-813e-4109fc7dafc2	1522825260264	unscripted	2	1	computerMouse	0	exp	8	true	on	3854	mouseOverDistractor
planned_sample	1234-5ac8bd32-ca82-49da-813e-4109fc7dafc2	1522825260639	unscripted	2	1	computerMouse	0	exp	8	true	off	4238	mouseOverDistractor
planned_sample	1234-5ac8bd32-ca82-49da-813e-4109fc7dafc2	1522825282317	unscripted	2	1	computerMouse	1	exp	8	true	on	2976	mouseOverDistractor
planned_sample	1234-5ac8bd32-ca82-49da-813e-4109fc7dafc2	1522825283910	unscripted	2	1	computerMouse	1	exp	8	true	off	4574	mouseOverDistractor
planned_sample	1234-5ac8bd32-ca82-49da-813e-4109fc7dafc2	1522825324861	unscripted	2	1	computerMouse	2	exp	8	true	on	13268	mouseOverDistractor
planned_sample	1234-5ac8bd32-ca82-49da-813e-4109fc7dafc2	1522825325583	unscripted	2	1	computerMouse	2	exp	8	true	off	13992	mouseOverDistractor
planned_sample	1234-5ac8bd32-ca82-49da-813e-4109fc7dafc2	1522825346746	unscripted	2	1	computerMouse	3	exp	8	true	on	35154	mouseOverDistractor
planned_sample	1234-5ac8bd32-ca82-49da-813e-4109fc7dafc2	1522825347386	unscripted	2	1	computerMouse	3	exp	8	true	off	35794	mouseOverDistractor
planned_sample	1234-5ac8bd32-ca82-49da-813e-4109fc7dafc2	1522825416273	unscripted	2	1	computerMouse	3	exp	8	true	on	13100	mouseOverDistractor
planned_sample	1234-5ac8bd32-ca82-49da-813e-4109fc7dafc2	1522825417206	unscripted	2	1	computerMouse	3	exp	8	true	off	14038	mouseOverDistractor
planned_sample	1234-5ac8bd32-ca82-49da-813e-4109fc7dafc2	1522825483621	unscripted	2	1	computerMouse	4	exp	8	true	on	6808	mouseOverDistractor
planned_sample	1234-5ac8bd32-ca82-49da-813e-4109fc7dafc2	1522825485463	unscripted	2	1	computerMouse	4	exp	8	true	off	8654	mouseOverDistractor
planned_sample	1234-5ac8bd32-ca82-49da-813e-4109fc7dafc2	1522825527081	unscripted	2	1	computerMouse	5	exp	8	true	on	50270	mouseOverDistractor
planned_sample	1234-5ac8bd32-ca82-49da-813e-4109fc7dafc2	1522825527378	unscripted	2	1	computerMouse	5	exp	8	true	off	50564	mouseOverDistractor
planned_sample	1234-5ac8bd32-ca82-49da-813e-4109fc7dafc2	1522825811622	unscripted	4	1	mediumMeasuringCup	0	exp	4	true	on	3732	mouseOverDistractor
planned_sample	1234-5ac8bd32-ca82-49da-813e-4109fc7dafc2	1522825811987	unscripted	4	1	mediumMeasuringCup	0	exp	4	true	off	4106	mouseOverDistractor
planned_sample	1234-5ac8bd32-ca82-49da-813e-4109fc7dafc2	1522825836077	unscripted	4	1	mediumMeasuringCup	1	exp	4	true	on	3034	mouseOverDistractor
planned_sample	1234-5ac8bd32-ca82-49da-813e-4109fc7dafc2	1522825838746	unscripted	4	1	mediumMeasuringCup	1	exp	4	true	off	5702	mouseOverDistractor
