,attemptNum,condition,critical,eventType,gameid,instructionNum,iterationName,objectSet,onOff,serverTime,targetObject,timeElapsed,trialNum,trialType
47,1,scripted,True,mouseOverDistractor,1578-92cffe95-8e93-4ad2-8078-2d0ec1c7442f,1,planned_sample,6,off,1522790682852.0,boardEraser,3102,3,exp
48,1,scripted,True,mouseOverDistractor,1578-92cffe95-8e93-4ad2-8078-2d0ec1c7442f,1,planned_sample,6,on,1522790683099.0,boardEraser,3352,3,exp
49,1,scripted,True,mouseOverDistractor,1578-92cffe95-8e93-4ad2-8078-2d0ec1c7442f,2,planned_sample,6,off,1522790685344.0,boardEraser,5596,3,exp
50,0,scripted,True,mouseOverDistractor,1578-92cffe95-8e93-4ad2-8078-2d0ec1c7442f,1,planned_sample,8,on,1522790803199.0,computerMouse,770,5,base
51,0,scripted,True,mouseOverDistractor,1578-92cffe95-8e93-4ad2-8078-2d0ec1c7442f,1,planned_sample,8,off,1522790803466.0,computerMouse,1038,5,base
52,0,unscripted,True,mouseOverDistractor,7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d,2,planned_sample,6,on,1522790817757.0,boardEraser,1423,2,exp
53,1,unscripted,True,mouseOverDistractor,7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d,1,planned_sample,6,off,1522790819204.0,boardEraser,2871,2,exp
54,1,unscripted,True,mouseOverDistractor,7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d,1,planned_sample,6,on,1522790820351.0,boardEraser,4019,2,exp
55,1,unscripted,True,mouseOverDistractor,7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d,2,planned_sample,6,on,1522790835844.0,boardEraser,19512,2,exp
56,1,unscripted,True,mouseOverDistractor,7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d,2,planned_sample,6,off,1522790835893.0,boardEraser,19559,2,exp
57,0,unscripted,True,mouseOverDistractor,3211-fbe14ddb-629f-462b-a888-1838770f3fa6,1,planned_sample,8,on,1522790893922.0,computerMouse,1696,1,exp
58,0,unscripted,True,mouseOverDistractor,3211-fbe14ddb-629f-462b-a888-1838770f3fa6,1,planned_sample,8,off,1522790894257.0,computerMouse,2030,1,exp
59,0,unscripted,True,mouseOverDistractor,3211-fbe14ddb-629f-462b-a888-1838770f3fa6,1,planned_sample,8,on,1522790894278.0,computerMouse,2050,1,exp
60,0,unscripted,True,mouseOverDistractor,3211-fbe14ddb-629f-462b-a888-1838770f3fa6,1,planned_sample,8,off,1522790894439.0,computerMouse,2214,1,exp
61,0,unscripted,True,mouseOverDistractor,7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d,1,planned_sample,5,on,1522790898677.0,roundBrush,2187,3,exp
62,1,unscripted,True,mouseOverDistractor,7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d,0,planned_sample,5,off,1522790899902.0,roundBrush,3416,3,exp
63,1,unscripted,True,mouseOverDistractor,7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d,0,planned_sample,5,on,1522790900753.0,roundBrush,4267,3,exp
64,1,unscripted,True,mouseOverDistractor,7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d,1,planned_sample,5,on,1522790903542.0,roundBrush,7054,3,exp
65,1,unscripted,True,mouseOverDistractor,7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d,1,planned_sample,5,off,1522790903650.0,roundBrush,7164,3,exp
66,1,unscripted,True,mouseOverDistractor,7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d,1,planned_sample,5,on,1522790917827.0,roundBrush,1102,3,exp
67,1,unscripted,True,mouseOverDistractor,7329-6db17199-1eaa-4ece-95b4-a3d06e98ae3d,1,planned_sample,5,off,1522790918926.0,roundBrush,2201,3,exp
68,0,scripted,True,mouseOverDistractor,1578-92cffe95-8e93-4ad2-8078-2d0ec1c7442f,2,planned_sample,2,on,1522790999433.0,middleBlock,5308,6,exp
69,0,scripted,True,mouseOverDistractor,1578-92cffe95-8e93-4ad2-8078-2d0ec1c7442f,2,planned_sample,2,off,1522790999794.0,middleBlock,5674,6,exp
70,0,scripted,True,mouseOverDistractor,1578-92cffe95-8e93-4ad2-8078-2d0ec1c7442f,2,planned_sample,2,on,1522791003717.0,middleBlock,9598,6,exp
71,0,scripted,True,mouseOverDistractor,1578-92cffe95-8e93-4ad2-8078-2d0ec1c7442f,2,planned_sample,2,off,1522791004498.0,middleBlock,10380,6,exp
72,0,scripted,True,mouseOverDistractor,1578-92cffe95-8e93-4ad2-8078-2d0ec1c7442f,3,planned_sample,3,on,1522791072454.0,cassetteTape,1596,7,exp
73,0,scripted,True,mouseOverDistractor,1578-92cffe95-8e93-4ad2-8078-2d0ec1c7442f,3,planned_sample,3,off,1522791073186.0,cassetteTape,2328,7,exp
74,0,scripted,True,mouseOverDistractor,2171-b43de3b8-2af5-4e83-b8d2-8e6e4a938c8f,1,planned_sample,8,on,1522791103622.0,computerMouse,32834,3,base
75,0,scripted,True,mouseOverDistractor,2171-b43de3b8-2af5-4e83-b8d2-8e6e4a938c8f,1,planned_sample,8,off,1522791103739.0,computerMouse,32951,3,base
76,0,scripted,True,mouseOverDistractor,2171-b43de3b8-2af5-4e83-b8d2-8e6e4a938c8f,1,planned_sample,5,on,1522791200043.0,roundBrush,1678,5,exp
77,0,scripted,True,mouseOverDistractor,2171-b43de3b8-2af5-4e83-b8d2-8e6e4a938c8f,1,planned_sample,5,off,1522791201126.0,roundBrush,2761,5,exp
78,0,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,1,planned_sample,8,on,1522791259810.0,computerMouse,7534,2,exp
79,0,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,1,planned_sample,8,off,1522791260245.0,computerMouse,7969,2,exp
80,0,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,1,planned_sample,8,on,1522791263738.0,computerMouse,633,2,exp
81,1,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,0,planned_sample,8,off,1522791265144.0,computerMouse,2037,2,exp
82,1,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,1,planned_sample,8,on,1522791278969.0,computerMouse,692,2,exp
83,2,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,0,planned_sample,8,off,1522791280284.0,computerMouse,2026,2,exp
84,2,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,1,planned_sample,8,on,1522791298692.0,computerMouse,1532,2,exp
85,3,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,0,planned_sample,8,off,1522791300868.0,computerMouse,3700,2,exp
86,3,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,0,planned_sample,8,on,1522791301904.0,computerMouse,4746,2,exp
87,3,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,0,planned_sample,8,off,1522791303319.0,computerMouse,6100,2,exp
88,3,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,1,planned_sample,8,on,1522791305463.0,computerMouse,8305,2,exp
89,3,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,1,planned_sample,8,off,1522791306102.0,computerMouse,8937,2,exp
90,3,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,1,planned_sample,8,on,1522791312514.0,computerMouse,15267,2,exp
91,3,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,1,planned_sample,8,off,1522791312554.0,computerMouse,15367,2,exp
92,3,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,1,planned_sample,8,on,1522791314604.0,computerMouse,860,2,exp
93,4,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,0,planned_sample,8,off,1522791316269.0,computerMouse,2540,2,exp
94,4,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,1,planned_sample,8,on,1522791330186.0,computerMouse,16457,2,exp
95,4,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,1,planned_sample,8,off,1522791330267.0,computerMouse,16536,2,exp
96,4,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,1,planned_sample,8,on,1522791331841.0,computerMouse,643,2,exp
97,0,unscripted,True,mouseOverDistractor,1336-781ddb71-735d-4dfe-90de-9b2b85a89f15,1,planned_sample,5,on,1522791331873.0,roundBrush,1537,1,exp
98,0,unscripted,True,mouseOverDistractor,1336-781ddb71-735d-4dfe-90de-9b2b85a89f15,1,planned_sample,5,off,1522791332040.0,roundBrush,1705,1,exp
99,5,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,0,planned_sample,8,off,1522791333954.0,computerMouse,2757,2,exp
100,0,unscripted,True,mouseOverDistractor,1336-781ddb71-735d-4dfe-90de-9b2b85a89f15,1,planned_sample,5,on,1522791340907.0,roundBrush,10571,1,exp
101,0,unscripted,True,mouseOverDistractor,1336-781ddb71-735d-4dfe-90de-9b2b85a89f15,1,planned_sample,5,off,1522791341255.0,roundBrush,10921,1,exp
102,5,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,1,planned_sample,8,on,1522791354206.0,computerMouse,3923,2,exp
103,6,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,0,planned_sample,8,off,1522791355479.0,computerMouse,5057,2,exp
104,6,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,1,planned_sample,8,on,1522791373759.0,computerMouse,1225,2,exp
105,7,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,0,planned_sample,8,off,1522791376675.0,computerMouse,4200,2,exp
106,7,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,1,planned_sample,8,on,1522791411455.0,computerMouse,890,2,exp
107,7,unscripted,True,mouseOverDistractor,5183-23d8a846-f3f4-44ab-b616-40a98cb5ffbe,1,planned_sample,8,off,1522791413013.0,computerMouse,2452,2,exp
108,1,unscripted,True,mouseOverDistractor,3211-fbe14ddb-629f-462b-a888-1838770f3fa6,1,planned_sample,4,on,1522791437680.0,mediumMeasuringCup,13514,4,base
109,1,unscripted,True,mouseOverDistractor,3211-fbe14ddb-629f-462b-a888-1838770f3fa6,1,planned_sample,4,off,1522791437698.0,mediumMeasuringCup,13529,4,base
110,0,unscripted,True,mouseOverDistractor,1336-781ddb71-735d-4dfe-90de-9b2b85a89f15,2,planned_sample,6,on,1522791530282.0,boardEraser,2252,4,base
111,0,unscripted,True,mouseOverDistractor,1336-781ddb71-735d-4dfe-90de-9b2b85a89f15,2,planned_sample,6,off,1522791530298.0,boardEraser,2269,4,base
112,0,unscripted,True,mouseOverDistractor,1336-781ddb71-735d-4dfe-90de-9b2b85a89f15,1,planned_sample,4,on,1522791628214.0,mediumMeasuringCup,1891,6,exp
113,0,unscripted,True,mouseOverDistractor,1336-781ddb71-735d-4dfe-90de-9b2b85a89f15,1,planned_sample,4,off,1522791628480.0,mediumMeasuringCup,2160,6,exp
114,0,unscripted,True,mouseOverDistractor,3211-fbe14ddb-629f-462b-a888-1838770f3fa6,3,planned_sample,3,on,1522791635244.0,cassetteTape,851,7,exp
115,0,unscripted,True,mouseOverDistractor,1336-781ddb71-735d-4dfe-90de-9b2b85a89f15,1,planned_sample,4,on,1522791638395.0,mediumMeasuringCup,12076,6,exp
116,0,unscripted,True,mouseOverDistractor,1336-781ddb71-735d-4dfe-90de-9b2b85a89f15,1,planned_sample,4,off,1522791638411.0,mediumMeasuringCup,12093,6,exp
117,1,unscripted,True,mouseOverDistractor,3211-fbe14ddb-629f-462b-a888-1838770f3fa6,2,planned_sample,3,off,1522791640908.0,cassetteTape,6520,7,exp
118,0,unscripted,True,mouseOverDistractor,3211-fbe14ddb-629f-462b-a888-1838770f3fa6,3,planned_sample,3,on,1522791658097.0,cassetteTape,1253,7,exp
119,0,scripted,True,mouseOverDistractor,3785-62760656-7999-442d-9e6e-80d57f6997d3,1,planned_sample,5,on,1522791659272.0,roundBrush,1487,1,exp
120,1,scripted,True,mouseOverDistractor,3785-62760656-7999-442d-9e6e-80d57f6997d3,0,planned_sample,5,off,1522791659948.0,roundBrush,2163,1,exp
121,1,scripted,True,mouseOverDistractor,3785-62760656-7999-442d-9e6e-80d57f6997d3,0,planned_sample,5,on,1522791660325.0,roundBrush,2545,1,exp
122,1,scripted,True,mouseOverDistractor,3785-62760656-7999-442d-9e6e-80d57f6997d3,1,planned_sample,5,on,1522791663045.0,roundBrush,5266,1,exp
123,1,scripted,True,mouseOverDistractor,3785-62760656-7999-442d-9e6e-80d57f6997d3,1,planned_sample,5,off,1522791663075.0,roundBrush,5295,1,exp
124,0,scripted,True,mouseOverDistractor,7142-99a3e813-ddef-4df3-9ddc-64c9c196d33c,2,planned_sample,2,on,1522791780201.0,middleBlock,2975,2,exp
125,1,scripted,True,mouseOverDistractor,7142-99a3e813-ddef-4df3-9ddc-64c9c196d33c,1,planned_sample,2,off,1522791781475.0,middleBlock,4259,2,exp
126,1,scripted,True,mouseOverDistractor,7142-99a3e813-ddef-4df3-9ddc-64c9c196d33c,1,planned_sample,2,on,1522791782192.0,middleBlock,4877,2,exp
127,2,scripted,True,mouseOverDistractor,7142-99a3e813-ddef-4df3-9ddc-64c9c196d33c,0,planned_sample,2,off,1522791782873.0,middleBlock,5660,2,exp
128,2,scripted,True,mouseOverDistractor,7142-99a3e813-ddef-4df3-9ddc-64c9c196d33c,0,planned_sample,2,on,1522791783573.0,middleBlock,6361,2,exp
129,0,scripted,True,mouseOverDistractor,3785-62760656-7999-442d-9e6e-80d57f6997d3,3,planned_sample,3,on,1522791828561.0,cassetteTape,400,4,exp
130,1,scripted,True,mouseOverDistractor,3785-62760656-7999-442d-9e6e-80d57f6997d3,2,planned_sample,3,off,1522791829140.0,cassetteTape,980,4,exp
131,1,scripted,True,mouseOverDistractor,3785-62760656-7999-442d-9e6e-80d57f6997d3,2,planned_sample,3,on,1522791829525.0,cassetteTape,1368,4,exp
132,1,scripted,True,mouseOverDistractor,3785-62760656-7999-442d-9e6e-80d57f6997d3,2,planned_sample,3,off,1522791831715.0,cassetteTape,3560,4,exp
133,0,scripted,True,mouseOverDistractor,3369-af8a9aa6-2cc9-42b9-9c46-b8546a852c73,1,planned_sample,8,on,1522791866096.0,computerMouse,6689,3,exp
134,0,scripted,True,mouseOverDistractor,3369-af8a9aa6-2cc9-42b9-9c46-b8546a852c73,1,planned_sample,8,off,1522791866247.0,computerMouse,6839,3,exp
135,0,scripted,True,mouseOverDistractor,3369-af8a9aa6-2cc9-42b9-9c46-b8546a852c73,1,planned_sample,8,on,1522791868099.0,computerMouse,693,3,exp
136,1,scripted,True,mouseOverDistractor,3369-af8a9aa6-2cc9-42b9-9c46-b8546a852c73,0,planned_sample,8,off,1522791871673.0,computerMouse,4241,3,exp
137,1,scripted,True,mouseOverDistractor,3369-af8a9aa6-2cc9-42b9-9c46-b8546a852c73,0,planned_sample,8,on,1522791872966.0,computerMouse,5559,3,exp
138,1,scripted,True,mouseOverDistractor,3369-af8a9aa6-2cc9-42b9-9c46-b8546a852c73,0,planned_sample,8,off,1522791873467.0,computerMouse,6060,3,exp
139,0,scripted,True,mouseOverDistractor,3785-62760656-7999-442d-9e6e-80d57f6997d3,2,planned_sample,6,on,1522791878767.0,boardEraser,1312,5,exp
140,1,scripted,True,mouseOverDistractor,3369-af8a9aa6-2cc9-42b9-9c46-b8546a852c73,1,planned_sample,8,on,1522791884639.0,computerMouse,17225,3,exp
141,1,scripted,True,mouseOverDistractor,3369-af8a9aa6-2cc9-42b9-9c46-b8546a852c73,1,planned_sample,8,off,1522791884656.0,computerMouse,17242,3,exp
142,0,scripted,True,mouseOverDistractor,3369-af8a9aa6-2cc9-42b9-9c46-b8546a852c73,1,planned_sample,8,on,1522791888530.0,computerMouse,2814,3,exp
143,0,scripted,True,mouseOverDistractor,3369-af8a9aa6-2cc9-42b9-9c46-b8546a852c73,1,planned_sample,8,off,1522791888578.0,computerMouse,2864,3,exp
144,0,scripted,True,mouseOverDistractor,3647-5f962f11-31c0-4cd8-96e1-b9f5ac655d11,1,planned_sample,5,on,1522791890174.0,roundBrush,963,1,exp
145,1,scripted,True,mouseOverDistractor,3647-5f962f11-31c0-4cd8-96e1-b9f5ac655d11,0,planned_sample,5,off,1522791891700.0,roundBrush,2492,1,exp
146,1,scripted,True,mouseOverDistractor,3647-5f962f11-31c0-4cd8-96e1-b9f5ac655d11,0,planned_sample,5,on,1522791891800.0,roundBrush,2592,1,exp
147,1,scripted,True,mouseOverDistractor,3647-5f962f11-31c0-4cd8-96e1-b9f5ac655d11,0,planned_sample,5,off,1522791892607.0,roundBrush,3407,1,exp
148,1,scripted,True,mouseOverDistractor,3647-5f962f11-31c0-4cd8-96e1-b9f5ac655d11,0,planned_sample,5,on,1522791893086.0,roundBrush,3838,1,exp
149,1,scripted,True,mouseOverDistractor,3647-5f962f11-31c0-4cd8-96e1-b9f5ac655d11,1,planned_sample,5,on,1522791894368.0,roundBrush,5168,1,exp
150,0,scripted,True,mouseOverDistractor,3785-62760656-7999-442d-9e6e-80d57f6997d3,2,planned_sample,6,off,1522791912081.0,boardEraser,34623,5,exp
151,0,scripted,True,mouseOverDistractor,3785-62760656-7999-442d-9e6e-80d57f6997d3,2,planned_sample,6,on,1522791912388.0,boardEraser,34929,5,exp
152,1,scripted,True,mouseOverDistractor,3647-5f962f11-31c0-4cd8-96e1-b9f5ac655d11,1,planned_sample,5,off,1522791912717.0,roundBrush,23517,1,exp
153,0,scripted,True,mouseOverDistractor,3785-62760656-7999-442d-9e6e-80d57f6997d3,2,planned_sample,6,off,1522791912732.0,boardEraser,35162,5,exp
154,0,scripted,True,mouseOverDistractor,3785-62760656-7999-442d-9e6e-80d57f6997d3,2,planned_sample,6,on,1522791912734.0,boardEraser,35174,5,exp
155,0,scripted,True,mouseOverDistractor,3785-62760656-7999-442d-9e6e-80d57f6997d3,2,planned_sample,6,off,1522791912736.0,boardEraser,35199,5,exp
156,0,scripted,True,mouseOverDistractor,3785-62760656-7999-442d-9e6e-80d57f6997d3,2,planned_sample,6,on,1522791912738.0,boardEraser,35211,5,exp
157,1,scripted,True,mouseOverDistractor,3785-62760656-7999-442d-9e6e-80d57f6997d3,1,planned_sample,6,off,1522791912770.0,boardEraser,35314,5,exp
158,1,scripted,True,mouseOverDistractor,3785-62760656-7999-442d-9e6e-80d57f6997d3,2,planned_sample,6,on,1522791928466.0,boardEraser,51007,5,exp
159,1,scripted,True,mouseOverDistractor,3785-62760656-7999-442d-9e6e-80d57f6997d3,2,planned_sample,6,off,1522791928906.0,boardEraser,51447,5,exp
160,0,scripted,True,mouseOverDistractor,8008-3863a375-93c2-4672-b89f-7a9a4f35c72c,1,planned_sample,8,on,1522791932412.0,computerMouse,2508,3,exp
161,1,scripted,True,mouseOverDistractor,8008-3863a375-93c2-4672-b89f-7a9a4f35c72c,0,planned_sample,8,off,1522791933873.0,computerMouse,3969,3,exp
