iterationName	gameid	serverTime	condition	trialNum	instructionNum	targetObject	attemptNum	trialType	objectSet	critical	onOff	timeElapsed	eventType
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803002884	unscripted	2	1	computerMouse	0	exp	8	true	on	1377	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803003316	unscripted	2	1	computerMouse	0	exp	8	true	off	1809	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803004698	unscripted	2	1	computerMouse	0	exp	8	true	on	3191	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803004996	unscripted	2	1	computerMouse	0	exp	8	true	off	3489	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803005429	unscripted	2	1	computerMouse	0	exp	8	true	on	3922	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803006243	unscripted	2	0	computerMouse	1	exp	8	true	off	4740	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803006542	unscripted	2	0	computerMouse	1	exp	8	true	on	5036	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803007256	unscripted	2	0	computerMouse	1	exp	8	true	off	5752	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803050949	unscripted	2	1	computerMouse	1	exp	8	true	on	1788	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803050963	unscripted	2	1	computerMouse	1	exp	8	true	off	1805	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803053241	unscripted	2	1	computerMouse	1	exp	8	true	on	4085	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803053641	unscripted	2	1	computerMouse	1	exp	8	true	off	4484	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803089126	unscripted	2	1	computerMouse	2	exp	8	true	on	1486	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803089370	unscripted	2	1	computerMouse	2	exp	8	true	off	1737	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803121283	unscripted	2	1	computerMouse	3	exp	8	true	on	33653	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803121335	unscripted	2	1	computerMouse	3	exp	8	true	off	33702	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803125382	unscripted	2	1	computerMouse	3	exp	8	true	on	3044	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803127417	unscripted	2	1	computerMouse	3	exp	8	true	off	5073	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803205068	unscripted	2	1	computerMouse	4	exp	8	true	on	520	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803257502	unscripted	2	1	computerMouse	4	exp	8	true	off	52957	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803321419	unscripted	2	1	computerMouse	4	exp	8	true	on	116873	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803321846	unscripted	2	0	computerMouse	5	exp	8	true	off	117305	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803351955	unscripted	2	1	computerMouse	5	exp	8	true	on	2187	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803351996	unscripted	2	1	computerMouse	5	exp	8	true	off	2220	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803397084	unscripted	2	0	computerMouse	6	exp	8	true	on	47316	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803441152	unscripted	2	1	computerMouse	6	exp	8	true	on	91382	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803441249	unscripted	2	1	computerMouse	6	exp	8	true	off	91481	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803443717	unscripted	2	1	computerMouse	6	exp	8	true	on	1581	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803509067	unscripted	2	1	computerMouse	6	exp	8	true	off	66929	mouseOverDistractor
planned_sample	4737-d0d6e46d-fec1-4544-8808-42b048d873c2	1522803510928	unscripted	2	0	computerMouse	7	exp	8	true	on	68794	mouseOverDistractor
