iterationName	gameid	serverTime	condition	trialNum	instructionNum	targetObject	attemptNum	trialType	objectSet	critical	onOff	timeElapsed	eventType
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522803616754	unscripted	4	2	middleBlock	0	exp	2	true	on	3294	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522803616816	unscripted	4	2	middleBlock	0	exp	2	true	off	3361	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804223524	unscripted	6	1	computerMouse	0	exp	8	true	on	4506	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804223908	unscripted	6	1	computerMouse	0	exp	8	true	off	4897	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804223965	unscripted	6	1	computerMouse	0	exp	8	true	on	4947	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804224247	unscripted	6	0	computerMouse	1	exp	8	true	off	5230	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804225642	unscripted	6	0	computerMouse	1	exp	8	true	on	6627	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804227332	unscripted	6	1	computerMouse	1	exp	8	true	on	8316	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804270501	unscripted	6	1	computerMouse	1	exp	8	true	off	51490	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804270718	unscripted	6	1	computerMouse	1	exp	8	true	on	51706	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804272965	unscripted	6	1	computerMouse	1	exp	8	true	off	53941	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804272971	unscripted	6	1	computerMouse	1	exp	8	true	on	53957	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804274558	unscripted	6	1	computerMouse	1	exp	8	true	off	55543	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804274571	unscripted	6	1	computerMouse	1	exp	8	true	on	55560	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804277566	unscripted	6	1	computerMouse	1	exp	8	true	off	58549	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804277579	unscripted	6	1	computerMouse	1	exp	8	true	on	58567	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804282955	unscripted	6	1	computerMouse	1	exp	8	true	off	63943	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804286830	unscripted	6	1	computerMouse	1	exp	8	true	on	67817	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804286863	unscripted	6	1	computerMouse	1	exp	8	true	off	67852	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804286881	unscripted	6	1	computerMouse	1	exp	8	true	on	67867	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804289436	unscripted	6	1	computerMouse	1	exp	8	true	off	70424	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804290491	unscripted	6	1	computerMouse	1	exp	8	true	on	71477	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804292008	unscripted	6	1	computerMouse	1	exp	8	true	off	72993	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804302465	unscripted	6	1	computerMouse	1	exp	8	true	on	83448	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804302747	unscripted	6	1	computerMouse	1	exp	8	true	off	83732	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804302779	unscripted	6	1	computerMouse	1	exp	8	true	on	83765	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804303547	unscripted	6	1	computerMouse	1	exp	8	true	off	84534	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804316347	unscripted	6	1	computerMouse	1	exp	8	true	on	97330	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804316367	unscripted	6	1	computerMouse	1	exp	8	true	off	97343	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804316398	unscripted	6	1	computerMouse	1	exp	8	true	on	97381	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804317877	unscripted	6	1	computerMouse	1	exp	8	true	off	98862	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804320482	unscripted	6	1	computerMouse	1	exp	8	true	on	101468	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804320501	unscripted	6	1	computerMouse	1	exp	8	true	off	101484	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804320514	unscripted	6	1	computerMouse	1	exp	8	true	on	101500	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804321102	unscripted	6	1	computerMouse	1	exp	8	true	off	102088	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804321141	unscripted	6	1	computerMouse	1	exp	8	true	on	102123	mouseOverDistractor
planned_sample	3798-5cf37d03-ee23-4f68-849f-a54a1b0d87d3	1522804321601	unscripted	6	1	computerMouse	1	exp	8	true	off	102586	mouseOverDistractor
