iterationName	gameid	trialNum	serverTime	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	intendedName	clickedName	correct	condition	responseRT	eventType
planned_sample	7749-b663c3e3-47e9-454d-ad9a-2f2f0c9514b5	1	1522372340771	close	irrelevant	2	4	[wavy_black_triangle,spotted_blue_triangle,striped_red_square,wavy_black_star,wavy_red_star]	[1,3,2,1,3]	[3,2,3,2,3]	wavy_red_star	wavy_black_star	false	within	16656	clickedObj
planned_sample	7749-b663c3e3-47e9-454d-ad9a-2f2f0c9514b5	2	1522372362622	close	none	0	4	[spotted_green_triangle,checked_red_square,striped_green_star,wavy_green_star,striped_black_triangle]	[2,3,2,3,1]	[1,2,3,3,1]	striped_black_triangle	striped_black_triangle	true	within	4028	clickedObj
planned_sample	7749-b663c3e3-47e9-454d-ad9a-2f2f0c9514b5	3	1522372385365	far	irrelevant	1	2	[spotted_green_square,spotted_black_circle,spotted_black_triangle]	[1,3,2]	[1,3,1]	spotted_black_triangle	spotted_black_triangle	true	within	3128	clickedObj
planned_sample	7749-b663c3e3-47e9-454d-ad9a-2f2f0c9514b5	4	1522372416158	far	irrelevant	2	4	[checked_red_circle,striped_blue_square,wavy_blue_triangle,wavy_red_square,striped_green_star]	[1,2,3,2,3]	[3,3,3,1,1]	striped_green_star	striped_green_star	true	within	3903	clickedObj
planned_sample	7749-b663c3e3-47e9-454d-ad9a-2f2f0c9514b5	5	1522372434951	far	none	0	3	[striped_green_square,checked_blue_square,striped_black_circle,striped_blue_triangle]	[1,1,2,3]	[1,2,3,1]	striped_blue_triangle	striped_blue_triangle	true	within	3269	clickedObj
planned_sample	7749-b663c3e3-47e9-454d-ad9a-2f2f0c9514b5	6	1522372453977	close	irrelevant	1	2	[wavy_blue_star,wavy_red_triangle,checked_red_star]	[2,3,3]	[1,2,1]	checked_red_star	checked_red_star	true	within	2486	clickedObj
planned_sample	7749-b663c3e3-47e9-454d-ad9a-2f2f0c9514b5	7	1522372477743	close	none	0	2	[striped_blue_star,striped_green_triangle,striped_black_triangle]	[2,3,2]	[3,1,1]	striped_black_triangle	striped_black_triangle	true	within	1841	clickedObj
planned_sample	7749-b663c3e3-47e9-454d-ad9a-2f2f0c9514b5	8	1522372493519	far	none	0	4	[wavy_blue_triangle,checked_blue_circle,striped_blue_circle,spotted_blue_triangle,checked_green_star]	[3,1,3,3,2]	[3,2,1,2,1]	checked_green_star	checked_green_star	true	within	1914	clickedObj
planned_sample	7749-b663c3e3-47e9-454d-ad9a-2f2f0c9514b5	9	1522372513701	close	none	0	3	[striped_red_star,checked_red_triangle,checked_black_square,striped_black_triangle]	[3,3,1,3]	[1,2,2,3]	striped_black_triangle	striped_black_triangle	true	within	2358	clickedObj
planned_sample	7749-b663c3e3-47e9-454d-ad9a-2f2f0c9514b5	10	1522372538213	far	none	0	4	[checked_blue_triangle,striped_black_circle,wavy_green_triangle,wavy_green_circle,spotted_black_square]	[1,3,2,1,3]	[1,3,1,2,2]	spotted_black_square	spotted_black_square	true	within	2445	clickedObj
