iterationName	gameid	trialNum	serverTime	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	intendedName	clickedName	correct	condition	responseRT	eventType
planned_sample	2038-bf103984-52eb-4d60-8529-330c4ddc8159	1	1522368940881	close	irrelevant	1	4	[checked_green_triangle,striped_blue_triangle,checked_green_star,striped_green_square,spotted_blue_star]	[3,1,3,2,1]	[2,3,1,1,2]	spotted_blue_star	spotted_blue_star	true	within	1771	clickedObj
planned_sample	2038-bf103984-52eb-4d60-8529-330c4ddc8159	2	1522368958878	close	irrelevant	1	2	[spotted_blue_circle,striped_black_star,striped_red_circle]	[3,1,2]	[2,2,3]	striped_red_circle	striped_red_circle	true	within	3736	clickedObj
planned_sample	2038-bf103984-52eb-4d60-8529-330c4ddc8159	3	1522368975444	far	irrelevant	1	2	[striped_green_star,spotted_red_circle,striped_green_triangle]	[1,3,2]	[3,2,1]	striped_green_triangle	striped_green_triangle	true	within	5174	clickedObj
planned_sample	2038-bf103984-52eb-4d60-8529-330c4ddc8159	4	1522368993269	close	none	0	4	[wavy_green_square,striped_black_circle,checked_red_triangle,checked_black_star,striped_black_triangle]	[3,3,1,3,1]	[1,3,1,2,2]	striped_black_triangle	striped_black_triangle	true	within	6294	clickedObj
planned_sample	2038-bf103984-52eb-4d60-8529-330c4ddc8159	5	1522369009405	far	none	0	2	[striped_green_star,spotted_green_circle,spotted_green_triangle]	[3,1,2]	[3,2,3]	spotted_green_triangle	spotted_green_triangle	true	within	1517	clickedObj
planned_sample	2038-bf103984-52eb-4d60-8529-330c4ddc8159	6	1522369033515	far	irrelevant	1	4	[wavy_red_square,spotted_red_triangle,wavy_blue_square,checked_red_triangle,checked_black_circle]	[1,2,3,1,1]	[2,3,1,1,3]	checked_black_circle	checked_black_circle	true	within	2498	clickedObj
planned_sample	2038-bf103984-52eb-4d60-8529-330c4ddc8159	7	1522369054833	far	none	0	3	[striped_green_square,checked_green_square,striped_red_star,wavy_red_triangle]	[1,1,1,3]	[1,2,3,1]	wavy_red_triangle	wavy_red_triangle	true	within	1592	clickedObj
planned_sample	2038-bf103984-52eb-4d60-8529-330c4ddc8159	8	1522369075295	close	none	0	4	[spotted_green_square,spotted_blue_star,spotted_green_triangle,striped_blue_circle,striped_green_star]	[1,3,1,2,1]	[3,3,1,3,2]	striped_green_star	striped_green_star	true	within	2842	clickedObj
planned_sample	2038-bf103984-52eb-4d60-8529-330c4ddc8159	9	1522369093942	far	irrelevant	1	4	[spotted_green_triangle,spotted_green_star,striped_green_triangle,spotted_black_star,spotted_green_square]	[1,2,3,1,2]	[2,3,2,1,1]	spotted_green_square	spotted_green_square	true	within	3439	clickedObj
planned_sample	2038-bf103984-52eb-4d60-8529-330c4ddc8159	10	1522369113184	close	none	0	4	[wavy_red_triangle,wavy_black_circle,spotted_green_triangle,striped_red_square,checked_red_circle]	[3,1,3,3,1]	[1,1,3,2,2]	checked_red_circle	checked_red_circle	true	within	1191	clickedObj
planned_sample	2038-bf103984-52eb-4d60-8529-330c4ddc8159	11	1522369130949	far	none	0	3	[spotted_green_circle,wavy_red_triangle,spotted_blue_square,striped_green_star]	[2,1,2,1]	[1,3,3,2]	striped_green_star	striped_green_star	true	within	4324	clickedObj
planned_sample	2038-bf103984-52eb-4d60-8529-330c4ddc8159	12	1522369144577	close	irrelevant	2	3	[wavy_blue_star,wavy_blue_circle,striped_red_square,wavy_black_star]	[1,1,3,3]	[1,3,1,2]	wavy_black_star	wavy_black_star	true	within	4372	clickedObj
planned_sample	2038-bf103984-52eb-4d60-8529-330c4ddc8159	13	1522369152979	far	none	0	2	[spotted_red_circle,checked_blue_circle,spotted_green_triangle]	[3,2,1]	[1,1,1]	spotted_green_triangle	spotted_green_triangle	true	within	1578	clickedObj
planned_sample	2038-bf103984-52eb-4d60-8529-330c4ddc8159	14	1522369170995	close	irrelevant	2	4	[wavy_red_square,checked_red_square,spotted_black_circle,wavy_green_star,checked_green_star]	[1,3,1,1,2]	[2,3,3,1,3]	checked_green_star	checked_red_square	false	within	4654	clickedObj
planned_sample	2038-bf103984-52eb-4d60-8529-330c4ddc8159	15	1522369184285	far	irrelevant	1	3	[wavy_green_circle,spotted_green_square,wavy_black_triangle,checked_green_star]	[3,3,1,2]	[1,2,2,1]	checked_green_star	checked_green_star	true	within	2463	clickedObj
planned_sample	2038-bf103984-52eb-4d60-8529-330c4ddc8159	16	1522369199114	close	none	0	4	[wavy_green_triangle,striped_red_square,striped_green_circle,spotted_blue_square,striped_blue_circle]	[2,3,1,3,3]	[1,3,2,1,2]	striped_blue_circle	striped_blue_circle	true	within	1849	clickedObj
planned_sample	2038-bf103984-52eb-4d60-8529-330c4ddc8159	17	1522369206792	far	irrelevant	2	3	[striped_green_triangle,wavy_red_square,checked_green_star,spotted_red_circle]	[3,1,2,2]	[1,1,1,3]	spotted_red_circle	spotted_red_circle	true	within	1507	clickedObj
planned_sample	2038-bf103984-52eb-4d60-8529-330c4ddc8159	18	1522369221103	far	none	0	4	[striped_red_circle,wavy_blue_star,striped_blue_circle,striped_blue_square,wavy_blue_triangle]	[2,3,3,1,2]	[1,2,1,1,3]	wavy_blue_triangle	wavy_blue_triangle	true	within	6735	clickedObj
planned_sample	2038-bf103984-52eb-4d60-8529-330c4ddc8159	19	1522369233891	close	irrelevant	1	2	[striped_green_circle,wavy_black_triangle,checked_green_triangle]	[1,3,2]	[3,3,1]	checked_green_triangle	checked_green_triangle	true	within	1162	clickedObj
