close_0_textureshape_hidden,close_1_textureshape_hidden,close_2_textureshape_hidden,close_0_colorshape_hidden,close_1_colorshape_hidden,close_2_colorshape_hidden,close_0_shapeonly_hidden,close_1_shapeonly_hidden,close_2_shapeonly_hidden,far_0_diffshape_hidden,far_1_diffshape_hidden,far_2_diffshape_hidden,close_0_textureshape_visible,close_1_textureshape_visible,close_2_textureshape_visible,close_0_colorshape_visible,close_1_colorshape_visible,close_2_colorshape_visible,close_0_shapeonly_visible,close_1_shapeonly_visible,close_2_shapeonly_visible,far_0_diffshape_visible,far_1_diffshape_visible,far_2_diffshape_visible,prob,MCMCprob
2.463467392487521,2.4754283329657403,2.4814088127017313,2.4799584434125763,2.491067195935495,2.496621581081162,2.358719488847538,2.3754285297616637,2.3839903994357567,2.3414862318564045,2.357771555315156,2.3661136822317648,1.971142449143412,2.1457007100394048,2.2329799078931307,1.9998620888671925,2.1665669034965256,2.249919379637703,1.820191973619219,1.9882690362065212,2.1154118217177076,1.695235886154169,1.8123284770248564,1.8944800246492413,-3098.775054032367,-7.600902459542082
2.4771375123402404,2.4869875755244393,2.491912610163194,2.496274649049945,2.5052963469011402,2.5098071986365884,2.374609611181269,2.388380537396665,2.3954047100439615,2.360206278861541,2.3736887081666964,2.3805642750837968,1.9660836342101229,2.1419989633842302,2.2299566520123926,1.9998558365626666,2.166562491934975,2.2499158442776173,1.8178444101602336,1.9861917135613252,2.113698881289203,1.6918692158993327,1.8086229960498816,1.8905502540732244,-3097.4560672889565,-7.600902459542082
2.4802168694821107,2.489935148337846,2.4947942907717997,2.4962655225396566,2.505287620649284,2.50979867251103,2.3765961693917634,2.3902961226448927,2.397283360831829,2.36240531964693,2.3758228916001065,2.382664696626024,1.9713637282908771,2.1458627043253142,2.2331122162418984,1.9998391710635413,2.1665504567421925,2.24990612397958,1.820283951853312,1.9883508053698324,2.115480145685446,1.6953719550320812,1.8124795524256916,1.8946415558873848,-3097.7467838599755,-7.600902459542082
2.495293822427362,2.503185117746762,2.507130766339359,2.512142685048422,2.5194257151796333,2.5230672311105113,2.393083747793407,2.404267080525912,2.4099489129191056,2.381413127480912,2.392409125092762,2.397995024926965,1.969474162219271,2.1444811627434865,2.2319846712991573,1.9998231221597624,2.166538903547772,2.249896802722037,1.819403448187141,1.987570802977399,2.1148378678661386,1.6941082648864236,1.8110885178618514,1.8931672368838757,-3098.15543977307,-7.600902459542082
2.5107506862230355,2.5169777748171684,2.5200913193570957,2.5296373590570043,2.5353155577081696,2.5381546572561797,2.4103594786629055,2.419204683282346,2.423682840797771,2.401023637994469,2.40975176485973,2.41417028073759,1.9653217676265713,2.141441134556664,2.229500820467842,1.9997997330301023,2.1665220257576014,2.249883174631713,1.8174658142497253,1.9858571786982915,2.1134244694572453,1.6913333932015397,1.8080351685024418,1.8899288382280885,-3100.2046700631277,-7.600902459542082
2.509162680964431,2.5154352611187627,2.51857155144056,2.5296350950256827,2.5353133603446905,2.5381524932267054,2.409303222289685,2.4181740434973458,2.422665329321521,2.399892291964779,2.408644665089636,2.413075608041808,1.9625373036631837,2.1393994466553687,2.227830520605151,1.9997954433116476,2.166518927606315,2.249880672278191,1.8161653709864265,1.9847092339319268,2.1124756069999475,1.6894745981634247,1.805990382559609,1.8877580583480902,-3100.006068522124,-7.600902459542082
2.5104800346871654,2.516714859694018,2.5198322724406066,2.5296392743797713,2.5353174165939523,2.538156487923481,2.4101786363709157,2.4190280899052667,2.4235084250876193,2.400829632279028,2.4095617719532703,2.413982344698027,1.964846969596126,2.1410929175767897,2.2292158940145215,1.9998033638498465,2.166524647564357,2.2498852919343686,1.8172472110727615,1.9856633465554352,2.113263223949357,1.6910141274213029,1.8076816528703992,1.8895516375497836,-3100.149331450857,-7.600902459542082
2.5123392645768168,2.5185207292176686,2.521611461779178,2.5296428201695846,2.5353208579928244,2.5381598771267835,2.411415526919106,2.420234991139007,2.4246999545000993,2.402154720852603,2.4108584710926686,2.4152644907195517,1.9681249584529237,2.1434939250748277,2.231178410824213,1.9998100814456838,2.166529499365805,2.249889210822106,1.8187731427023417,1.9870125831771506,2.1143774644539888,1.6932022512984901,1.8100905249526185,1.8921084040036538,-3100.435929042039,-7.600902459542082
2.511219904154543,2.5174335170683166,2.5205403237675394,2.5296417577428523,2.535319826851076,2.5381588616275854,2.4106722325287686,2.419509757626965,2.42398397886475,2.401358486313023,2.410079337481947,2.4144941237475726,1.9661483736670946,2.1420466137575573,2.22999573624663,1.9998080684306694,2.1665280455008293,2.2498880365420746,1.8178544210482743,1.9862001882376175,2.1137070163981933,1.691885832110346,1.8086417598473616,1.8905713648092708,-3100.2575274723345,-7.600902459542082
2.510049778615506,2.516296916697869,2.5194204859826894,2.52964768323794,2.535325577835071,2.5381645253560876,2.4098964696078222,2.418752670435606,2.4232364632273398,2.400527259907218,2.4092657806427678,2.413689623607696,1.9640923677734057,2.1405395572724983,2.2287631544714173,1.9998192976001625,2.166536154959444,2.2498945861556257,1.816902646964133,1.985358889372272,2.113010745093089,1.6905176394483097,1.8071342530458636,1.8889692574432195,-3100.069547548432,-7.600902459542082
