close_0_textureshape_hidden,close_1_textureshape_hidden,close_2_textureshape_hidden,close_0_colorshape_hidden,close_1_colorshape_hidden,close_2_colorshape_hidden,close_0_shapeonly_hidden,close_1_shapeonly_hidden,close_2_shapeonly_hidden,far_0_diffshape_hidden,far_1_diffshape_hidden,far_2_diffshape_hidden,close_0_textureshape_visible,close_1_textureshape_visible,close_2_textureshape_visible,close_0_colorshape_visible,close_1_colorshape_visible,close_2_colorshape_visible,close_0_shapeonly_visible,close_1_shapeonly_visible,close_2_shapeonly_visible,far_0_diffshape_visible,far_1_diffshape_visible,far_2_diffshape_visible,prob,MCMCprob
1.9874824795394561,2.1454963700552736,2.2289690894776513,1.9875280928875703,2.145529252791348,2.228995738408193,1.829712748644964,1.989917092091629,2.110543626461258,1.714139473163693,1.8297130826778918,1.911352475671235,1.9874824795394561,2.1454963700552736,2.2289690894776513,1.9875280928875703,2.145529252791348,2.228995738408193,1.829712748644964,1.989917092091629,2.110543626461258,1.714139473163693,1.8297130826778918,1.911352475671235,-3581.0178722226688,-7.600902459542082
1.987471470579683,2.1454881305709352,2.2289624252965377,1.9875119606773324,2.1455173197149824,2.2289860807034168,1.8296994461147023,1.9899061090670427,2.110535850708302,1.7141287418424993,1.8297041836296701,1.911345699965179,1.987471470579683,2.1454881305709352,2.2289624252965377,1.9875119606773324,2.1455173197149824,2.2289860807034168,1.8296994461147023,1.9899061090670427,2.110535850708302,1.7141287418424993,1.8297041836296701,1.911345699965179,-3581.0662537222142,-7.600902459542082
1.987483020675309,2.1454965322971096,2.2289691210722777,1.9875198161168544,2.145523058246916,2.2289906183625647,1.8297094863778858,1.9899139928051566,2.110540887004386,1.7141339674972267,1.8297067357532044,1.9113455461542768,1.987483020675309,2.1454965322971096,2.2289691210722777,1.9875198161168544,2.145523058246916,2.2289906183625647,1.8297094863778858,1.9899139928051566,2.110540887004386,1.7141339674972267,1.8297067357532044,1.9113455461542768,-3581.02908206472,-7.600902459542082
1.9874743714878909,2.145490320793276,2.228964271942446,1.9875091606651174,2.145515400091593,2.228984596600966,1.829699130001219,1.989906128623793,2.1105362416720994,1.714130474260408,1.8297068520445885,1.9113491819078074,1.9874743714878909,2.145490320793276,2.228964271942446,1.9875091606651174,2.145515400091593,2.228984596600966,1.829699130001219,1.989906128623793,2.1105362416720994,1.714130474260408,1.8297068520445885,1.9113491819078074,-3581.0741945643936,-7.600902459542082
1.987451509295726,2.1454732406368526,2.228950199095913,1.9875080317459382,2.145513987447853,2.2289832210747025,1.829688607057584,1.9898964920039373,2.1105281439811168,1.7141152656112693,1.8296900753493812,1.9113315047862736,1.987451509295726,2.1454732406368526,2.228950199095913,1.9875080317459382,2.145513987447853,2.2289832210747025,1.829688607057584,1.9898964920039373,2.1105281439811168,1.7141152656112693,1.8296900753493812,1.9113315047862736,-3581.085447511425,-7.600902459542082
1.9874525447153566,2.145473883395843,2.2289506857269554,1.9875021887337394,2.1455096715777953,2.228979689147894,1.8296864379434423,1.9898945576334457,2.1105265818723247,1.714112500198078,1.8296871525945257,1.9113285384023968,1.9874525447153566,2.145473883395843,2.2289506857269554,1.9875021887337394,2.1455096715777953,2.228979689147894,1.8296864379434423,1.9898945576334457,2.1105265818723247,1.714112500198078,1.8296871525945257,1.9113285384023968,-3581.0950819948775,-7.600902459542082
1.9874564159345454,2.1454767251229363,2.2289529564940183,1.9875063391147556,2.1455127146796134,2.228982123199643,1.8296905138529405,1.9898978121510362,2.110528737239677,1.714115004212572,1.829688743125021,1.911329177331246,1.9874564159345454,2.1454767251229363,2.2289529564940183,1.9875063391147556,2.1455127146796134,2.228982123199643,1.8296905138529405,1.9898978121510362,2.110528737239677,1.714115004212572,1.829688743125021,1.911329177331246,-3581.0796261685437,-7.600902459542082
1.9874580974882377,2.145477826113238,2.2289537530022505,1.9875062990359635,2.1455125747043082,2.228981914116436,1.829691802684759,1.9898985047606375,2.1105287284154217,1.7141134129581834,1.8296857928741943,1.911325011274955,1.9874580974882377,2.145477826113238,2.2289537530022505,1.9875062990359635,2.1455125747043082,2.228981914116436,1.829691802684759,1.9898985047606375,2.1105287284154217,1.7141134129581834,1.8296857928741943,1.911325011274955,-3581.071581137122,-7.600902459542082
1.9874589667273606,2.145478057494802,2.2289537681064084,1.987491913993226,2.1455018093305602,2.2289730172503526,1.8296860920229963,1.9898930890997018,2.110523952879975,1.714103844171058,1.829674782322103,1.9113130072671103,1.9874589667273606,2.145478057494802,2.2289537681064084,1.987491913993226,2.1455018093305602,2.2289730172503526,1.8296860920229963,1.9898930890997018,2.110523952879975,1.714103844171058,1.829674782322103,1.9113130072671103,-3581.0912221140015,-7.600902459542082
1.987446238525743,2.1454687541466457,2.228946276216744,1.9874883585373144,2.145499118460586,2.2289708841637674,1.8296779078343266,1.989886487619135,2.1105194882070424,1.7140983439262472,1.8296709041870467,1.911310858434444,1.987446238525743,2.1454687541466457,2.228946276216744,1.9874883585373144,2.145499118460586,2.2289708841637674,1.8296779078343266,1.989886487619135,2.1105194882070424,1.7140983439262472,1.8296709041870467,1.911310858434444,-3581.115712135519,-7.600902459542082
