gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
8455-2,1453228370536,exp,0,6,0,0,director,"Move the banana up one space"
8455-2,1453228388518,exp,0,6,1,0,director,"Move the dollar bill one space to the right"
8455-2,1453228403517,exp,1,6,2,0,director,"Move the Erase one space up"
8455-2,1453228425879,exp,0,6,3,0,director,"Move the feather one space to the left"
8455-2,1453228436779,base,0,5,0,0,director,"Move the basketball one space down"
8455-2,1453228449670,base,1,5,1,0,director,"Move the hair brush one space to the left"
8455-2,1453228462832,base,0,5,2,0,director,"Move the headphones one space to the left"
8455-2,1453228475283,base,0,5,3,0,director,"Move the book one space to the right"
8455-2,1453228487167,base,0,1,0,0,director,"Move the airplane one space to the right"
8455-2,1453228500091,base,1,1,1,0,director,"Move the glasses one space to the right"
8455-2,1453228511522,base,0,1,2,0,director,"Move the barrel one space down"
8455-2,1453228523701,base,0,1,3,0,director,"Move the saxophone one space up"
8455-2,1453228536574,exp,0,3,0,0,director,"Move the scissors one space to the right"
8455-2,1453228549336,exp,0,3,1,0,director,"Move the knife one space down"
8455-2,1453228560664,exp,0,3,2,0,director,"Move the soap one space to the right"
8455-2,1453228576503,exp,1,3,3,0,director,"Move the cassette one space down"
8455-2,1453228586443,exp,0,7,0,0,director,"Move the magnet one space down"
8455-2,1453228595520,exp,0,7,1,0,director,"Move the handcuffs one space down"
8455-2,1453228611065,exp,0,7,2,0,director,"Move the PANDA bear one space down"
8455-2,1453228620529,exp,1,7,3,0,director,"Move the candle one space down"
8455-2,1453228630337,base,0,8,0,0,director,"Move the comb up"
8455-2,1453228639436,base,1,8,1,0,director,"Move the mouse up one space"
8455-2,1453228646132,base,0,8,2,0,director,"Move the pan up one space"
8455-2,1453228654512,base,0,8,3,0,director,"Move the piano one space to the left"
8455-2,1453228667561,exp,0,2,0,0,director,"Move the binoculars one space to the right"
8455-2,1453228679533,exp,0,2,1,0,director,"Move the wrench one space to the left"
8455-2,1453228693905,exp,1,2,2,0,director,"Move the block one space to the left"
8455-2,1453228707285,exp,0,2,3,0,director,"Move the mug one space to the right"
8455-2,1453228717013,base,0,4,0,0,director,"Move the carrot one space up"
8455-2,1453228727278,base,1,4,1,0,director,"Move the measuring cup one space down"
8455-2,1453228738203,base,0,4,2,0,director,"Move the water one space to the right"
8455-2,1453228749161,base,0,4,3,0,director,"Move the chair one space to the left"
