gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
3982-9,1453174371169,exp,0,6,0,0,director,"Move the banana one square up"
3982-9,1453174392064,exp,0,6,1,0,director,"Move the dollar bill to the right"
3982-9,1453174412056,exp,0,6,1,1,director,"move the dollar bill to the right"
3982-9,1453174432556,exp,1,6,2,0,director,"Move the Expo eraser one square up"
3982-9,1453174452537,exp,0,6,3,0,director,"Move the feather one square left"
3982-9,1453174466459,base,0,4,0,0,director,"Move the carrot one square up"
3982-9,1453174488608,base,1,4,1,0,director,"Move the glass cup measurer one square down"
3982-9,1453174521621,base,1,4,1,1,director,"the glass cup with the handle one square down"
3982-9,1453174536862,base,0,4,2,0,director,"Move the water bottle one square right"
3982-9,1453174553281,base,0,4,3,0,director,"Move the chair one square left"
3982-9,1453174567417,base,0,3,0,0,director,"Move the scissors one square right"
3982-9,1453174579519,base,0,3,1,0,director,"Move the knife one square down"
3982-9,1453174589731,base,0,3,2,0,director,"Move the soap one square left"
3982-9,1453174604236,base,1,3,3,0,director,"Move the cassette tape one square down"
3982-9,1453174619401,exp,0,5,0,0,director,"Move the basketball one square down"
3982-9,1453174632487,exp,1,5,1,0,director,"Move the hair brush one square left"
3982-9,1453174652476,exp,1,5,1,2,director,"Move the comb / hair brush one square left"
3982-9,1453174671853,exp,1,5,1,3,director,"The comb two square to the right of the ring"
3982-9,1453174682199,exp,1,5,1,3,director,"move that one square left"
3982-9,1453174700501,exp,0,5,2,0,director,"Move the headphones one square left"
3982-9,1453174713465,exp,0,5,3,0,director,"Move the red book one square right"
3982-9,1453174726445,base,0,7,0,0,director,"Move the magnet one square down"
3982-9,1453174738693,base,0,7,1,0,director,"Move the handcuffs one square down"
3982-9,1453174757505,base,0,7,2,0,director,"Move the panda toy one square down"
3982-9,1453174779242,base,1,7,3,0,director,"Move the red candle one square down"
3982-9,1453174794763,exp,0,2,0,0,director,"Move the binoculars one square right"
3982-9,1453174807741,exp,0,2,1,0,director,"Move the wrench one square left"
3982-9,1453174825062,exp,1,2,2,0,director,"Move the Blue square toy block one square left"
3982-9,1453174847813,exp,0,2,3,0,director,"Move the coffee mug one square right"
3982-9,1453174888423,exp,0,8,0,0,director,"Umm the pictures aren't loading so I have to describe it in a different way, hold on"
3982-9,1453174920342,exp,0,8,0,0,director,"Move the object beneath the upper left corner one square up"
3982-9,1453174984948,exp,1,8,1,0,director,"Okay the pictures and arrows aren't loading at all so try to make a move anywhere maybe to reset it"
3982-9,1453175013285,exp,1,8,1,7,director,"Hmm, yeah it's still not loading, weird"
3982-9,1453175032467,exp,1,8,1,10,director,"You'll eventually get it sorry"
3982-9,1453175051465,exp,0,8,2,0,director,"Yeah!  Good job"
3982-9,1453175060700,exp,0,8,2,0,director,"The pictures and arrows still aren't loading"
3982-9,1453175077864,exp,0,8,3,0,director,"I think this is the last set of pictures, so after this, it shoud be over"
3982-9,1453175144222,base,0,1,0,0,director,"Okay t's loaded"
3982-9,1453175151204,base,0,1,0,0,director,"Move the plane one square right"
3982-9,1453175165907,base,1,1,1,0,director,"Move the sunglasses one square right"
3982-9,1453175181342,base,0,1,2,0,director,"Move the barrel one square down"
3982-9,1453175193118,base,0,1,3,0,director,"Move the sax one square up"
