iterationName	gameid	serverTime	condition	trialNum	instructionNum	targetObject	attemptNum	trialType	objectSet	critical	targetDistance	distractorDistance	localTime	rawMouseX	rawMouseY	eventType
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069071	unscripted	1	0	carrot	0	exp	4	false	959	none	1522402069062	1204	1190	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069091	unscripted	1	0	carrot	0	exp	4	false	922	none	1522402069086	1178	1220	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069110	unscripted	1	0	carrot	0	exp	4	false	876	none	1522402069102	1140	1257	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069124	unscripted	1	0	carrot	0	exp	4	false	832	none	1522402069118	1107	1294	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069140	unscripted	1	0	carrot	0	exp	4	false	775	none	1522402069135	1069	1343	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069157	unscripted	1	0	carrot	0	exp	4	false	679	none	1522402069151	1010	1429	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069177	unscripted	1	0	carrot	0	exp	4	false	609	none	1522402069168	984	1496	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069190	unscripted	1	0	carrot	0	exp	4	false	571	none	1522402069185	972	1533	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069206	unscripted	1	0	carrot	0	exp	4	false	422	none	1522402069200	935	1679	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069222	unscripted	1	0	carrot	0	exp	4	false	346	none	1522402069218	920	1754	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069243	unscripted	1	0	carrot	0	exp	4	false	268	none	1522402069234	909	1832	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069255	unscripted	1	0	carrot	0	exp	4	false	227	none	1522402069251	901	1873	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069273	unscripted	1	0	carrot	0	exp	4	false	197	none	1522402069268	901	1903	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069289	unscripted	1	0	carrot	0	exp	4	false	174	none	1522402069284	898	1926	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069306	unscripted	1	0	carrot	0	exp	4	false	156	none	1522402069301	898	1944	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069322	unscripted	1	0	carrot	0	exp	4	false	148	none	1522402069318	898	1952	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069339	unscripted	1	0	carrot	0	exp	4	false	137	none	1522402069334	894	1963	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069356	unscripted	1	0	carrot	0	exp	4	false	130	none	1522402069351	890	1970	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069376	unscripted	1	0	carrot	0	exp	4	false	122	none	1522402069368	886	1978	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069392	unscripted	1	0	carrot	0	exp	4	false	109	none	1522402069385	875	1993	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069409	unscripted	1	0	carrot	0	exp	4	false	101	none	1522402069402	868	2004	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069423	unscripted	1	0	carrot	0	exp	4	false	90	none	1522402069417	860	2019	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069439	unscripted	1	0	carrot	0	exp	4	false	81	none	1522402069435	853	2034	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069456	unscripted	1	0	carrot	0	exp	4	false	72	none	1522402069451	853	2045	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069473	unscripted	1	0	carrot	0	exp	4	false	64	none	1522402069468	853	2056	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069490	unscripted	1	0	carrot	0	exp	4	false	55	none	1522402069484	853	2071	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069509	unscripted	1	0	carrot	0	exp	4	false	49	none	1522402069501	853	2083	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069523	unscripted	1	0	carrot	0	exp	4	false	44	none	1522402069518	857	2090	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069547	unscripted	1	0	carrot	0	exp	4	false	40	none	1522402069535	860	2098	updateMouse
pilot1	8166-0a174fd0-bd09-4021-8071-18790902b19f	1522402069557	unscripted	1	0	carrot	0	exp	4	false	32	none	1522402069551	868	2105	updateMouse
