iterationName	gameid	trialNum	serverTime	targetDistance	distractorDistance	localTime	rawMouseX	rawMouseY	eventType
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088221	845	none	1522355088623	909	896	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088233	806	none	1522355088637	930	929	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088247	736	none	1522355088653	985	974	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088265	653	none	1522355088670	1055	1021	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088286	559	none	1522355088686	1133	1078	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088298	453	none	1522355088702	1214	1148	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088321	342	none	1522355088717	1287	1232	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088332	218	none	1522355088736	1368	1326	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088347	165	none	1522355088752	1404	1365	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088363	132	none	1522355088769	1422	1393	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088383	124	none	1522355088786	1428	1398	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088397	122	none	1522355088803	1428	1401	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088529	118	none	1522355088932	1428	1406	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088543	116	none	1522355088949	1428	1409	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088567	108	none	1522355088966	1428	1419	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088579	93	none	1522355088983	1428	1440	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088595	83	none	1522355088999	1428	1458	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088611	78	none	1522355089015	1428	1469	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088629	75	none	1522355089032	1428	1479	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088645	71	none	1522355089048	1430	1487	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088659	67	none	1522355089065	1433	1492	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088681	59	none	1522355089082	1441	1500	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	1	1522355088693	59	none	1522355089099	1441	1503	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	2	1522355096461	851	none	1522355096858	901	903	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	2	1522355097749	847	none	1522355098149	901	898	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	2	1522355097762	842	none	1522355098166	899	893	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	2	1522355097800	658	none	1522355098206	784	747	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	2	1522355097814	599	none	1522355098218	742	705	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	2	1522355097830	550	none	1522355098236	711	666	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	2	1522355097848	500	none	1522355098254	675	632	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	2	1522355097904	371	none	1522355098309	578	546	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	2	1522355097934	279	none	1522355098336	510	484	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	2	1522355097946	247	none	1522355098352	484	466	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	2	1522355097963	218	none	1522355098369	461	447	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	2	1522355097981	192	none	1522355098387	440	432	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	2	1522355097996	170	none	1522355098403	417	424	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	2	1522355098015	144	none	1522355098419	393	411	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	2	1522355098036	122	none	1522355098436	370	400	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	2	1522355098060	100	none	1522355098465	351	387	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	2	1522355098076	86	none	1522355098482	333	380	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	2	1522355098094	75	none	1522355098499	323	372	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	2	1522355098117	67	none	1522355098516	310	367	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	2	1522355098129	61	none	1522355098533	307	361	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	2	1522355098142	59	none	1522355098549	305	359	updateMouse
pilot0	9600-d9162640-3d69-4aef-9ca1-f50d5d58b7e2	2	1522355098403	61	none	1522355098806	305	361	updateMouse
