iterationName	gameid	serverTime	condition	trialNum	instructionNum	targetObject	attemptNum	trialType	objectSet	critical	targetDistance	distractorDistance	localTime	rawMouseX	rawMouseY	eventType
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694176850	unscripted	1	0	banana	0	base	6	false	941	none	1522694176840	1210	1194	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694176870	unscripted	1	0	banana	0	base	6	false	923	none	1522694176860	1226	1202	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694176887	unscripted	1	0	banana	0	base	6	false	893	none	1522694176877	1253	1214	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694176902	unscripted	1	0	banana	0	base	6	false	856	none	1522694176894	1289	1225	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694176921	unscripted	1	0	banana	0	base	6	false	814	none	1522694176911	1328	1241	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694176935	unscripted	1	0	banana	0	base	6	false	759	none	1522694176927	1380	1257	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694176954	unscripted	1	0	banana	0	base	6	false	655	none	1522694176944	1482	1281	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694176969	unscripted	1	0	banana	0	base	6	false	580	none	1522694176960	1558	1293	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694176996	unscripted	1	0	banana	0	base	6	false	522	none	1522694176976	1617	1301	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177003	unscripted	1	0	banana	0	base	6	false	458	none	1522694176994	1680	1316	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177022	unscripted	1	0	banana	0	base	6	false	404	none	1522694177010	1732	1332	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177035	unscripted	1	0	banana	0	base	6	false	366	none	1522694177026	1767	1348	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177053	unscripted	1	0	banana	0	base	6	false	333	none	1522694177043	1795	1364	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177071	unscripted	1	0	banana	0	base	6	false	300	none	1522694177061	1826	1376	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177090	unscripted	1	0	banana	0	base	6	false	270	none	1522694177077	1854	1387	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177104	unscripted	1	0	banana	0	base	6	false	240	none	1522694177094	1882	1399	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177119	unscripted	1	0	banana	0	base	6	false	214	none	1522694177110	1905	1411	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177145	unscripted	1	0	banana	0	base	6	false	192	none	1522694177127	1925	1419	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177155	unscripted	1	0	banana	0	base	6	false	178	none	1522694177144	1937	1427	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177169	unscripted	1	0	banana	0	base	6	false	155	none	1522694177160	1957	1439	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177185	unscripted	1	0	banana	0	base	6	false	137	none	1522694177177	1973	1447	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177208	unscripted	1	0	banana	0	base	6	false	124	none	1522694177194	1984	1455	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177223	unscripted	1	0	banana	0	base	6	false	105	none	1522694177210	2000	1467	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177247	unscripted	1	0	banana	0	base	6	false	90	none	1522694177226	2012	1478	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177252	unscripted	1	0	banana	0	base	6	false	76	none	1522694177244	2024	1490	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177276	unscripted	1	0	banana	0	base	6	false	64	none	1522694177260	2036	1502	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177286	unscripted	1	0	banana	0	base	6	false	57	none	1522694177277	2044	1514	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177303	unscripted	1	0	banana	0	base	6	false	54	none	1522694177293	2052	1526	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177328	unscripted	1	0	banana	0	base	6	false	50	none	1522694177310	2060	1530	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177342	unscripted	1	0	banana	0	base	6	false	50	none	1522694177327	2067	1538	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177356	unscripted	1	0	banana	0	base	6	false	51	none	1522694177343	2071	1542	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177371	unscripted	1	0	banana	0	base	6	false	50	none	1522694177360	2079	1546	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177383	unscripted	1	0	banana	0	base	6	false	49	none	1522694177376	2083	1546	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177402	unscripted	1	0	banana	0	base	6	false	52	none	1522694177393	2083	1550	updateMouse
pilot1	2624-f46d1de3-64dc-41a5-b5b1-a52c6e52665c	1522694177419	unscripted	1	0	banana	0	base	6	false	51	none	1522694177410	2087	1550	updateMouse
