gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
8136-9,1453321476957,exp,0,7,0,0,director,"move the magnet down one spot"
8136-9,1453321492141,exp,0,7,1,0,director,"move the cuffs down one spot"
8136-9,1453321510090,exp,0,7,2,0,director,"move the bear down one spot"
8136-9,1453321524059,exp,1,7,3,0,director,"move the red candle down one spot"
8136-9,1453321539641,base,0,8,0,0,director,"move the comb up one spot"
8136-9,1453321552178,base,1,8,1,0,director,"move the mouse up one spot"
8136-9,1453321564626,base,0,8,2,0,director,"move the pan up one spot"
8136-9,1453321582375,base,0,8,3,0,director,"move the piano one spot to the left"
8136-9,1453321598172,base,0,1,0,0,director,"move the plane one spot to the right"
8136-9,1453321616726,base,1,1,1,0,director,"move the glasses one spot to the right"
8136-9,1453321637893,base,0,1,2,0,director,"move the barrel down one spot"
8136-9,1453321659206,base,0,1,3,0,director,"move the instrument up one spot"
8136-9,1453321673056,exp,0,5,0,0,director,"move the ball down one spot"
8136-9,1453321694020,exp,1,5,1,0,director,"move the comb one spot to the left"
8136-9,1453321715976,exp,1,5,1,0,matcher,"i don't see a comb just a red or brown brush"
8136-9,1453321728164,exp,1,5,1,0,director,"brown brush"
8136-9,1453321750748,exp,0,5,2,0,director,"move the headphones one spot to the left"
8136-9,1453321770610,exp,0,5,3,0,director,"move the red book one spot to the right"
8136-9,1453321806239,exp,0,2,0,0,matcher,"i don't see a red book"
8136-9,1453321823445,exp,0,2,0,0,director,"am i supposed to be saying the object name or describing it"
8136-9,1453321828125,exp,0,2,0,0,matcher,"is it beside something?"
8136-9,1453321843603,exp,0,2,0,0,director,"move the binoculars one spot to the right"
8136-9,1453321858044,exp,0,2,1,0,director,"move the tool one spot to the left"
8136-9,1453321886178,exp,1,2,2,0,director,"move the b cube one spot to the left"
8136-9,1453321900426,exp,0,2,3,0,director,"move the mug one spot to the right"
8136-9,1453321914788,base,0,4,0,0,director,"move the veggie one spot up"
8136-9,1453321936885,base,1,4,1,0,director,"move the measuring cup one down"
8136-9,1453321967970,base,0,4,2,0,director,"move the bottle one to the right"
8136-9,1453321984700,base,0,4,3,0,director,"move chair one to the left"
8136-9,1453321999743,exp,0,6,0,0,director,"move fruit one up"
8136-9,1453322011084,exp,0,6,1,0,director,"move cash one right"
8136-9,1453322022098,exp,1,6,2,0,director,"move eraser one up"
8136-9,1453322042279,exp,1,6,2,2,director,"blackboard eraser"
8136-9,1453322055969,exp,0,6,3,0,director,"move feather one left"
8136-9,1453322072839,base,0,3,0,0,director,"move scissors one right"
8136-9,1453322081398,base,0,3,1,0,director,"move knife one down"
8136-9,1453322093534,base,0,3,2,0,director,"move soap one left"
8136-9,1453322104526,base,1,3,3,0,director,"move cassette one down"
