gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
8740-0,1453321800194,base,0,3,0,0,director,"scissors right"
8740-0,1453321815154,base,0,3,1,0,director,"knife down"
8740-0,1453321832686,base,0,3,2,0,director,"soap left"
8740-0,1453321840159,base,1,3,3,0,director,"cassette down"
8740-0,1453321865201,exp,0,7,0,0,director,"red magnet down"
8740-0,1453321876248,exp,0,7,1,0,director,"handcuffs down"
8740-0,1453321892952,exp,0,7,2,0,director,"panda stuffed animal down"
8740-0,1453321904968,exp,1,7,3,0,director,"lit candle down"
8740-0,1453321920655,exp,1,7,3,1,director,"red lit candle down*"
8740-0,1453321947339,exp,0,8,0,0,director,"brown hair comb up"
8740-0,1453321957506,exp,1,8,1,0,director,"silver mouse up"
8740-0,1453321978750,exp,0,8,2,0,director,"black pan griddle up"
8740-0,1453321990514,exp,0,8,3,0,director,"grand piano left"
8740-0,1453322003072,base,0,2,0,0,director,"binoculars right"
8740-0,1453322016828,base,0,2,1,0,director,"silver wrench left"
8740-0,1453322028213,base,1,2,2,0,director,"toy block left"
8740-0,1453322042050,base,0,2,3,0,director,"mug of coffee right"
8740-0,1453322051691,exp,0,6,0,0,director,"banana up"
8740-0,1453322062379,exp,0,6,1,0,director,"dollar bill right"
8740-0,1453322073294,exp,1,6,2,0,director,"expo eraser up"
8740-0,1453322093656,exp,0,6,3,0,director,"grey feather left"
8740-0,1453322105477,base,0,1,0,0,director,"plane picture right"
8740-0,1453322119042,base,1,1,1,0,director,"black sunglasses right"
8740-0,1453322130462,base,0,1,2,0,director,"grey barrel down"
8740-0,1453322141925,base,0,1,3,0,director,"silver sax up"
8740-0,1453322152178,exp,0,5,0,0,director,"basketball down"
8740-0,1453322162357,exp,1,5,1,0,director,"hair curler left"
8740-0,1453322178283,exp,0,5,2,0,director,"orange black headphones left"
8740-0,1453322188140,exp,0,5,3,0,director,"red book right"
8740-0,1453322194649,base,0,4,0,0,director,"carrot up"
8740-0,1453322204623,base,1,4,1,0,director,"pyrex measuring cup down"
8740-0,1453322214719,base,0,4,2,0,director,"blue plastic bottle righty"
8740-0,1453322217032,base,0,4,2,0,director,"right*"
8740-0,1453322241119,base,0,4,3,0,director,"wooden chair left"
