gameid, time, condition, critical, objectSet, instructionNum, attemptNum, sender, contents
5535-6,1453327743627,base,0,1,0,0,director,"Move airplane to the right one space"
5535-6,1453327757242,base,1,1,1,0,director,"Move sunglasses to the right one space"
5535-6,1453327769537,base,0,1,2,0,director,"Move barrel down one space"
5535-6,1453327780225,base,0,1,3,0,director,"Move sax up one space"
5535-6,1453327791399,exp,0,8,0,0,director,"Move comb up one space"
5535-6,1453327800567,exp,1,8,1,0,director,"Move mouse up one space"
5535-6,1453327817152,exp,0,8,2,0,director,"Move pan up one space"
5535-6,1453327826808,exp,0,8,3,0,director,"Move piano left one space"
5535-6,1453327837903,exp,0,4,0,0,director,"Move carrot up one space"
5535-6,1453327860390,exp,1,4,1,0,director,"Move measuring cup down one space to corner"
5535-6,1453327872573,exp,0,4,2,0,director,"Move water bottle right one space"
5535-6,1453327881148,exp,0,4,3,0,director,"Move chair left one space"
5535-6,1453327891446,base,0,2,0,0,director,"Move binoculars right one space"
5535-6,1453327903771,base,0,2,1,0,director,"Move wrench left one space"
5535-6,1453327913844,base,1,2,2,0,director,"Move block left one space"
5535-6,1453327922349,base,0,2,3,0,director,"Move mug right one space"
5535-6,1453327930651,exp,0,6,0,0,director,"Move banana up one space"
5535-6,1453327938851,exp,0,6,1,0,director,"Move dollar right one space"
5535-6,1453327952577,exp,1,6,2,0,director,"Move Expo up one space"
5535-6,1453327960672,exp,0,6,3,0,director,"Move feather left one space"
5535-6,1453327970577,exp,0,5,0,0,director,"Move basketball down one space"
5535-6,1453327980312,exp,1,5,1,0,director,"Move brush left one space"
5535-6,1453327990960,exp,0,5,2,0,director,"Move headphones left one space"
5535-6,1453328000040,exp,0,5,3,0,director,"Move book right one space"
5535-6,1453328009120,base,0,3,0,0,director,"Move scissors right one space"
5535-6,1453328017240,base,0,3,1,0,director,"Move knife down one space"
5535-6,1453328026335,base,0,3,2,0,director,"Move soap left one space"
5535-6,1453328034207,base,1,3,3,0,director,"Move tape down one space"
5535-6,1453328043925,base,0,7,0,0,director,"Move magnet down one space"
5535-6,1453328053485,base,0,7,1,0,director,"Move cuffs down one space"
5535-6,1453328062765,base,0,7,2,0,director,"Move panda down one space"
5535-6,1453328070587,base,1,7,3,0,director,"Move candle down one space"
