context	occlusions	numObjsOccluded	numDistractors	iterationName	gameid	time	intendedName	trialNum	text	role	timeFromRoundStart	eventType
close	irrelevant	2	4	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504742721	wavy_green_square	1	right top corner 	speaker	9694	chatMessage
far	none	0	3	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504770156	wavy_green_triangle	2	left top corner 	speaker	5531	chatMessage
close	critical	2	4	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504788704	spotted_black_square	3	left top corner 	speaker	5043	chatMessage
far	none	0	2	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504808732	wavy_red_star	4	right middle box 	speaker	7152	chatMessage
far	none	0	3	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504828068	striped_green_circle	5	middle bottom box 	speaker	5098	chatMessage
close	none	0	4	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504843598	wavy_blue_square	6	top left corner 	speaker	3504	chatMessage
far	irrelevant	2	4	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504862336	striped_red_circle	7	left top corner 	speaker	4812	chatMessage
far	none	0	2	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504885044	striped_red_star	8	left middle box 	speaker	11843	chatMessage
close	irrelevant	2	4	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504900492	striped_green_triangle	9	right middle box 	speaker	5701	chatMessage
far	none	0	2	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504914437	striped_green_square	10	left top box 	speaker	3887	chatMessage
close	none	0	3	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504935723	spotted_red_circle	11	left bottom box 	speaker	5245	chatMessage
far	irrelevant	1	3	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504955189	wavy_blue_triangle	12	right bottom box 	speaker	7611	chatMessage
close	none	0	3	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504968332	checked_blue_circle	13	right top box 	speaker	4673	chatMessage
close	none	0	2	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521504981684	spotted_green_triangle	14	left top box 	speaker	3676	chatMessage
close	irrelevant	1	2	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521505008660	spotted_black_star	15	right bottom box 	speaker	8437	chatMessage
far	irrelevant	2	3	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521505021217	spotted_green_circle	16	right top box 	speaker	3905	chatMessage
far	irrelevant	1	3	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521505038068	checked_red_star	17	left top box 	speaker	8827	chatMessage
far	irrelevant	2	4	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521505052856	wavy_green_square	18	right middle box 	speaker	5674	chatMessage
close	none	0	3	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521505068019	striped_blue_star	19	left bottom box 	speaker	5028	chatMessage
close	critical	2	3	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521505081727	wavy_green_circle	20	right top box 	speaker	3805	chatMessage
close	critical	1	2	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521505093645	wavy_red_star	21	right bottom box 	speaker	3907	chatMessage
close	none	0	4	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521505105676	checked_green_triangle	22	right top box 	speaker	4431	chatMessage
far	irrelevant	1	3	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521505119610	striped_black_star	23	right middle box 	speaker	1937	chatMessage
far	none	0	2	pilot0	0180-a541e54c-5dea-4d06-9a21-9b842316eb59	1521505134196	spotted_red_star	24	right top box 	speaker	6085	chatMessage
