iterationName	gameid	trialNum	serverTime	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	occlusion1	occlusion2	clickedHiddenObj	intendedName	clickedName	correct	condition	responseRT	eventType
pilot1	6715-feda2b83-6d4e-4f34-82a7-fabf2812e585	1	1578454451415	far	irrelevant	1	3	[checked_green_square,spotted_green_triangle,striped_blue_star,wavy_blue_circle]	[3,3,2,1]	[1,3,3,1]	[2,3]	[1,2]	false	wavy_blue_circle	wavy_blue_circle	true	scripted	68553	clickedObj
pilot1	6715-feda2b83-6d4e-4f34-82a7-fabf2812e585	2	1578454461646	far	irrelevant	1	2	[striped_green_triangle,spotted_green_triangle,spotted_black_circle]	[3,2,3]	[3,1,1]	[2,1]	[1,1]	false	spotted_black_circle	spotted_black_circle	true	scripted	2363	clickedObj
pilot1	6715-feda2b83-6d4e-4f34-82a7-fabf2812e585	3	1578454469575	far	irrelevant	1	3	[striped_blue_circle,striped_green_square,spotted_red_star,spotted_green_triangle]	[1,2,3,3]	[1,1,2,3]	[2,1]	[2,3]	false	spotted_green_triangle	spotted_green_triangle	true	scripted	1760	clickedObj
pilot1	6715-feda2b83-6d4e-4f34-82a7-fabf2812e585	4	1578454475910	close	irrelevant	1	4	[striped_green_star,striped_black_star,striped_green_triangle,wavy_blue_circle,checked_black_triangle]	[3,2,1,2,3]	[1,1,1,3,3]	[2,3]	[3,2]	false	checked_black_triangle	checked_black_triangle	true	scripted	1792	clickedObj
pilot1	6715-feda2b83-6d4e-4f34-82a7-fabf2812e585	5	1578454484214	close	critical	1	2	[striped_blue_circle,checked_red_triangle,spotted_red_triangle]	[2,3,3]	[3,2,3]	[3,2]	[2,1]	false	spotted_red_triangle	spotted_red_triangle	true	scripted	3217	clickedObj
pilot1	6715-feda2b83-6d4e-4f34-82a7-fabf2812e585	6	1578454492977	far	irrelevant	1	4	[wavy_black_square,checked_green_circle,checked_red_circle,spotted_red_circle,wavy_black_triangle]	[1,1,3,3,1]	[2,3,1,2,1]	[1,2]	[3,3]	false	wavy_black_triangle	wavy_black_triangle	true	scripted	3505	clickedObj
pilot1	6715-feda2b83-6d4e-4f34-82a7-fabf2812e585	7	1578454498558	far	irrelevant	1	2	[striped_blue_star,spotted_green_star,spotted_black_circle]	[3,1,1]	[1,2,1]	[1,2]	[2,1]	false	spotted_black_circle	spotted_black_circle	true	scripted	1184	clickedObj
pilot1	6715-feda2b83-6d4e-4f34-82a7-fabf2812e585	8	1578454506097	close	irrelevant	1	3	[wavy_black_triangle,wavy_blue_square,striped_black_star,striped_red_triangle]	[1,1,3,2]	[3,2,1,3]	[3,1]	[1,1]	false	striped_red_triangle	striped_red_triangle	true	scripted	1441	clickedObj
pilot1	6715-feda2b83-6d4e-4f34-82a7-fabf2812e585	9	1578454511719	close	irrelevant	1	4	[checked_blue_circle,striped_red_triangle,wavy_red_circle,checked_black_star,checked_blue_triangle]	[3,2,1,3,3]	[3,1,2,2,1]	[1,2]	[1,3]	false	checked_blue_triangle	checked_blue_triangle	true	scripted	1384	clickedObj
pilot1	6715-feda2b83-6d4e-4f34-82a7-fabf2812e585	10	1578454518558	far	irrelevant	1	4	[checked_red_square,wavy_red_triangle,wavy_red_star,spotted_blue_triangle,checked_green_circle]	[3,2,1,3,2]	[2,3,1,3,1]	[2,3]	[3,1]	false	checked_green_circle	checked_green_circle	true	scripted	2120	clickedObj
pilot1	6715-feda2b83-6d4e-4f34-82a7-fabf2812e585	11	1578454526035	far	irrelevant	1	4	[spotted_green_square,checked_blue_triangle,wavy_red_square,checked_green_square,wavy_black_circle]	[1,1,1,3,2]	[3,1,2,3,3]	[3,3]	[3,1]	false	wavy_black_circle	wavy_black_circle	true	scripted	1344	clickedObj
