iterationName	gameid	trialNum	serverTime	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	occlusion1	occlusion2	clickedHiddenObj	intendedName	clickedName	correct	condition	responseRT	eventType
3]	false	wavy_red_triangle	wavy_red_triangle	true	scripted	1479	clickedObj
pilot1	5628-68253093-dbfe-44de-89d8-5cbb37de62b6	2	1578453469597	close	irrelevant	1	3	[spotted_green_star,checked_blue_square,wavy_black_triangle,spotted_red_square]	[1,1,3,2]	[2,1,1,1]	[1,2]	[2,3]	false	spotted_red_square	spotted_red_square	true	scripted	1344	clickedObj
pilot1	5628-68253093-dbfe-44de-89d8-5cbb37de62b6	3	1578453475925	far	irrelevant	2	3	[spotted_blue_circle,striped_blue_circle,checked_red_star,spotted_blue_square]	[3,1,3,1]	[1,1,2,2]	[1,1]	[3,2]	false	spotted_blue_square	spotted_blue_square	true	scripted	1472	clickedObj
pilot1	5628-68253093-dbfe-44de-89d8-5cbb37de62b6	4	1578453482403	far	irrelevant	1	4	[wavy_green_triangle,checked_black_triangle,checked_green_star,striped_blue_triangle,striped_green_circle]	[1,3,3,2,3]	[3,2,1,1,3]	[1,3]	[2,3]	false	striped_green_circle	striped_green_circle	true	scripted	1296	clickedObj
pilot1	5628-68253093-dbfe-44de-89d8-5cbb37de62b6	5	1578453487876	far	irrelevant	2	4	[wavy_green_star,spotted_green_square,striped_blue_square,wavy_green_square,striped_green_triangle]	[1,3,1,2,2]	[1,3,3,3,1]	[3,3]	[1,3]	false	striped_green_triangle	striped_green_triangle	true	scripted	1320	clickedObj
pilot1	5628-68253093-dbfe-44de-89d8-5cbb37de62b6	6	1578453494153	close	critical	1	2	[spotted_black_star,wavy_black_square,wavy_black_star]	[1,1,2]	[3,2,3]	[1,3]	[3,3]	false	wavy_black_star	wavy_black_star	true	scripted	1544	clickedObj
pilot1	5628-68253093-dbfe-44de-89d8-5cbb37de62b6	7	1578453500357	far	irrelevant	1	2	[spotted_black_star,wavy_red_square,checked_red_triangle]	[3,1,2]	[1,1,1]	[1,1]	[2,3]	false	checked_red_triangle	checked_red_triangle	true	scripted	1160	clickedObj
pilot1	5628-68253093-dbfe-44de-89d8-5cbb37de62b6	8	1578453505913	close	critical	2	4	[spotted_red_star,wavy_black_circle,spotted_black_circle,spotted_red_square,spotted_blue_square]	[1,3,3,3,1]	[2,3,1,2,3]	[3,3]	[3,2]	false	spotted_blue_square	spotted_blue_square	true	scripted	1368	clickedObj
pilot1	5628-68253093-dbfe-44de-89d8-5cbb37de62b6	9	1578453511662	close	irrelevant	2	3	[spotted_red_circle,wavy_blue_star,spotted_green_square,spotted_blue_star]	[3,3,2,1]	[2,3,3,2]	[3,2]	[2,3]	false	spotted_blue_star	spotted_blue_star	true	scripted	1136	clickedObj
pilot1	5628-68253093-dbfe-44de-89d8-5cbb37de62b6	10	1578453518737	close	irrelevant	2	4	[checked_blue_triangle,striped_green_star,spotted_red_circle,striped_blue_star,checked_green_circle]	[1,3,3,2,3]	[3,3,1,3,2]	[1,3]	[3,3]	false	checked_green_circle	checked_green_circle	true	scripted	2064	clickedObj
