iterationName	gameid	trialNum	serverTime	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	intendedName	clickedName	correct	condition	responseRT	eventType
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	1	1522369275532	far	irrelevant	1	2	[wavy_black_triangle,wavy_black_circle,checked_black_star]	[1,3,2]	[1,3,3]	checked_black_star	checked_black_star	true	within	3432	clickedObj
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	2	1522369295074	far	irrelevant	1	3	[striped_green_star,checked_black_triangle,wavy_red_triangle,wavy_red_circle]	[1,1,2,3]	[2,3,3,2]	wavy_red_circle	wavy_red_circle	true	within	3244	clickedObj
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	3	1522369315032	close	none	0	4	[wavy_blue_square,checked_blue_square,wavy_black_circle,striped_blue_triangle,striped_green_triangle]	[1,1,2,2,3]	[3,2,3,1,3]	striped_green_triangle	striped_green_triangle	true	within	2096	clickedObj
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	4	1522369328445	far	none	0	4	[striped_black_star,wavy_blue_triangle,spotted_black_circle,checked_blue_circle,spotted_red_square]	[1,3,3,3,1]	[3,2,1,3,1]	spotted_red_square	spotted_red_square	true	within	1881	clickedObj
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	5	1522369343891	far	none	0	2	[striped_green_square,wavy_black_circle,spotted_green_star]	[3,1,2]	[1,2,3]	spotted_green_star	spotted_green_star	true	within	3789	clickedObj
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	6	1522369363388	close	irrelevant	1	3	[spotted_green_star,spotted_red_star,striped_blue_triangle,wavy_blue_triangle]	[1,3,1,2]	[2,3,1,3]	wavy_blue_triangle	wavy_blue_triangle	true	within	4079	clickedObj
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	7	1522369376437	close	none	0	2	[striped_black_circle,striped_blue_star,striped_green_circle]	[1,2,1]	[3,1,1]	striped_green_circle	striped_green_circle	true	within	1899	clickedObj
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	8	1522369393661	close	irrelevant	2	4	[wavy_green_square,striped_blue_star,checked_green_triangle,wavy_red_star,checked_black_square]	[3,2,1,3,1]	[1,1,2,2,1]	checked_black_square	checked_black_square	true	within	2149	clickedObj
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	9	1522369408354	close	irrelevant	2	3	[wavy_green_triangle,striped_red_circle,striped_red_square,striped_black_circle]	[1,1,3,2]	[1,2,1,1]	striped_black_circle	striped_black_circle	true	within	4021	clickedObj
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	10	1522369426353	far	none	0	4	[wavy_blue_star,wavy_black_circle,wavy_green_star,checked_red_triangle,checked_black_square]	[2,3,1,2,1]	[1,3,1,3,2]	checked_black_square	checked_black_square	true	within	2509	clickedObj
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	11	1522369450851	close	none	0	4	[spotted_black_star,wavy_green_circle,wavy_green_square,striped_black_triangle,wavy_black_circle]	[1,1,2,3,3]	[2,1,1,2,1]	wavy_black_circle	wavy_black_circle	true	within	13336	clickedObj
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	12	1522369475499	far	none	0	3	[striped_red_square,checked_red_star,wavy_black_circle,wavy_green_triangle]	[1,3,1,2]	[1,3,2,1]	wavy_green_triangle	wavy_green_triangle	true	within	3475	clickedObj
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	13	1522369501764	close	irrelevant	2	4	[checked_green_triangle,wavy_black_star,spotted_black_triangle,striped_red_square,spotted_red_star]	[3,1,3,3,2]	[2,1,3,1,3]	spotted_red_star	spotted_black_triangle	false	within	14535	clickedObj
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	14	1522369529299	close	none	0	3	[spotted_black_square,checked_green_star,wavy_blue_square,checked_black_star]	[3,1,1,3]	[1,2,3,3]	checked_black_star	checked_black_star	true	within	15523	clickedObj
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	15	1522369542605	far	irrelevant	1	2	[striped_red_star,checked_green_triangle,spotted_red_circle]	[3,2,1]	[2,1,3]	spotted_red_circle	spotted_red_circle	true	within	844	clickedObj
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	16	1522369557597	far	irrelevant	2	3	[checked_blue_circle,striped_blue_circle,checked_red_circle,striped_red_triangle]	[2,3,2,3]	[1,1,3,3]	striped_red_triangle	striped_red_triangle	true	within	2044	clickedObj
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	17	1522369582810	far	irrelevant	2	4	[checked_red_square,checked_red_circle,wavy_black_triangle,checked_green_circle,spotted_green_star]	[1,3,1,2,2]	[1,2,3,1,3]	spotted_green_star	spotted_green_star	true	within	11659	clickedObj
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	18	1522369602313	close	irrelevant	1	2	[checked_blue_triangle,spotted_blue_star,checked_green_triangle]	[2,3,1]	[1,3,1]	checked_green_triangle	checked_green_triangle	true	within	2703	clickedObj
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	19	1522369614020	far	none	0	3	[checked_green_triangle,striped_green_circle,checked_blue_star,striped_red_square]	[2,1,3,1]	[3,1,1,3]	striped_red_square	striped_red_square	true	within	1157	clickedObj
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	20	1522369628480	close	irrelevant	1	3	[spotted_green_circle,wavy_green_star,spotted_blue_triangle,spotted_blue_star]	[1,2,3,3]	[1,3,3,1]	spotted_blue_star	spotted_blue_star	true	within	1356	clickedObj
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	21	1522369643085	close	none	0	2	[checked_blue_square,wavy_black_star,spotted_black_square]	[1,2,1]	[3,3,1]	spotted_black_square	spotted_black_square	true	within	1108	clickedObj
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	22	1522369653421	far	irrelevant	1	3	[checked_green_triangle,spotted_red_square,striped_blue_triangle,striped_blue_star]	[3,3,1,1]	[2,3,3,1]	striped_blue_star	striped_blue_star	true	within	1475	clickedObj
planned_sample	8219-bb7861c1-43f4-480c-906b-8441c583c0ab	23	1522369665879	close	none	0	3	[striped_green_square,wavy_green_triangle,checked_red_circle,striped_red_circle]	[1,3,3,3]	[3,2,1,3]	striped_red_circle	striped_red_circle	true	within	2645	clickedObj
