iterationName	gameid	trialNum	serverTime	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	occlusion1	occlusion2	clickedHiddenObj	intendedName	clickedName	correct	condition	responseRT	eventType
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	1	1578457499712	far	irrelevant	2	3	[checked_green_circle,wavy_red_circle,spotted_green_circle,checked_blue_star]	[1,3,3,2]	[3,2,1,1]	[3,2]	[3,1]	false	checked_blue_star	checked_blue_star	true	scripted	3078	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	2	1578457508834	close	irrelevant	1	3	[wavy_black_circle,striped_blue_circle,spotted_black_triangle,wavy_black_triangle]	[3,1,2,1]	[3,2,1,1]	[1,2]	[2,3]	false	wavy_black_triangle	wavy_black_triangle	true	scripted	3352	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	3	1578457517897	far	irrelevant	2	3	[striped_black_triangle,checked_blue_star,striped_blue_square,striped_red_circle]	[3,2,2,3]	[1,3,1,2]	[2,3]	[2,1]	false	striped_red_circle	striped_red_circle	true	scripted	2672	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	4	1578457526856	far	irrelevant	1	2	[spotted_blue_star,striped_black_triangle,striped_black_circle]	[2,1,3]	[1,3,3]	[2,1]	[1,1]	false	striped_black_circle	striped_black_circle	true	scripted	2719	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	5	1578457535640	close	critical	1	2	[checked_black_square,striped_black_circle,checked_blue_square]	[1,2,3]	[1,3,2]	[1,1]	[2,1]	false	checked_blue_square	checked_blue_square	true	scripted	2960	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	6	1578457543928	far	irrelevant	2	3	[wavy_black_square,striped_black_square,striped_red_circle,wavy_black_triangle]	[3,2,2,1]	[1,3,1,1]	[2,3]	[2,1]	false	wavy_black_triangle	wavy_black_triangle	true	scripted	2776	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	7	1578457553760	far	irrelevant	2	3	[wavy_green_star,checked_black_triangle,checked_blue_triangle,striped_black_square]	[1,3,2,3]	[2,1,3,2]	[3,1]	[2,3]	true	striped_black_square	checked_black_triangle	false	scripted	4304	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	8	1578457561338	far	irrelevant	1	3	[spotted_red_star,striped_red_triangle,wavy_red_triangle,wavy_black_circle]	[3,1,1,2]	[2,3,2,3]	[3,2]	[2,1]	false	wavy_black_circle	wavy_black_circle	true	scripted	2096	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	9	1578457572597	close	irrelevant	1	2	[spotted_blue_circle,checked_green_square,wavy_blue_square]	[1,2,3]	[2,1,3]	[1,2]	[2,3]	false	wavy_blue_square	wavy_blue_square	true	scripted	6048	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	10	1578457580109	close	critical	1	2	[wavy_blue_star,spotted_black_triangle,spotted_green_triangle]	[3,3,1]	[3,2,1]	[3,2]	[1,3]	false	spotted_green_triangle	spotted_green_triangle	true	scripted	2624	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	11	1578457589766	close	irrelevant	1	2	[wavy_blue_circle,checked_black_square,wavy_green_square]	[1,3,2]	[3,1,3]	[1,3]	[2,1]	false	wavy_green_square	wavy_green_square	true	scripted	3040	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	12	1578457597524	far	irrelevant	2	4	[checked_black_triangle,wavy_blue_triangle,wavy_black_triangle,striped_blue_square,checked_black_circle]	[2,1,3,3,1]	[1,3,3,2,2]	[1,3]	[3,3]	false	checked_black_circle	checked_black_circle	true	scripted	2648	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	13	1578457605655	far	irrelevant	1	3	[checked_red_square,spotted_blue_circle,wavy_green_triangle,spotted_black_star]	[3,3,2,3]	[1,2,3,3]	[3,2]	[2,1]	false	spotted_black_star	spotted_black_star	true	scripted	2328	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	14	1578457613078	close	irrelevant	2	4	[spotted_red_triangle,wavy_black_triangle,spotted_green_square,spotted_blue_star,wavy_black_star]	[2,2,3,1,1]	[1,3,3,3,2]	[2,3]	[3,3]	false	wavy_black_star	wavy_black_star	true	scripted	2464	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	15	1578457621836	close	irrelevant	1	3	[wavy_green_triangle,spotted_black_square,striped_red_star,checked_green_star]	[1,2,1,3]	[2,3,3,1]	[2,3]	[1,1]	false	checked_green_star	checked_green_star	true	scripted	3040	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	16	1578457632092	close	critical	1	4	[checked_black_circle,spotted_blue_star,spotted_blue_triangle,striped_green_triangle,spotted_red_circle]	[1,2,1,3,2]	[1,1,3,2,3]	[1,1]	[3,3]	false	spotted_red_circle	spotted_red_circle	true	scripted	4304	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	17	1578457640715	far	irrelevant	1	2	[checked_green_square,wavy_black_square,checked_blue_triangle]	[3,1,3]	[3,1,2]	[1,1]	[1,2]	false	checked_blue_triangle	checked_blue_triangle	true	scripted	2872	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	18	1578457648254	close	critical	1	2	[spotted_green_circle,checked_red_star,checked_blue_star]	[1,1,3]	[1,3,1]	[1,3]	[2,3]	false	checked_blue_star	checked_blue_star	true	scripted	2655	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	19	1578457656543	far	irrelevant	1	2	[wavy_black_square,wavy_red_square,wavy_black_triangle]	[1,1,2]	[3,1,1]	[1,3]	[2,3]	false	wavy_black_triangle	wavy_black_triangle	true	scripted	2751	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	20	1578457663985	far	irrelevant	1	3	[wavy_red_star,spotted_blue_star,checked_red_star,checked_red_triangle]	[2,1,3,3]	[1,2,1,3]	[1,2]	[1,3]	false	checked_red_triangle	checked_red_triangle	true	scripted	2336	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	21	1578457672642	far	irrelevant	1	3	[spotted_blue_square,spotted_blue_star,striped_red_square,striped_green_triangle]	[2,1,2,3]	[1,3,3,2]	[2,1]	[1,2]	false	striped_green_triangle	striped_green_triangle	true	scripted	2744	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	22	1578457681625	far	irrelevant	1	2	[striped_red_star,striped_red_square,checked_red_triangle]	[3,3,1]	[1,3,1]	[3,1]	[1,2]	false	checked_red_triangle	checked_red_triangle	true	scripted	3112	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	23	1578457689826	close	critical	2	4	[spotted_blue_square,checked_blue_star,striped_blue_square,spotted_green_square,checked_black_star]	[3,3,2,1,1]	[3,1,3,1,3]	[3,1]	[1,1]	false	checked_black_star	checked_black_star	true	scripted	2784	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	24	1578457698635	close	critical	1	2	[checked_red_square,striped_blue_star,spotted_red_square]	[1,2,3]	[3,3,1]	[1,3]	[3,2]	false	spotted_red_square	spotted_red_square	true	scripted	3104	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	25	1578457707665	close	irrelevant	1	4	[spotted_black_star,striped_black_star,spotted_green_circle,checked_black_star,spotted_blue_circle]	[1,3,3,2,2]	[1,1,2,3,1]	[2,3]	[1,3]	false	spotted_blue_circle	spotted_blue_circle	true	scripted	2847	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	26	1578457715499	close	irrelevant	1	2	[striped_blue_square,striped_green_star,striped_blue_star]	[3,2,3]	[2,3,3]	[3,2]	[2,1]	false	striped_blue_star	striped_blue_star	true	scripted	2391	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	27	1578457724577	far	irrelevant	1	2	[checked_blue_star,striped_red_star,striped_red_triangle]	[3,1,2]	[2,1,3]	[3,2]	[2,1]	false	striped_red_triangle	striped_red_triangle	true	scripted	2208	clickedObj
pilot1	5751-1fee5769-e497-436b-ab4f-4b5dc969f912	28	1578457732521	far	irrelevant	1	4	[striped_black_square,checked_black_square,checked_blue_circle,checked_black_circle,wavy_black_star]	[2,3,1,3,3]	[3,3,3,1,2]	[2,3]	[2,1]	false	wavy_black_star	wavy_black_star	true	scripted	2584	clickedObj
