iterationName	gameid	trialNum	serverTime	context	occlusions	numObjsOccluded	numDistractors	names	gridXs	gridYs	occlusion1	occlusion2	clickedHiddenObj	intendedName	clickedName	correct	condition	responseRT	eventType
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	1	1578453229683	far	irrelevant	1	3	[spotted_red_square,spotted_red_triangle,spotted_black_square,spotted_blue_star]	[3,3,2,1]	[3,2,3,3]	[3,2]	[2,1]	false	spotted_blue_star	spotted_blue_star	true	scripted	8248	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	2	1578453241423	far	irrelevant	2	3	[checked_red_triangle,spotted_black_star,checked_black_star,spotted_blue_circle]	[2,3,2,3]	[3,2,1,1]	[2,3]	[3,2]	false	spotted_blue_circle	spotted_blue_circle	true	scripted	4088	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	3	1578453251213	close	irrelevant	2	4	[checked_green_star,striped_blue_circle,wavy_black_triangle,spotted_red_square,spotted_green_triangle]	[1,3,3,2,2]	[1,1,3,3,1]	[1,1]	[3,1]	false	spotted_green_triangle	spotted_green_triangle	true	scripted	3304	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	4	1578453260223	far	irrelevant	2	3	[checked_red_circle,wavy_red_star,striped_green_triangle,wavy_green_square]	[3,1,3,2]	[1,1,2,1]	[3,1]	[1,1]	false	wavy_green_square	wavy_green_square	true	scripted	3751	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	5	1578453275233	close	critical	1	2	[spotted_green_circle,spotted_blue_square,spotted_blue_circle]	[3,1,2]	[3,3,1]	[3,3]	[2,3]	false	spotted_blue_circle	spotted_blue_circle	true	scripted	8791	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	6	1578453286413	far	irrelevant	1	2	[wavy_black_star,spotted_blue_circle,spotted_blue_square]	[3,3,1]	[2,3,1]	[3,3]	[2,3]	false	spotted_blue_square	spotted_blue_square	true	scripted	5664	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	7	1578453295663	close	irrelevant	2	4	[spotted_black_circle,striped_green_triangle,checked_blue_square,checked_black_star,wavy_black_square]	[2,3,1,1,3]	[3,3,2,1,2]	[2,3]	[1,1]	false	wavy_black_square	wavy_black_square	true	scripted	3576	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	8	1578453305033	close	critical	2	3	[checked_red_circle,striped_red_star,checked_green_triangle,striped_black_star]	[2,1,3,3]	[3,1,1,2]	[1,1]	[3,1]	false	striped_black_star	striped_black_star	true	scripted	3848	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	9	1578453314623	far	irrelevant	2	3	[wavy_red_triangle,striped_blue_square,checked_black_square,checked_blue_circle]	[2,1,1,3]	[3,2,1,2]	[2,3]	[1,2]	false	checked_blue_circle	checked_blue_circle	true	scripted	3264	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	10	1578453324883	close	irrelevant	1	4	[striped_green_circle,spotted_red_circle,striped_green_star,checked_blue_square,striped_black_star]	[1,2,1,3,3]	[3,1,1,1,2]	[2,1]	[2,3]	false	striped_black_star	striped_black_star	true	scripted	4248	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	11	1578453331893	far	irrelevant	1	2	[striped_black_triangle,wavy_red_star,checked_black_square]	[2,3,1]	[3,1,1]	[2,3]	[3,3]	false	checked_black_square	checked_black_square	true	scripted	1528	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	12	1578453341063	far	irrelevant	1	4	[spotted_red_circle,spotted_blue_triangle,spotted_black_star,spotted_black_triangle,spotted_blue_square]	[2,3,1,1,1]	[3,1,1,3,2]	[1,1]	[3,3]	false	spotted_blue_square	spotted_blue_square	true	scripted	3888	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	13	1578453350308	close	critical	1	4	[checked_black_circle,wavy_black_circle,spotted_red_square,striped_green_triangle,checked_blue_square]	[3,2,1,1,2]	[2,1,2,3,3]	[1,2]	[1,1]	false	checked_blue_square	checked_blue_square	true	scripted	3121	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	14	1578453358873	far	irrelevant	2	4	[spotted_green_triangle,spotted_blue_star,spotted_black_circle,checked_green_star,spotted_red_square]	[3,2,1,1,1]	[3,1,2,1,3]	[3,3]	[1,1]	false	spotted_red_square	spotted_red_square	true	scripted	3152	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	15	1578453367073	far	irrelevant	1	2	[wavy_red_circle,spotted_blue_star,spotted_blue_square]	[3,1,2]	[2,3,1]	[1,3]	[3,1]	false	spotted_blue_square	spotted_blue_square	true	scripted	2264	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	16	1578453375914	far	irrelevant	1	2	[checked_red_triangle,wavy_black_circle,wavy_black_square]	[2,1,2]	[3,1,1]	[1,1]	[1,2]	false	wavy_black_square	wavy_black_square	true	scripted	2344	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	17	1578453384353	far	irrelevant	1	2	[wavy_red_triangle,striped_red_triangle,striped_blue_square]	[1,1,1]	[1,2,3]	[1,2]	[3,2]	false	striped_blue_square	striped_blue_square	true	scripted	2416	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	18	1578453393278	close	critical	1	2	[spotted_red_star,spotted_blue_square,spotted_black_star]	[1,3,1]	[2,2,3]	[1,2]	[2,3]	true	spotted_black_star	spotted_red_star	false	scripted	1952	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	19	1578453403493	close	irrelevant	2	4	[wavy_red_circle,wavy_green_triangle,striped_red_triangle,spotted_blue_square,spotted_red_square]	[2,1,1,3,1]	[3,3,2,2,1]	[1,3]	[1,2]	false	spotted_red_square	spotted_red_square	true	scripted	3400	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	20	1578453410723	close	irrelevant	1	2	[striped_blue_circle,spotted_red_star,checked_red_circle]	[3,3,1]	[3,1,1]	[3,1]	[3,2]	false	checked_red_circle	checked_red_circle	true	scripted	2079	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	21	1578453419243	close	irrelevant	2	3	[striped_blue_star,spotted_green_square,spotted_red_star,spotted_blue_square]	[1,2,1,2]	[1,1,2,3]	[1,1]	[1,2]	false	spotted_blue_square	spotted_blue_square	true	scripted	2511	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	22	1578453427063	far	irrelevant	1	3	[spotted_red_star,striped_red_star,wavy_black_circle,wavy_green_triangle]	[2,1,1,2]	[1,1,2,3]	[2,1]	[1,3]	false	wavy_green_triangle	wavy_green_triangle	true	scripted	2431	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	23	1578453435183	far	irrelevant	1	2	[spotted_blue_circle,checked_red_triangle,spotted_black_square]	[1,3,3]	[1,3,1]	[1,1]	[3,2]	false	spotted_black_square	spotted_black_square	true	scripted	2760	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	24	1578453445303	close	irrelevant	2	3	[spotted_red_circle,striped_red_square,spotted_black_triangle,striped_red_triangle]	[1,3,2,1]	[3,1,3,2]	[1,3]	[3,1]	false	striped_red_triangle	striped_red_triangle	true	scripted	3377	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	25	1578453453214	close	critical	1	2	[wavy_green_triangle,checked_red_square,checked_black_square]	[1,1,1]	[2,3,1]	[1,3]	[3,1]	false	checked_black_square	checked_black_square	true	scripted	2256	clickedObj
pilot1	5499-f889d664-231d-46a5-835c-b5a8700ddfa9	26	1578453463213	far	irrelevant	1	4	[striped_green_circle,wavy_green_square,checked_blue_square,striped_green_square,striped_green_star]	[1,2,1,3,2]	[1,1,3,1,3]	[1,3]	[3,2]	false	striped_green_star	striped_green_star	true	scripted	3191	clickedObj
